,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,16,36,19,2,27,28,26,21,25,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,45,1,0,54,0,98,0,0,2,0,98,0,0,2,0,93,5,0,2,0,98,0,0,2,0,100,0,0,0,0,36,1,0,63,0,98,0,0,2,0,96,0,0,4,0,93,7
1,Chernihivs'ka oblast,UA-74,18,34,17,1,30,29,28,25,18,0,100,0,0,0,0,96,0,0,4,0,59,0,0,41,0,100,0,0,0,0,96,4,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,49,0,0,51,0,100,0,0,0,0,91,4,0,0,5,96,4,0,0,0,100,0
2,Chernivets'ka oblast,UA-77,12,38,23,1,26,31,33,25,11,0,100,0,0,0,0,100,0,0,0,0,97,3,0,0,0,59,0,0,0,41,100,0,0,0,0,97,3,0,0,0,97,3,0,0,0,97,3,0,0,0,97,0,3,0,0,49,0,0,1,50,97,3,0,0,0,94,6,0,0,0,97,3
3,Crimea,UA-43,18,38,16,3,25,34,39,27,0,0,100,0,0,0,0,39,0,0,61,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,19,35,17,2,27,35,32,31,2,0,93,0,7,0,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,91,0,0,0,9,98,0,1,0,1,100,0,0,0,0,98,2,0,0,0,99,0,1,0,0,100,0,0,0,0,100,0
5,Donetsk Oblast,UA-14,15,34,17,3,31,40,34,24,2,0,97,0,0,3,0,96,0,0,4,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,91,7,0,0,2,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,99,0,0,1,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,21,37,16,4,22,28,31,28,13,0,100,0,0,0,0,95,5,0,0,0,100,0,0,0,0,100,0,0,0,0,56,0,0,1,43,93,3,2,0,2,98,0,0,2,0,86,0,0,14,0,100,0,0,0,0,98,0,0,0,2,44,0,0,1,55,85,4,2,2,7,100,0
7,Kharkiv Oblast,UA-63,15,35,16,3,31,31,32,34,1,2,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,90,0,10,0,0,100,0,0,0,0,99,1,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1
8,Khersons'ka oblast,UA-65,18,26,20,10,26,31,32,32,5,0,100,0,0,0,0,96,4,0,0,0,71,0,0,0,29,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,0,4,0,61,0,0,0,39,100,0,0,0,0,96,4,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,15,34,18,3,30,32,22,32,14,0,100,0,0,0,0,97,0,0,3,0,97,3,0,0,0,37,0,63,0,0,92,2,0,6,0,89,11,0,0,0,100,0,0,0,0,97,0,0,3,0,97,0,3,0,0,32,0,68,0,0,84,6,2,6,2,87,11,0,0,2,100,0
10,Kirovohrads'ka oblast,UA-35,16,36,20,2,26,37,28,25,10,0,100,0,0,0,0,100,0,0,0,0,97,3,0,0,0,100,0,0,0,0,100,0,0,0,0,52,0,0,48,0,97,3,0,0,0,93,0,0,7,0,97,0,3,0,0,100,0,0,0,0,93,3,4,0,0,41,1,3,55,0,93,7
11,Kyiv city,UA-30,19,33,19,2,27,19,20,24,37,0,99,0,1,0,0,98,1,0,1,0,96,1,0,3,0,95,2,2,1,0,95,1,0,3,1,97,2,0,0,1,94,4,0,1,1,94,1,0,5,0,95,0,2,3,0,94,1,3,2,0,93,1,0,3,3,95,3,1,0,1,92,8
12,Kyivs'ka oblast,UA-32,15,37,21,3,24,19,16,21,44,0,100,0,0,0,0,98,1,0,1,0,97,1,0,2,0,98,0,0,1,1,94,2,1,0,3,97,1,1,0,1,58,42,0,0,0,98,0,0,2,0,95,0,2,3,0,96,1,0,2,1,90,4,1,1,4,96,1,1,0,2,50,50
13,Luhans'ka oblast,UA-09,22,36,16,1,25,28,28,42,2,0,100,0,0,0,0,83,0,0,2,15,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,2,0,0,79,21,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,14,39,18,4,25,28,28,33,11,0,100,0,0,0,0,43,57,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,0,1,3,95,3,1,0,1,96,0,1,3,0,36,0,0,64,0,99,0,1,0,0,100,0,0,0,0,93,0,2,1,4,92,4,1,0,3,99,1
