,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,23,31,16,4,26,26,31,24,19,0,99,1,0,0,0,97,0,2,1,0,95,2,0,1,2,38,0,1,61,0,99,1,0,0,0,99,0,0,1,0,90,7,0,3,0,99,0,0,0,1,93,0,4,1,2,29,0,0,71,0,99,1,0,0,0,99,0,0,1,0,93,7
1,Chernihivs'ka oblast,UA-74,21,34,13,2,30,33,32,20,15,0,100,0,0,0,0,98,0,0,2,0,55,1,0,44,0,98,0,0,2,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,2,0,0,44,0,1,55,0,95,2,0,3,0,98,0,0,2,0,100,0,0,0,0,98,2
2,Chernivets'ka oblast,UA-77,18,32,15,6,29,28,32,29,11,0,100,0,0,0,0,98,2,0,0,0,100,0,0,0,0,52,0,1,0,47,95,0,0,2,3,95,5,0,0,0,100,0,0,0,0,92,0,0,2,6,98,0,2,0,0,47,0,1,0,52,92,3,0,2,3,95,5,0,0,0,100,0
3,Crimea,UA-43,24,32,16,2,26,29,39,32,0,0,100,0,0,0,0,41,0,0,59,0,98,0,2,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,34,14,3,29,33,32,33,2,0,84,0,16,0,0,99,0,0,1,0,98,1,0,0,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,80,0,1,0,19,99,0,0,1,0,98,0,1,0,1,99,0,0,1,0,99,0,0,0,1,100,0,0,0,0,97,3
5,Donetsk Oblast,UA-14,18,36,15,4,27,37,32,30,1,0,97,0,0,3,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,0,1,93,6,0,1,0,99,0,1,0,0,100,0,0,0,0,99,0,1,0,0,99,0,0,0,1,99,1
6,Ivano-Frankivs'ka oblast,UA-26,20,27,17,2,34,21,27,36,16,0,98,0,2,0,0,91,7,0,0,2,100,0,0,0,0,100,0,0,0,0,36,0,0,0,64,98,2,0,0,0,98,0,0,0,2,87,0,0,13,0,98,2,0,0,0,93,0,2,3,2,27,0,0,0,73,93,2,2,0,3,98,2
7,Kharkiv Oblast,UA-63,17,34,15,4,30,28,33,36,1,2,100,0,0,0,0,99,0,0,1,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,85,0,15,0,0,99,0,0,0,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
8,Khersons'ka oblast,UA-65,18,40,14,1,27,38,25,33,4,0,98,2,0,0,0,96,0,2,2,0,80,0,0,0,20,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,94,0,0,2,4,96,0,0,0,4,63,0,0,0,37,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,21,34,16,5,24,32,25,26,17,0,98,2,0,0,0,97,0,2,0,1,97,3,0,0,0,41,0,57,0,2,93,5,2,0,0,97,1,0,2,0,97,0,0,3,0,95,2,0,1,2,93,2,3,0,2,33,0,66,0,1,90,7,2,1,0,95,3,0,2,0,100,0
10,Kirovohrads'ka oblast,UA-35,20,41,8,6,25,40,25,26,9,0,98,0,0,0,2,96,0,2,2,0,100,0,0,0,0,98,0,0,2,0,98,0,2,0,0,51,0,0,49,0,98,2,0,0,0,96,0,2,0,2,100,0,0,0,0,98,0,0,2,0,98,0,2,0,0,40,0,0,60,0,98,2
11,Kyiv city,UA-30,19,34,18,3,26,20,20,25,35,0,100,0,0,0,0,98,2,0,0,0,97,3,0,0,0,98,0,1,1,0,97,2,0,1,0,98,1,0,0,1,94,4,1,1,0,93,0,0,6,1,95,0,4,1,0,96,1,1,2,0,95,2,0,2,1,97,2,0,0,1,92,8
12,Kyivs'ka oblast,UA-32,21,33,15,4,27,19,19,21,41,0,98,1,0,0,1,97,0,0,3,0,97,2,0,1,0,94,1,0,5,0,100,0,0,0,0,100,0,0,0,0,51,48,0,1,0,98,0,1,0,1,95,0,3,2,0,92,1,0,6,1,100,0,0,0,0,97,0,2,0,1,43,57
13,Luhans'ka oblast,UA-09,19,35,18,1,27,37,32,28,3,0,100,0,0,0,0,86,0,0,2,12,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,0,1,100,0,0,0,0,83,17,0,0,0,100,0,0,0,0,99,0,1,0,0,100,0,0,0,0,99,1
14,Lviv Oblast,UA-46,22,33,15,3,27,27,29,36,8,0,100,0,0,0,0,40,60,0,0,0,99,0,1,0,0,100,0,0,0,0,97,0,0,2,1,96,1,0,0,3,100,0,0,0,0,32,0,0,68,0,98,1,0,1,0,99,0,0,0,1,95,0,0,2,3,92,3,1,0,4,97,3
