,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,20,32,18,4,26,29,22,30,19,0,100,0,0,0,0,98,0,0,2,0,89,1,6,2,2,49,0,0,51,0,100,0,0,0,0,94,0,0,2,4,83,16,1,0,0,98,0,0,0,2,94,0,2,2,2,40,0,0,60,0,100,0,0,0,0,92,0,2,2,4,82,18
1,Chernihivs'ka oblast,UA-74,19,31,19,0,31,18,32,14,36,0,100,0,0,0,0,84,0,0,16,0,33,0,0,67,0,84,16,0,0,0,100,0,0,0,0,100,0,0,0,0,84,16,0,0,0,84,0,0,0,16,33,0,0,67,0,81,19,0,0,0,100,0,0,0,0,72,14,14,0,0,84,16
2,Chernivets'ka oblast,UA-77,17,35,16,3,29,32,20,33,15,0,100,0,0,0,0,98,0,2,0,0,100,0,0,0,0,63,1,0,0,36,89,0,2,0,9,93,3,2,0,2,91,9,0,0,0,96,0,0,2,2,98,0,0,2,0,55,1,4,0,40,82,2,4,0,12,93,3,2,0,2,91,9
3,Crimea,UA-43,29,31,17,1,22,30,41,29,0,0,100,0,0,0,0,39,0,0,61,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,19,32,18,3,28,29,33,34,4,0,84,0,15,1,0,94,0,2,2,2,97,1,2,0,0,99,0,1,0,0,98,0,0,1,1,97,0,0,0,3,81,1,0,2,16,94,1,1,1,3,96,2,1,0,1,97,0,2,1,0,94,1,1,2,2,96,1,0,0,3,96,4
5,Donetsk Oblast,UA-14,23,34,20,2,21,29,40,30,1,0,96,0,0,4,0,93,1,0,6,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,91,8,0,1,0,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,98,0,0,1,1,99,1
6,Ivano-Frankivs'ka oblast,UA-26,21,35,13,4,27,28,27,28,17,0,100,0,0,0,0,85,6,4,5,0,99,0,0,0,1,93,0,0,1,6,53,0,0,0,47,94,1,1,0,4,91,3,1,5,0,78,2,1,14,5,99,0,0,0,1,91,1,0,1,7,35,1,0,0,64,93,1,3,0,3,90,10
7,Kharkiv Oblast,UA-63,16,36,18,1,29,35,27,32,2,4,100,0,0,0,0,100,0,0,0,0,96,1,3,0,0,100,0,0,0,0,97,3,0,0,0,97,0,0,0,3,84,1,14,0,1,99,0,0,0,1,99,0,1,0,0,100,0,0,0,0,97,3,0,0,0,94,0,0,0,6,99,1
8,Khersons'ka oblast,UA-65,16,37,10,0,37,34,37,29,0,0,100,0,0,0,0,100,0,0,0,0,78,0,0,0,22,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,3,0,0,100,0,0,0,0,65,0,0,2,33,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,3
9,Khmel'nyts'ka oblast,UA-68,19,39,12,4,26,30,21,29,20,0,100,0,0,0,0,94,3,0,3,0,92,3,5,0,0,49,0,50,1,0,95,5,0,0,0,92,1,0,2,5,91,8,0,1,0,92,0,1,7,0,97,0,3,0,0,44,0,55,1,0,92,5,0,2,1,88,3,1,1,7,91,9
10,Kirovohrads'ka oblast,UA-35,14,37,20,4,25,35,30,30,5,0,89,0,8,0,3,87,2,9,2,0,97,0,3,0,0,95,2,0,3,0,100,0,0,0,0,75,0,0,25,0,92,0,0,0,8,85,0,2,2,11,100,0,0,0,0,89,2,0,9,0,95,5,0,0,0,66,2,2,28,2,97,3
11,Kyiv city,UA-30,16,33,17,3,31,17,20,17,46,0,98,0,1,0,1,98,0,0,2,0,95,1,0,4,0,97,0,0,1,2,95,3,0,2,0,98,0,0,1,1,91,8,0,0,1,96,0,2,2,0,96,0,0,4,0,95,0,1,2,2,92,4,0,1,3,97,0,0,1,2,88,12
12,Kyivs'ka oblast,UA-32,23,30,14,2,31,15,17,20,48,0,100,0,0,0,0,94,2,0,2,2,83,4,3,8,2,98,2,0,0,0,94,6,0,0,0,92,2,2,0,4,49,50,0,1,0,94,0,4,2,0,83,2,5,8,2,94,2,0,2,2,92,6,2,0,0,92,2,2,0,4,39,61
13,Luhans'ka oblast,UA-09,20,31,23,3,23,31,39,30,0,0,100,0,0,0,0,93,0,0,2,5,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,93,7,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,2
14,Lviv Oblast,UA-46,18,35,20,2,25,23,26,29,22,0,97,0,1,2,0,56,41,0,2,1,95,2,2,0,1,93,1,5,1,0,84,7,0,6,3,88,2,1,1,8,90,7,1,1,1,46,1,1,51,1,92,2,3,0,3,91,1,5,2,1,76,7,2,10,5,84,4,2,2,8,90,10
15,Mykolaivs'ka oblast,UA-48,18,36,14,2,30,35,31,29,5,0,100,0,0,0,0,69,2,25,4,0,97,0,0,0,3,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,0,3,0,69,0,0,2,29,97,0,0,0,3,100,0,0,0,0,100,0,0,0,0,94,0,3,0,3,100,0
16,Odessa Oblast,UA-51,21,31,16,4,28,30,37,32,1,0,90,10,0,0,0,93,0,2,5,0,99,1,0,0,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,84,0,0,16,0,97,0,0,0,3,99,0,1,0,0,99,0,1,0,0,99,0,1,0,0,98,0,2,0,0,100,0
17,Poltavs'ka oblast,UA-53,18,36,15,3,28,31,23,37,8,1,94,0,2,1,3,99,0,0,1,0,94,0,3,1,2,70,30,0,0,0,94,1,1,4,0,97,1,0,0,2,94,0,5,0,1,93,1,3,3,0,97,0,0,1,2,61,38,0,1,0,91,5,1,3,0,94,1,0,1,4,99,1
18,Rivnens'ka oblast,UA-56,22,34,13,6,25,33,28,19,20,0,95,0,0,5,0,90,6,2,2,0,98,0,2,0,0,98,0,2,0,0,34,6,0,59,1,92,0,0,0,8,98,0,0,2,0,85,5,0,8,2,98,0,2,0,0,97,0,3,0,0,30,6,0,64,0,87,2,0,0,11,90,10
