,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,21,38,15,2,24,30,23,29,18,0,98,2,0,0,0,92,2,0,6,0,89,10,1,0,0,54,1,2,42,1,96,0,2,2,0,94,0,0,6,0,86,10,0,3,1,96,2,0,2,0,86,1,13,0,0,48,1,2,48,1,94,0,4,2,0,94,0,0,6,0,88,12
1,Chernihivs'ka oblast,UA-74,12,41,15,3,29,40,15,18,27,0,100,0,0,0,0,100,0,0,0,0,30,5,0,65,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,75,25,0,0,0,100,0,0,0,0,22,0,3,75,0,67,0,22,0,11,100,0,0,0,0,100,0,0,0,0,74,26
2,Chernivets'ka oblast,UA-77,14,37,17,3,29,25,19,42,14,0,95,3,2,0,0,98,2,0,0,0,96,2,2,0,0,72,0,4,0,24,98,0,0,0,2,93,2,0,0,5,88,8,0,3,1,93,1,0,2,4,95,0,3,2,0,66,0,5,1,28,91,5,0,0,4,89,3,0,0,8,89,11
3,Crimea,UA-43,24,34,20,1,21,31,37,32,0,0,100,0,0,0,0,46,0,0,54,0,96,0,4,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,17,35,18,2,28,33,33,29,5,0,91,0,9,0,0,95,1,2,2,0,97,1,1,1,0,93,0,4,0,3,95,3,2,0,0,97,0,1,2,0,83,1,4,1,11,93,0,3,2,2,94,1,2,1,2,91,1,4,1,3,92,3,4,0,1,97,0,1,2,0,95,5
5,Donetsk Oblast,UA-14,17,34,15,2,32,34,36,30,0,0,98,0,0,2,0,94,0,0,6,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,4,0,0,0,96,0,3,0,1,99,0,0,0,1,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,21,37,13,4,25,24,24,29,23,0,97,0,0,2,1,94,6,0,0,0,92,1,3,4,0,99,0,0,1,0,64,2,1,0,33,95,0,2,2,1,86,10,1,3,0,86,1,3,10,0,94,0,1,5,0,97,0,0,2,1,47,2,0,0,51,95,0,2,2,1,88,12
7,Kharkiv Oblast,UA-63,11,33,15,0,41,32,28,33,2,5,98,0,0,2,0,92,2,0,6,0,98,2,0,0,0,96,2,0,2,0,100,0,0,0,0,100,0,0,0,0,79,1,20,0,0,96,2,0,2,0,96,0,4,0,0,96,2,0,2,0,100,0,0,0,0,100,0,0,0,0,98,2
8,Khersons'ka oblast,UA-65,19,28,19,3,31,30,26,44,0,0,100,0,0,0,0,100,0,0,0,0,76,0,0,0,24,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,53,0,0,0,47,100,0,0,0,0,100,0,0,0,0,96,0,0,0,4,100,0
9,Khmel'nyts'ka oblast,UA-68,16,42,14,2,26,33,23,25,19,0,93,7,0,0,0,93,5,2,0,0,87,9,2,0,2,45,0,54,0,1,91,5,0,2,2,91,7,0,0,2,83,11,0,6,0,93,0,0,5,2,87,0,11,0,2,36,0,64,0,0,83,4,7,2,4,89,9,0,0,2,86,14
10,Kirovohrads'ka oblast,UA-35,27,28,10,4,31,26,29,38,7,0,88,8,0,0,4,92,4,4,0,0,96,0,4,0,0,100,0,0,0,0,96,0,4,0,0,62,0,0,38,0,88,4,0,8,0,78,8,3,3,8,96,0,4,0,0,88,0,8,4,0,96,0,4,0,0,56,0,0,42,2,96,4
11,Kyiv city,UA-30,20,35,17,2,26,18,17,20,45,0,97,2,0,0,1,93,4,1,2,0,92,6,0,2,0,88,0,9,2,1,94,3,1,1,1,94,3,3,0,0,85,10,3,2,0,87,2,2,7,2,89,0,8,3,0,84,0,11,3,2,87,6,2,2,3,92,4,3,0,1,85,15
