,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,27,29,16,4,24,14,19,16,51,0,97,0,0,0,3,100,0,0,0,0,87,7,0,0,6,33,1,0,66,0,97,0,3,0,0,93,0,0,3,4,76,15,6,3,0,97,0,3,0,0,84,0,10,0,6,24,1,0,75,0,93,0,7,0,0,93,0,0,3,4,79,21
1,Chernihivs'ka oblast,UA-74,26,29,8,0,37,14,24,18,44,0,100,0,0,0,0,93,7,0,0,0,47,0,0,53,0,100,0,0,0,0,87,0,13,0,0,100,0,0,0,0,87,7,6,0,0,93,0,0,7,0,32,0,0,68,0,82,6,0,6,6,77,5,18,0,0,100,0,0,0,0,87,13
2,Chernivets'ka oblast,UA-77,18,29,23,4,26,17,27,23,33,0,94,3,3,0,0,94,0,0,3,3,86,11,0,0,3,63,0,2,0,35,94,0,0,0,6,88,6,0,0,6,91,3,0,3,3,91,3,3,0,3,77,2,14,5,2,52,0,1,1,46,83,0,5,0,12,88,6,0,0,6,91,9
3,Crimea,UA-43,20,31,18,3,28,23,40,37,0,0,100,0,0,0,0,53,0,0,47,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,37,14,2,27,30,32,33,5,0,87,0,10,0,3,96,0,0,1,3,93,3,0,1,3,99,0,0,1,0,99,1,0,0,0,96,0,1,3,0,80,1,0,0,19,93,0,7,0,0,89,3,2,1,5,98,1,0,1,0,98,1,0,0,1,96,0,1,3,0,97,3
5,Donetsk Oblast,UA-14,23,33,20,1,23,30,38,30,2,0,95,0,0,5,0,98,0,0,1,1,98,0,2,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,87,13,0,0,0,95,3,0,1,1,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,15,35,6,4,40,13,13,27,47,0,94,4,2,0,0,92,2,0,0,6,82,5,4,3,6,92,0,4,4,0,56,3,2,0,39,92,2,0,0,6,86,4,2,6,2,82,5,0,13,0,79,5,7,3,6,86,2,8,4,0,22,1,1,0,76,88,6,0,0,6,92,8
7,Kharkiv Oblast,UA-63,19,36,14,4,27,25,30,37,4,4,99,1,0,0,0,100,0,0,0,0,99,1,0,0,0,98,0,1,1,0,97,1,2,0,0,100,0,0,0,0,80,0,19,1,0,98,1,0,1,0,98,0,1,1,0,98,0,1,1,0,96,1,3,0,0,99,1,0,0,0,98,2
8,Khersons'ka oblast,UA-65,27,30,18,2,23,23,30,37,10,0,96,4,0,0,0,88,0,4,8,0,54,0,2,0,44,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,0,4,0,88,4,4,0,4,32,1,0,1,66,96,0,4,0,0,96,0,0,0,4,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,20,31,12,4,33,15,13,18,54,0,95,3,0,2,0,95,3,0,0,2,79,12,2,5,2,37,0,61,2,0,85,5,8,0,2,100,0,0,0,0,81,14,0,5,0,92,5,0,3,0,77,2,12,7,2,29,0,70,1,0,77,10,7,4,2,98,2,0,0,0,85,15
