,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,11,34,11,4,40,25,20,27,28,0,97,3,0,0,0,100,0,0,0,0,91,0,3,6,0,52,0,0,47,1,94,3,0,3,0,94,0,0,3,3,85,6,6,3,0,94,0,3,0,3,91,0,3,6,0,41,0,0,58,1,88,6,3,3,0,94,0,0,3,3,82,18
1,Chernihivs'ka oblast,UA-74,26,44,13,4,13,39,11,23,27,0,100,0,0,0,0,100,0,0,0,0,29,0,0,71,0,86,0,0,14,0,76,0,24,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,20,0,0,77,3,76,0,12,12,0,76,0,24,0,0,100,0,0,0,0,86,14
2,Chernivets'ka oblast,UA-77,17,42,17,2,22,23,34,21,22,0,95,0,0,0,5,89,0,0,11,0,100,0,0,0,0,67,0,0,0,33,100,0,0,0,0,85,0,10,0,5,85,5,0,10,0,90,0,5,0,5,90,0,5,5,0,49,0,0,0,51,85,0,0,0,15,85,0,10,0,5,85,15
3,Crimea,UA-43,25,29,17,2,27,28,39,33,0,0,100,0,0,0,0,45,0,0,55,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,33,17,1,29,30,31,33,6,0,88,0,7,2,3,97,1,2,0,0,97,0,0,1,2,99,0,0,0,1,100,0,0,0,0,98,0,1,0,1,84,2,2,0,12,89,2,6,1,2,93,1,1,1,4,99,0,0,0,1,99,0,0,0,1,98,0,1,0,1,97,3
5,Donetsk Oblast,UA-14,21,35,14,4,26,39,27,33,1,0,93,0,0,7,0,89,0,0,11,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,0,1,93,7,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,97,3
6,Ivano-Frankivs'ka oblast,UA-26,14,37,12,2,35,21,19,36,24,0,99,0,0,0,1,97,3,0,0,0,100,0,0,0,0,100,0,0,0,0,77,1,0,0,22,93,1,0,2,4,99,1,0,0,0,90,0,1,9,0,97,3,0,0,0,100,0,0,0,0,51,1,1,0,47,93,2,1,0,4,89,11
7,Kharkiv Oblast,UA-63,16,37,18,3,26,32,28,33,3,4,99,1,0,0,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,81,0,16,3,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,1,0,2,0,100,0,0,0,0,100,0
8,Khersons'ka oblast,UA-65,23,31,14,7,25,26,36,32,6,0,100,0,0,0,0,90,5,0,5,0,77,0,0,0,23,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,90,5,0,5,0,45,0,0,0,55,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,20,34,18,1,27,22,21,24,33,0,97,0,0,3,0,97,0,0,3,0,97,3,0,0,0,48,0,50,2,0,93,7,0,0,0,100,0,0,0,0,83,14,3,0,0,93,3,0,4,0,93,4,3,0,0,36,0,60,3,1,90,7,0,0,3,100,0,0,0,0,78,22
