,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,18,38,16,4,24,30,23,23,24,0,99,0,0,1,0,95,1,3,0,1,95,1,1,2,1,52,0,0,48,0,97,3,0,0,0,99,0,0,1,0,95,1,0,1,3,91,2,0,4,3,93,1,1,3,2,35,0,0,65,0,97,3,0,0,0,99,0,0,1,0,97,3
1,Chernihivs'ka oblast,UA-74,25,34,20,3,18,29,21,30,20,0,100,0,0,0,0,100,0,0,0,0,66,0,0,34,0,96,2,0,2,0,98,0,2,0,0,100,0,0,0,0,98,2,0,0,0,96,0,0,2,2,47,0,1,52,0,96,2,0,2,0,96,2,2,0,0,98,0,0,0,2,91,9
2,Chernivets'ka oblast,UA-77,26,27,13,3,31,28,35,28,9,0,100,0,0,0,0,96,4,0,0,0,100,0,0,0,0,54,0,0,0,46,96,0,0,0,4,96,4,0,0,0,98,2,0,0,0,94,0,0,4,2,100,0,0,0,0,46,0,0,0,54,96,0,0,0,4,94,6,0,0,0,94,6
3,Crimea,UA-43,20,32,20,3,25,32,31,37,0,0,100,0,0,0,0,38,0,0,62,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,18,32,19,3,28,35,29,33,3,0,89,0,11,0,0,98,1,0,1,0,98,0,1,1,0,99,1,0,0,0,99,0,0,1,0,99,1,0,0,0,84,0,1,0,15,98,0,0,2,0,99,0,0,1,0,99,1,0,0,0,98,0,0,1,1,98,0,0,0,2,99,1
5,Donetsk Oblast,UA-14,19,32,17,6,26,33,30,36,1,0,92,0,0,8,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,1,0,1,88,11,1,0,0,100,0,0,0,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,98,2
6,Ivano-Frankivs'ka oblast,UA-26,17,31,19,2,31,25,30,34,11,0,100,0,0,0,0,95,5,0,0,0,99,0,1,0,0,99,0,0,0,1,43,0,0,0,57,92,5,0,0,3,91,0,6,3,0,91,0,0,8,1,99,0,0,1,0,97,0,0,0,3,32,0,0,0,68,91,5,0,0,4,100,0
7,Kharkiv Oblast,UA-63,19,30,15,4,32,25,33,38,1,3,100,0,0,0,0,98,0,0,1,1,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,83,0,17,0,0,98,0,0,2,0,98,1,0,0,1,98,2,0,0,0,99,0,1,0,0,100,0,0,0,0,99,1
8,Khersons'ka oblast,UA-65,20,36,18,1,25,36,28,31,5,0,100,0,0,0,0,96,0,2,2,0,75,0,1,0,24,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,0,2,0,91,0,0,4,5,54,0,1,0,45,94,0,2,4,0,98,0,0,2,0,100,0,0,0,0,98,2
9,Khmel'nyts'ka oblast,UA-68,21,32,14,3,30,28,25,27,20,0,98,2,0,0,0,98,0,0,2,0,93,7,0,0,0,36,0,63,0,1,95,4,0,0,1,93,5,0,0,2,98,0,0,2,0,95,0,0,3,2,89,0,11,0,0,30,0,69,0,1,88,9,0,2,1,93,5,0,0,2,100,0
10,Kirovohrads'ka oblast,UA-35,22,31,11,9,27,32,34,30,4,0,100,0,0,0,0,91,0,9,0,0,97,3,0,0,0,91,0,0,9,0,100,0,0,0,0,38,0,0,62,0,100,0,0,0,0,80,0,11,0,9,94,0,6,0,0,91,0,0,9,0,94,6,0,0,0,30,0,0,69,1,94,6
11,Kyiv city,UA-30,18,33,18,3,28,21,22,25,32,0,99,0,1,0,0,97,1,0,2,0,97,2,0,1,0,99,1,0,0,0,97,1,0,1,1,98,1,0,0,1,93,3,1,1,2,95,0,1,4,0,95,0,3,2,0,96,1,1,2,0,94,2,1,2,1,97,1,0,0,2,90,10
12,Kyivs'ka oblast,UA-32,19,35,17,3,26,21,18,22,39,0,100,0,0,0,0,98,0,0,0,2,97,2,0,1,0,97,0,0,3,0,94,4,1,1,0,100,0,0,0,0,59,40,0,1,0,97,1,0,2,0,94,1,3,2,0,95,1,0,4,0,91,5,2,1,1,98,0,1,0,1,51,49
13,Luhans'ka oblast,UA-09,17,37,14,3,29,37,32,29,2,0,100,0,0,0,0,95,0,0,0,5,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,90,10,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,17,33,19,3,28,29,28,33,10,0,99,0,0,0,1,47,53,0,0,0,100,0,0,0,0,100,0,0,0,0,97,1,0,1,1,95,4,0,0,1,99,1,0,0,0,39,0,1,60,0,99,0,0,1,0,99,0,1,0,0,95,1,0,2,2,91,5,0,0,4,99,1
