,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
0,Cherkas'ka oblast,UA-71,27,26,17,3,27,14,20,18,48,0,98,0,0,0,2,100,0,0,0,0,88,4,2,0,6,39,0,0,61,0,96,0,2,2,0,94,0,0,4,2,80,15,4,1,0,98,0,2,0,0,88,0,6,0,6,28,0,0,72,0,94,0,4,2,0,94,0,0,4,2,80,20
1,Chernihivs'ka oblast,UA-74,23,31,11,0,35,14,23,19,44,0,100,0,0,0,0,89,7,0,4,0,47,0,0,53,0,96,0,0,4,0,92,0,8,0,0,100,0,0,0,0,89,8,3,0,0,92,0,0,8,0,35,0,0,65,0,85,4,0,7,4,85,3,12,0,0,100,0,0,0,0,89,11
2,Chernivets'ka oblast,UA-77,18,31,22,5,24,18,27,26,29,0,96,2,2,0,0,96,0,0,2,2,91,7,0,0,2,68,0,1,0,31,93,0,0,2,5,93,4,0,0,3,93,4,0,1,2,94,2,2,0,2,83,3,9,3,2,57,0,1,1,41,86,0,4,1,9,93,4,0,0,3,93,7
3,Crimea,UA-43,23,32,16,2,27,24,38,38,0,0,100,0,0,0,0,56,0,0,44,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,19,37,14,3,27,31,31,32,6,0,87,0,11,0,2,97,0,0,1,2,93,2,1,0,4,99,0,0,1,0,98,1,1,0,0,97,0,1,2,0,77,1,0,0,22,94,1,5,0,0,91,2,2,1,4,98,1,0,1,0,97,1,2,0,0,97,0,1,2,0,97,3
5,Donetsk Oblast,UA-14,22,32,20,2,24,31,39,28,2,0,96,0,0,4,0,98,0,0,2,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,90,10,0,0,0,97,2,0,1,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,13,37,12,3,35,15,13,25,47,0,91,6,3,0,0,85,3,0,0,12,74,8,5,5,8,88,0,6,6,0,37,5,2,0,56,88,3,0,0,9,76,8,5,9,2,73,7,0,20,0,67,12,10,4,7,78,2,14,6,0,13,1,1,0,85,83,8,0,0,9,85,15
7,Kharkiv Oblast,UA-63,18,37,13,3,29,26,30,36,3,5,99,1,0,0,0,100,0,0,0,0,99,1,0,0,0,99,0,0,1,0,98,0,2,0,0,100,0,0,0,0,77,0,23,0,0,98,2,0,0,0,97,2,0,1,0,99,0,0,1,0,97,0,3,0,0,99,1,0,0,0,99,1
8,Khersons'ka oblast,UA-65,25,31,19,3,22,25,30,35,10,0,97,3,0,0,0,84,0,6,10,0,54,0,2,0,44,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,0,3,0,87,3,3,0,7,28,1,0,1,70,93,0,4,0,3,97,0,0,0,3,100,0,0,0,0,97,3
9,Khmel'nyts'ka oblast,UA-68,20,32,14,4,30,15,15,18,52,0,96,2,0,2,0,89,7,0,2,2,80,12,2,4,2,34,0,65,1,0,82,6,10,0,2,89,9,2,0,0,83,13,0,4,0,87,4,0,9,0,74,5,13,6,2,24,0,75,1,0,75,10,10,4,1,85,11,2,0,2,85,15
10,Kirovohrads'ka oblast,UA-35,19,37,15,5,24,21,38,23,18,0,96,2,2,0,0,93,5,2,0,0,91,4,0,0,5,91,0,0,9,0,91,0,9,0,0,63,0,0,37,0,89,4,0,2,5,93,0,0,5,2,89,0,4,2,5,85,0,2,11,2,85,2,11,0,2,55,0,1,44,0,96,4
11,Kyiv city,UA-30,20,35,14,2,29,10,12,15,63,0,97,2,1,0,0,89,6,1,2,2,90,5,1,3,1,94,0,3,2,1,86,6,4,3,1,94,1,1,1,3,82,11,3,3,1,85,1,1,12,1,82,4,6,4,4,88,2,5,3,2,77,10,4,4,5,89,2,1,2,6,76,24
12,Kyivs'ka oblast,UA-32,22,36,14,3,25,12,11,16,61,0,97,2,0,1,0,94,1,0,3,2,81,2,3,12,2,86,1,6,4,3,85,10,4,1,0,97,2,0,0,1,48,49,1,2,0,94,1,2,3,0,79,2,3,13,3,84,2,7,4,3,80,14,5,1,0,94,3,1,0,2,38,62
13,Luhans'ka oblast,UA-09,20,29,19,1,31,25,38,34,3,0,100,0,0,0,0,95,0,0,0,5,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,100,0,0,0,0,81,19,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,17,29,17,3,34,13,18,33,36,0,99,1,0,0,0,39,59,0,1,1,86,1,3,5,5,94,0,1,3,2,93,4,3,0,0,91,3,0,2,4,88,8,1,3,0,26,0,0,74,0,83,5,2,4,6,92,0,3,3,2,89,5,5,1,0,90,5,0,1,4,84,16
15,Mykolaivs'ka oblast,UA-48,22,30,12,5,31,24,32,33,11,0,97,3,0,0,0,66,0,30,4,0,87,2,2,0,9,95,0,0,5,0,100,0,0,0,0,100,0,0,0,0,97,0,0,3,0,55,0,1,0,44,87,0,2,0,11,87,2,3,6,2,95,0,3,0,2,97,0,0,3,0,97,3
16,Odessa Oblast,UA-51,17,32,18,1,32,24,41,31,4,0,89,11,0,0,0,95,0,3,2,0,97,2,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,80,1,0,19,0,95,0,0,0,5,94,0,2,0,4,98,2,0,0,0,100,0,0,0,0,98,0,0,2,0,98,2
17,Poltavs'ka oblast,UA-53,19,41,13,1,26,27,24,23,25,1,99,1,0,0,0,92,0,0,5,3,79,3,0,7,11,60,39,0,1,0,83,0,17,0,0,100,0,0,0,0,82,11,6,1,0,97,0,0,3,0,77,3,3,7,10,49,50,0,1,0,79,0,20,1,0,99,0,0,1,0,83,17
18,Rivnens'ka oblast,UA-56,18,29,21,1,31,11,15,18,55,1,100,0,0,0,0,87,11,0,0,2,81,2,5,10,2,90,0,8,2,0,31,3,3,63,0,92,0,0,0,8,75,18,7,0,0,79,0,2,17,2,81,2,2,13,2,87,0,11,2,0,24,3,3,70,0,87,0,0,0,13,67,33
19,Sevastopol' city,UA-40,22,26,14,4,34,35,30,35,0,0,100,0,0,0,0,3,0,0,97,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,15,34,14,7,30,22,25,32,21,0,100,0,0,0,0,90,3,0,7,0,97,0,0,3,0,100,0,0,0,0,48,0,52,0,0,100,0,0,0,0,97,3,0,0,0,93,0,0,4,3,90,3,4,3,0,97,0,0,3,0,31,0,69,0,0,100,0,0,0,0,97,3
21,Ternopil's'ka oblast,UA-61,18,31,20,5,26,19,23,25,33,0,99,0,0,0,1,87,7,0,1,5,85,1,3,1,10,90,1,5,0,4,89,3,5,3,0,52,46,0,1,1,89,8,3,0,0,89,0,1,10,0,81,4,3,1,11,86,1,7,3,3,83,5,6,3,3,37,62,0,0,1,77,23
22,Vinnyts'ka oblast,UA-05,24,32,17,3,24,14,17,24,44,1,97,0,2,0,1,91,0,3,0,6,36,58,1,1,4,86,3,6,5,0,79,9,10,1,1,97,0,0,3,0,86,7,6,0,1,91,0,1,2,6,24,2,68,1,5,83,3,9,5,0,72,10,14,1,3,97,0,0,3,0,79,21
