,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,19,37,16,2,26,24,27,28,21,0,93,0,0,0,7,98,2,0,0,0,91,0,5,2,2,43,1,1,55,0,98,0,2,0,0,98,0,0,2,0,100,0,0,0,0,91,0,7,2,0,95,0,0,3,2,33,1,0,66,0,98,0,2,0,0,95,0,0,3,2,93,7
1,Chernihivs'ka oblast,UA-74,20,40,5,5,30,38,24,14,24,0,100,0,0,0,0,100,0,0,0,0,38,0,0,62,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,89,0,11,0,0,100,0,0,0,0,35,0,0,65,0,100,0,0,0,0,100,0,0,0,0,89,0,0,0,11,100,0
2,Chernivets'ka oblast,UA-77,20,34,18,5,23,31,28,29,12,0,97,0,3,0,0,100,0,0,0,0,94,3,0,0,3,59,0,1,0,40,97,0,0,0,3,94,6,0,0,0,94,0,0,3,3,97,0,0,0,3,92,0,3,2,3,52,0,1,0,47,87,0,0,8,5,94,6,0,0,0,100,0
3,Crimea,UA-43,28,24,22,2,24,24,40,36,0,0,100,0,0,0,0,32,0,0,68,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,2,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,36,13,2,29,34,28,31,7,0,89,0,9,0,2,95,0,2,3,0,97,0,2,1,0,95,2,1,2,0,95,1,0,2,2,94,2,1,1,2,83,3,1,1,12,92,3,4,0,1,97,1,0,1,1,94,3,1,2,0,92,2,2,3,1,92,3,1,1,3,96,4
5,Donetsk Oblast,UA-14,22,37,13,3,25,37,35,28,0,0,93,0,0,7,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,91,7,0,2,0,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,98,0,1,0,1,100,0
6,Ivano-Frankivs'ka oblast,UA-26,20,31,18,2,29,24,26,35,15,0,100,0,0,0,0,86,5,0,7,2,94,2,0,2,2,94,0,2,0,4,49,0,4,2,45,92,2,0,0,6,90,4,2,2,2,81,1,0,18,0,87,2,6,3,2,90,2,2,0,6,39,0,4,2,55,84,6,0,3,7,92,8
7,Kharkiv Oblast,UA-63,21,26,22,4,27,22,32,35,0,11,100,0,0,0,0,97,0,0,3,0,94,0,0,0,6,94,3,0,3,0,100,0,0,0,0,97,0,0,0,3,60,1,39,0,0,91,0,6,3,0,94,0,0,0,6,94,3,0,3,0,100,0,0,0,0,91,0,3,0,6,97,3
8,Khersons'ka oblast,UA-65,22,34,11,2,31,31,44,25,0,0,100,0,0,0,0,86,0,7,7,0,60,0,5,0,35,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,93,0,0,0,7,45,0,0,0,55,93,0,0,0,7,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,18,34,11,5,32,30,23,28,18,1,98,0,0,2,0,91,5,0,4,0,94,0,2,4,0,50,0,50,0,0,91,2,1,6,0,98,2,0,0,0,91,1,8,0,0,87,2,2,9,0,91,1,2,6,0,46,0,54,0,0,86,2,3,8,1,96,4,0,0,0,98,2
