,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,20,30,20,2,28,25,28,29,18,0,92,0,0,1,7,92,4,1,3,0,92,0,5,2,1,44,1,2,53,0,94,0,5,1,0,100,0,0,0,0,94,6,0,0,0,87,1,7,4,1,97,0,0,2,1,37,1,2,60,0,92,1,5,2,0,99,0,1,0,0,92,8
1,Chernihivs'ka oblast,UA-74,15,39,7,4,35,25,20,30,25,0,100,0,0,0,0,100,0,0,0,0,43,0,0,57,0,100,0,0,0,0,93,0,7,0,0,100,0,0,0,0,86,7,7,0,0,100,0,0,0,0,37,0,0,63,0,100,0,0,0,0,93,0,7,0,0,93,0,0,0,7,86,14
2,Chernivets'ka oblast,UA-77,19,33,17,3,28,33,26,26,15,0,100,0,0,0,0,100,0,0,0,0,90,3,3,0,4,43,0,3,0,54,85,0,6,3,6,94,6,0,0,0,94,3,3,0,0,94,0,0,0,6,90,0,3,3,4,36,0,2,0,62,80,0,6,8,6,94,6,0,0,0,97,3
3,Crimea,UA-43,18,32,20,2,28,31,39,30,0,0,100,0,0,0,0,40,0,0,60,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,99,1
4,Dnipropetrovsk Oblast,UA-12,22,32,16,3,27,32,30,31,7,0,85,0,12,0,3,93,2,1,4,0,98,0,1,0,1,96,1,0,3,0,98,0,1,1,0,95,1,2,0,2,80,3,3,0,14,89,3,4,3,1,95,1,0,0,4,93,4,0,3,0,94,1,2,1,2,93,2,2,0,3,95,5
5,Donetsk Oblast,UA-14,17,38,18,3,24,38,32,30,0,0,93,0,0,7,0,98,0,0,2,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,91,8,0,1,0,97,1,1,0,1,99,0,1,0,0,100,0,0,0,0,99,0,0,0,1,100,0
6,Ivano-Frankivs'ka oblast,UA-26,21,27,17,4,31,23,27,35,14,1,98,0,1,0,1,84,12,0,4,0,92,2,1,4,1,98,0,1,0,1,55,0,3,1,41,94,2,1,0,3,91,3,4,1,1,77,4,2,17,0,91,0,3,5,1,97,0,1,0,2,43,0,3,1,53,92,3,1,1,3,95,5
7,Kharkiv Oblast,UA-63,22,30,16,3,29,25,37,34,0,4,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,96,2,1,1,0,100,0,0,0,0,97,0,0,0,3,82,0,18,0,0,99,0,1,0,0,100,0,0,0,0,96,2,1,1,0,99,0,0,0,1,97,0,0,0,3,100,0
8,Khersons'ka oblast,UA-65,26,29,16,1,28,37,35,27,1,0,100,0,0,0,0,94,0,0,6,0,52,0,3,0,45,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,41,0,0,0,59,94,0,0,0,6,94,0,6,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,16,40,14,5,25,32,24,28,14,2,97,0,1,2,0,90,8,0,1,1,92,2,3,2,1,48,1,51,0,0,92,2,3,3,0,94,5,0,0,1,88,3,8,0,1,85,1,1,13,0,92,3,2,2,1,43,0,57,0,0,87,1,6,5,1,91,8,0,0,1,95,5
