,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,17,39,19,2,23,29,26,31,14,0,99,0,1,0,0,96,2,0,1,1,96,3,1,0,0,40,0,0,60,0,97,2,0,1,0,99,0,0,0,1,86,4,4,5,1,97,1,0,2,0,94,1,5,0,0,32,0,0,68,0,96,2,0,1,1,97,0,0,2,1,93,7
1,Chernihivs'ka oblast,UA-74,14,33,19,4,30,21,29,17,33,0,100,0,0,0,0,100,0,0,0,0,36,0,7,57,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,83,11,0,6,0,94,0,0,6,0,30,0,0,70,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,78,22
2,Chernivets'ka oblast,UA-77,16,34,15,5,30,34,30,20,14,2,95,0,0,5,0,92,3,5,0,0,95,3,2,0,0,54,0,0,0,46,98,0,2,0,0,95,5,0,0,0,90,2,8,0,0,85,5,0,5,5,95,0,3,2,0,49,0,0,0,51,92,0,2,3,3,95,5,0,0,0,98,2
3,Crimea,UA-43,19,34,18,3,26,37,33,30,0,0,100,0,0,0,0,37,0,0,63,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,18,40,15,2,25,37,30,31,2,0,82,0,14,2,2,98,0,0,2,0,94,0,1,2,3,98,1,0,0,1,99,1,0,0,0,99,1,0,0,0,82,0,1,0,17,93,4,3,0,0,94,0,0,3,3,96,2,0,1,1,99,1,0,0,0,99,1,0,0,0,99,1
5,Donetsk Oblast,UA-14,20,36,14,4,26,35,35,30,0,0,96,0,0,4,0,96,0,0,3,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,92,8,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,18,36,14,5,27,29,29,26,14,2,96,0,0,4,0,89,6,1,0,4,99,0,0,0,1,99,1,0,0,0,56,0,0,1,43,97,3,0,0,0,91,1,8,0,0,82,6,0,11,1,95,4,0,0,1,97,1,0,0,2,46,0,0,0,54,95,2,0,0,3,95,5
7,Kharkiv Oblast,UA-63,17,30,17,4,32,28,31,27,5,9,100,0,0,0,0,97,3,0,0,0,100,0,0,0,0,97,2,0,1,0,99,1,0,0,0,100,0,0,0,0,69,0,31,0,0,97,0,0,3,0,99,0,1,0,0,97,2,0,1,0,97,2,0,0,1,100,0,0,0,0,99,1
8,Khersons'ka oblast,UA-65,20,27,14,2,37,24,46,29,1,0,100,0,0,0,0,100,0,0,0,0,62,0,0,0,38,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,52,0,0,0,48,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,17,37,13,3,30,35,24,24,16,1,94,0,1,5,0,97,2,1,0,0,96,2,1,0,1,41,0,59,0,0,90,5,1,3,1,95,5,0,0,0,90,1,5,3,1,90,4,0,5,1,91,3,1,0,5,34,0,66,0,0,88,7,1,3,1,90,6,1,0,3,99,1
10,Kirovohrads'ka oblast,UA-35,23,28,20,3,26,29,30,28,13,0,100,0,0,0,0,85,0,3,12,0,97,0,0,0,3,100,0,0,0,0,100,0,0,0,0,50,0,0,50,0,94,0,3,3,0,94,0,0,0,6,91,0,0,3,6,97,0,0,3,0,94,0,3,3,0,41,0,0,59,0,100,0
11,Kyiv city,UA-30,18,35,16,3,28,17,18,18,47,0,99,0,0,1,0,96,2,2,0,0,97,2,1,0,0,97,0,1,2,0,95,2,1,2,0,98,1,0,1,0,92,6,2,0,0,93,1,1,3,2,96,0,2,2,0,95,1,2,2,0,92,4,1,2,1,95,1,1,0,3,92,8
12,Kyivs'ka oblast,UA-32,20,34,19,1,26,18,20,14,48,0,95,2,0,3,0,95,2,1,2,0,97,1,1,1,0,100,0,0,0,0,97,3,0,0,0,98,0,1,1,0,53,46,0,1,0,92,3,0,4,1,97,0,2,1,0,100,0,0,0,0,89,5,4,0,2,98,0,1,1,0,44,56
13,Luhans'ka oblast,UA-09,22,31,15,3,29,35,38,27,0,0,100,0,0,0,0,89,0,0,11,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,94,6,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,23,31,18,4,24,24,29,31,16,0,96,2,1,1,0,44,55,0,1,0,92,1,2,4,1,96,0,1,2,1,93,0,0,5,2,92,1,4,2,1,91,3,4,2,0,38,2,0,60,0,91,2,2,4,1,91,0,2,4,3,87,3,1,5,4,87,3,4,1,5,94,6
15,Mykolaivs'ka oblast,UA-48,24,35,14,2,25,39,22,32,7,0,100,0,0,0,0,65,0,35,0,0,94,3,0,0,3,100,0,0,0,0,100,0,0,0,0,94,0,0,6,0,94,0,0,3,3,62,0,0,0,38,91,3,3,0,3,94,3,3,0,0,100,0,0,0,0,85,0,0,12,3,100,0
16,Odessa Oblast,UA-51,19,41,12,4,24,40,34,25,1,0,87,13,0,0,0,97,0,2,1,0,99,0,0,0,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,82,0,0,18,0,97,0,0,0,3,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1
17,Poltavs'ka oblast,UA-53,26,36,14,3,21,30,30,27,12,1,96,1,1,2,0,98,1,0,1,0,93,4,0,2,1,58,42,0,0,0,97,0,3,0,0,99,1,0,0,0,91,0,6,2,1,97,2,0,1,0,91,0,3,5,1,48,52,0,0,0,93,0,6,0,1,98,1,1,0,0,98,2
18,Rivnens'ka oblast,UA-56,15,33,17,4,31,31,26,29,14,0,99,0,1,0,0,97,0,0,3,0,99,0,1,0,0,97,0,2,1,0,40,0,0,60,0,93,1,0,0,6,93,2,1,2,2,100,0,0,0,0,100,0,0,0,0,93,0,3,4,0,35,1,0,64,0,93,1,0,0,6,93,7
19,Sevastopol' city,UA-40,22,34,18,2,24,28,44,28,0,0,100,0,0,0,0,3,0,0,97,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,24,25,22,2,27,23,31,30,16,0,100,0,0,0,0,95,0,0,0,5,82,0,14,4,0,95,5,0,0,0,35,0,65,0,0,100,0,0,0,0,95,0,5,0,0,100,0,0,0,0,86,4,5,5,0,86,5,4,5,0,31,0,69,0,0,100,0,0,0,0,100,0
21,Ternopil's'ka oblast,UA-61,23,35,15,2,25,26,30,33,10,1,94,2,2,0,2,96,2,0,2,0,98,0,0,0,2,92,0,4,0,4,92,0,2,6,0,32,68,0,0,0,90,2,4,2,2,88,2,2,8,0,98,0,0,0,2,90,0,6,0,4,88,2,2,6,2,29,69,0,0,2,92,8
22,Vinnyts'ka oblast,UA-05,21,36,15,7,21,27,32,27,14,0,93,6,0,1,0,100,0,0,0,0,38,59,2,0,1,94,1,5,0,0,93,3,1,3,0,95,0,1,4,0,92,0,2,6,0,97,2,0,0,1,31,0,68,0,1,93,1,5,1,0,89,4,4,3,0,93,0,1,5,1,96,4
23,Volyns'ka oblast,UA-07,23,38,11,0,28,34,29,22,15,0,98,2,0,0,0,89,9,0,0,2,100,0,0,0,0,98,0,0,2,0,91,0,0,9,0,35,0,0,0,65,85,4,2,7,2,80,6,0,14,0,93,5,2,0,0,98,0,0,2,0,85,0,0,15,0,29,0,1,0,70,96,4
24,Zakarpats'ka oblast,UA-21,36,30,8,2,24,32,28,23,17,0,97,0,0,3,0,92,4,1,0,3,97,2,1,0,0,100,0,0,0,0,100,0,0,0,0,65,1,34,0,0,92,7,1,0,0,87,3,0,9,1,93,3,4,0,0,100,0,0,0,0,99,0,0,0,1,57,1,41,0,1,93,7
25,Zaporiz'ka oblast,UA-23,18,40,17,1,24,40,33,27,0,0,93,0,0,1,6,96,2,0,1,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,84,1,13,2,0,97,3,0,0,0,100,0,0,0,0,96,0,3,0,1,100,0,0,0,0,99,1
26,Zhytomyrs'ka oblast,UA-18,24,32,19,3,22,29,22,23,26,0,95,0,3,2,0,98,0,0,0,2,100,0,0,0,0,92,2,3,3,0,42,57,0,1,0,100,0,0,0,0,92,0,0,6,2,88,10,0,2,0,98,2,0,0,0,92,2,3,3,0,32,67,0,1,0,100,0,0,0,0,90,10
