,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
0,Cherkas'ka oblast,UA-71,17,28,21,3,31,25,34,24,17,0,98,2,0,0,0,97,2,0,1,0,97,2,1,0,0,52,0,0,48,0,100,0,0,0,0,98,0,0,2,0,97,2,0,1,0,98,0,0,2,0,97,0,2,1,0,41,0,0,59,0,98,0,2,0,0,98,0,0,2,0,95,5
1,Chernihivs'ka oblast,UA-74,19,28,20,6,27,34,30,24,12,0,100,0,0,0,0,100,0,0,0,0,55,0,0,45,0,100,0,0,0,0,96,0,4,0,0,100,0,0,0,0,96,4,0,0,0,92,4,0,0,4,46,0,0,54,0,96,4,0,0,0,92,0,4,0,4,96,0,0,0,4,92,8
2,Chernivets'ka oblast,UA-77,21,31,19,2,27,32,39,25,4,0,100,0,0,0,0,98,2,0,0,0,100,0,0,0,0,64,0,3,0,33,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,0,2,0,100,0,0,0,0,60,0,4,0,36,100,0,0,0,0,100,0,0,0,0,100,0
3,Crimea,UA-43,17,31,20,2,30,35,36,29,0,0,100,0,0,0,0,60,0,0,40,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,33,15,2,30,34,32,33,1,0,93,0,6,1,0,99,1,0,0,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,92,0,0,0,8,97,2,0,1,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
5,Donetsk Oblast,UA-14,20,32,19,3,26,31,38,30,1,0,97,0,0,3,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,3,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,99,1
6,Ivano-Frankivs'ka oblast,UA-26,13,32,26,3,26,27,29,36,8,0,98,0,2,0,0,96,2,0,2,0,98,0,0,0,2,100,0,0,0,0,58,0,0,1,41,98,2,0,0,0,98,0,0,0,2,88,0,0,12,0,96,2,0,0,2,100,0,0,0,0,46,0,0,1,53,96,2,2,0,0,96,4
7,Kharkiv Oblast,UA-63,19,28,21,4,28,28,36,34,1,1,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,93,0,7,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,99,0,1,0,0,100,0
8,Khersons'ka oblast,UA-65,24,31,17,6,22,35,34,27,4,0,100,0,0,0,0,95,0,0,5,0,72,0,0,0,28,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,64,0,0,0,36,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,24,38,17,1,20,29,30,29,12,0,96,2,0,2,0,98,2,0,0,0,94,4,2,0,0,58,0,41,0,1,92,4,0,4,0,94,4,0,0,2,92,0,2,4,2,94,2,2,2,0,94,0,6,0,0,51,0,48,0,1,92,4,0,4,0,94,4,0,0,2,98,2
10,Kirovohrads'ka oblast,UA-35,18,23,20,5,34,30,27,32,11,0,100,0,0,0,0,95,0,5,0,0,95,5,0,0,0,85,5,0,10,0,100,0,0,0,0,48,0,0,52,0,95,0,0,5,0,89,0,0,0,11,89,0,5,6,0,80,5,0,10,5,100,0,0,0,0,41,0,0,59,0,100,0
11,Kyiv city,UA-30,17,35,17,3,28,23,21,24,32,0,99,0,1,0,0,97,2,0,1,0,98,2,0,0,0,98,0,1,1,0,96,3,0,1,0,98,0,0,1,1,93,4,1,1,1,93,0,1,6,0,97,0,2,1,0,95,1,1,2,1,93,3,2,2,0,97,0,1,0,2,91,9
12,Kyivs'ka oblast,UA-32,20,30,19,3,28,18,26,22,34,0,100,0,0,0,0,99,0,0,1,0,97,1,0,2,0,95,1,1,3,0,96,1,0,2,1,98,0,1,0,1,73,26,1,0,0,99,0,0,1,0,96,0,1,1,2,94,1,0,5,0,95,3,0,1,1,97,0,1,0,2,63,37
13,Luhans'ka oblast,UA-09,23,30,19,5,23,32,34,33,1,0,100,0,0,0,0,97,0,0,3,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,3,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,18,31,19,5,27,28,31,33,8,0,100,0,0,0,0,48,52,0,0,0,98,0,2,0,0,100,0,0,0,0,97,0,0,1,2,99,0,0,1,0,96,0,3,1,0,40,0,0,60,0,99,0,1,0,0,100,0,0,0,0,96,0,0,2,2,92,4,0,1,3,98,2
15,Mykolaivs'ka oblast,UA-48,21,30,12,1,36,32,40,25,3,0,100,0,0,0,0,91,0,9,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,85,0,0,0,15,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,97,0,2,1,0,100,0
16,Odessa Oblast,UA-51,17,36,18,3,26,34,30,36,0,0,89,11,0,0,0,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,79,0,0,21,0,100,0,0,0,0,100,0,0,0,0,99,0,0,0,1,100,0,0,0,0,100,0,0,0,0,100,0
17,Poltavs'ka oblast,UA-53,22,34,18,1,25,31,38,25,6,0,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,71,29,0,0,0,100,0,0,0,0,99,0,0,1,0,99,0,0,1,0,100,0,0,0,0,98,1,1,0,0,58,42,0,0,0,99,0,1,0,0,99,0,0,1,0,99,1
18,Rivnens'ka oblast,UA-56,23,29,17,2,29,27,19,35,19,0,100,0,0,0,0,88,12,0,0,0,100,0,0,0,0,92,4,0,0,4,33,0,0,67,0,88,0,4,0,8,100,0,0,0,0,82,0,0,18,0,100,0,0,0,0,92,4,0,0,4,25,0,0,75,0,79,3,3,0,15,92,8
19,Sevastopol' city,UA-40,27,25,23,0,25,29,39,32,0,0,100,0,0,0,0,4,0,0,96,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,19,33,19,2,27,35,34,29,2,0,100,0,0,0,0,100,0,0,0,0,98,0,0,2,0,100,0,0,0,0,80,0,20,0,0,100,0,0,0,0,96,0,4,0,0,100,0,0,0,0,96,2,0,2,0,100,0,0,0,0,64,0,36,0,0,98,0,0,2,0,100,0
