,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,21,29,21,3,26,21,21,34,24,0,96,2,0,2,0,98,0,2,0,0,96,2,0,0,2,55,0,0,45,0,100,0,0,0,0,98,0,0,2,0,85,12,1,2,0,90,6,2,0,2,96,0,2,0,2,45,1,0,54,0,98,0,0,0,2,96,0,0,2,2,87,13
1,Chernihivs'ka oblast,UA-74,16,35,16,0,33,30,7,14,49,0,100,0,0,0,0,100,0,0,0,0,34,0,16,50,0,100,0,0,0,0,67,0,33,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,29,0,0,71,0,67,0,33,0,0,67,0,33,0,0,100,0,0,0,0,67,33
2,Chernivets'ka oblast,UA-77,20,35,16,3,26,33,21,29,17,0,100,0,0,0,0,94,0,0,6,0,100,0,0,0,0,53,0,0,0,47,97,0,0,0,3,97,3,0,0,0,97,3,0,0,0,100,0,0,0,0,100,0,0,0,0,45,0,0,0,55,91,0,0,3,6,91,3,0,3,3,97,3
3,Crimea,UA-43,21,32,17,3,27,28,36,36,0,0,100,0,0,0,0,49,0,0,51,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,17,33,20,2,28,30,26,34,9,1,90,0,8,1,1,90,3,0,7,0,96,2,0,0,2,97,0,0,2,1,96,0,1,3,0,97,2,0,0,1,82,2,4,1,11,93,1,1,5,0,92,2,3,0,3,94,1,0,4,1,95,0,2,3,0,92,3,0,2,3,98,2
5,Donetsk Oblast,UA-14,23,31,16,3,27,32,37,31,0,0,94,0,0,6,0,92,0,0,8,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,92,8,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,24,36,8,0,32,31,24,31,14,0,100,0,0,0,0,95,4,1,0,0,89,3,5,0,3,99,0,1,0,0,62,0,1,0,37,97,0,1,0,2,92,6,1,1,0,86,0,0,13,1,93,0,4,0,3,99,0,1,0,0,45,0,0,1,54,97,0,1,0,2,92,8
7,Kharkiv Oblast,UA-63,19,28,15,2,36,28,32,32,0,8,98,0,0,2,0,98,0,0,2,0,98,0,2,0,0,98,2,0,0,0,100,0,0,0,0,100,0,0,0,0,73,0,27,0,0,98,2,0,0,0,100,0,0,0,0,95,5,0,0,0,100,0,0,0,0,100,0,0,0,0,98,2
8,Khersons'ka oblast,UA-65,25,22,14,0,39,22,39,39,0,0,92,8,0,0,0,92,0,0,8,0,74,0,0,0,26,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,92,0,0,8,0,100,0,0,0,0,69,0,0,0,31,92,0,0,0,8,100,0,0,0,0,92,0,0,0,8,92,8
9,Khmel'nyts'ka oblast,UA-68,14,30,22,0,34,28,29,28,15,0,90,0,5,2,3,90,2,3,5,0,95,3,2,0,0,52,0,44,3,1,97,0,0,3,0,90,2,0,3,5,81,7,5,2,5,85,2,5,5,3,95,0,2,3,0,39,0,58,2,1,95,0,0,5,0,85,5,0,2,8,92,8
