,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,20,29,16,2,33,25,26,29,20,0,95,0,0,3,2,83,2,0,0,15,95,2,0,3,0,40,1,0,58,1,100,0,0,0,0,97,0,0,3,0,87,6,2,2,3,83,8,2,2,5,80,16,2,2,0,33,1,0,65,1,97,3,0,0,0,92,0,3,5,0,87,13
1,Chernihivs'ka oblast,UA-74,20,29,19,2,30,30,25,20,25,0,93,0,0,7,0,93,0,0,0,7,41,0,0,59,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,93,7,0,0,0,86,14,0,0,0,36,3,0,61,0,100,0,0,0,0,100,0,0,0,0,93,0,7,0,0,86,14
2,Chernivets'ka oblast,UA-77,21,34,12,6,27,26,32,33,9,0,97,0,0,3,0,89,2,3,6,0,97,3,0,0,0,58,1,4,0,37,100,0,0,0,0,97,3,0,0,0,94,3,0,0,3,89,6,0,2,3,97,0,3,0,0,54,3,3,0,40,91,3,3,0,3,89,3,5,0,3,91,9
3,Crimea,UA-43,24,33,18,2,23,27,39,34,0,0,100,0,0,0,0,39,0,0,61,0,98,0,2,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,22,37,14,2,25,35,32,28,5,0,83,0,15,2,0,91,0,0,3,6,96,0,2,0,2,98,1,0,1,0,99,1,0,0,0,97,0,1,2,0,80,0,1,0,19,90,4,3,2,1,91,7,0,0,2,98,1,0,1,0,99,1,0,0,0,97,0,1,2,0,97,3
5,Donetsk Oblast,UA-14,22,33,15,2,28,33,37,30,0,0,98,0,0,2,0,93,0,0,7,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,0,2,0,91,7,0,0,2,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,16,36,17,1,30,28,26,37,8,1,97,0,0,2,1,88,3,1,2,6,98,0,2,0,0,98,0,0,0,2,59,1,0,0,40,93,4,1,2,0,93,1,4,0,2,88,2,3,3,4,95,5,0,0,0,98,0,0,0,2,49,0,0,0,51,91,6,1,2,0,98,2
7,Kharkiv Oblast,UA-63,25,35,11,3,26,28,30,34,1,7,100,0,0,0,0,98,0,0,2,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,2,0,0,76,0,22,2,0,98,0,2,0,0,95,3,2,0,0,98,2,0,0,0,98,0,2,0,0,98,0,2,0,0,95,5
8,Khersons'ka oblast,UA-65,10,32,16,0,42,33,34,33,0,0,100,0,0,0,0,80,6,0,14,0,60,0,0,0,40,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,93,0,0,7,0,50,0,4,0,46,100,0,0,0,0,100,0,0,0,0,86,0,7,0,7,93,7
9,Khmel'nyts'ka oblast,UA-68,20,35,16,1,28,30,30,29,11,0,93,2,0,5,0,93,1,0,0,6,93,4,0,2,1,49,0,49,1,1,96,2,0,2,0,94,0,0,0,6,94,4,0,2,0,89,6,2,3,0,86,8,4,1,1,41,0,58,1,0,94,2,2,2,0,84,8,1,0,7,96,4
