,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,16,25,17,3,39,14,29,28,29,0,98,2,0,0,0,100,0,0,0,0,93,2,3,2,0,45,0,1,54,0,93,5,0,2,0,96,0,0,2,2,89,5,2,4,0,98,0,0,0,2,93,0,5,2,0,36,0,0,64,0,93,5,0,2,0,96,0,0,2,2,91,9
1,Chernihivs'ka oblast,UA-74,27,30,13,3,27,23,31,21,23,2,100,0,0,0,0,100,0,0,0,0,26,0,0,74,0,90,0,0,10,0,81,0,19,0,0,100,0,0,0,0,90,0,10,0,0,100,0,0,0,0,22,0,0,78,0,90,0,0,10,0,79,0,21,0,0,100,0,0,0,0,90,10
2,Chernivets'ka oblast,UA-77,21,34,15,1,29,19,31,39,11,0,98,0,0,0,2,95,0,0,5,0,100,0,0,0,0,76,0,3,0,21,100,0,0,0,0,97,0,2,0,1,97,2,0,1,0,97,0,3,0,0,100,0,0,0,0,63,0,3,0,34,95,0,2,0,3,97,0,2,0,1,95,5
3,Crimea,UA-43,22,33,15,3,27,30,37,33,0,0,100,0,0,0,0,55,0,0,45,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,21,33,16,3,27,29,33,36,2,0,94,0,5,0,1,99,0,0,1,0,98,0,0,0,2,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,91,0,1,0,8,97,0,3,0,0,97,0,0,0,3,100,0,0,0,0,98,0,2,0,0,100,0,0,0,0,100,0
5,Donetsk Oblast,UA-14,22,31,15,4,28,29,37,33,1,0,93,0,2,5,0,91,0,0,9,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,0,0,3,91,9,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1
6,Ivano-Frankivs'ka oblast,UA-26,20,32,11,1,36,19,16,34,31,0,100,0,0,0,0,94,5,0,1,0,98,0,1,0,1,94,0,1,3,2,73,2,0,1,24,95,1,1,2,1,92,6,1,1,0,89,4,0,7,0,99,0,0,0,1,94,0,1,3,2,43,2,2,0,53,91,2,3,1,3,91,9
7,Kharkiv Oblast,UA-63,21,33,14,2,30,31,33,34,1,1,99,1,0,0,0,96,0,0,4,0,100,0,0,0,0,99,1,0,0,0,99,0,1,0,0,99,0,0,0,1,89,0,9,2,0,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,97,0,2,1,0,99,0,0,0,1,100,0
8,Khersons'ka oblast,UA-65,22,38,10,5,25,29,33,33,5,0,100,0,0,0,0,90,3,0,7,0,78,0,0,0,22,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,3,0,0,90,3,0,3,4,43,0,0,0,57,100,0,0,0,0,100,0,0,0,0,97,3,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,24,36,15,4,21,22,22,23,33,0,98,0,0,0,2,95,2,0,3,0,98,2,0,0,0,45,0,54,1,0,98,0,2,0,0,98,0,0,0,2,93,2,5,0,0,93,0,2,5,0,98,0,2,0,0,30,0,67,2,1,91,2,0,5,2,91,2,0,0,7,91,9
10,Kirovohrads'ka oblast,UA-35,19,32,10,1,38,26,34,26,13,1,100,0,0,0,0,92,0,4,0,4,96,0,4,0,0,92,4,0,4,0,88,0,12,0,0,53,0,0,47,0,92,4,4,0,0,82,0,3,4,11,85,4,4,3,4,88,4,0,8,0,88,0,8,4,0,40,0,0,60,0,96,4
11,Kyiv city,UA-30,20,34,17,2,27,14,17,23,46,0,99,0,0,0,1,96,3,1,0,0,95,2,0,2,1,94,1,2,3,0,93,2,2,2,1,96,1,0,2,1,88,7,3,2,0,91,0,1,6,2,92,0,4,3,1,90,2,4,4,0,87,4,3,2,4,93,2,0,2,3,85,15
12,Kyivs'ka oblast,UA-32,17,37,17,1,28,16,19,25,40,0,100,0,0,0,0,99,0,0,1,0,95,1,1,2,1,98,1,1,0,0,95,5,0,0,0,99,1,0,0,0,76,24,0,0,0,99,0,1,0,0,93,1,1,5,0,96,1,2,1,0,93,4,3,0,0,99,1,0,0,0,63,37
13,Luhans'ka oblast,UA-09,25,27,20,4,24,31,33,36,0,0,100,0,0,0,0,89,0,0,0,11,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,100,0,0,0,0,82,18,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,18,33,17,3,29,19,25,37,19,0,98,1,0,0,1,63,36,0,1,0,98,0,2,0,0,98,0,1,1,0,97,0,2,1,0,98,0,0,1,1,94,2,2,2,0,52,0,0,48,0,98,2,0,0,0,96,0,1,1,2,94,1,4,1,0,97,1,0,1,1,94,6
15,Mykolaivs'ka oblast,UA-48,18,34,20,5,23,30,35,31,4,0,100,0,0,0,0,69,0,27,4,0,100,0,0,0,0,97,0,0,3,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,54,0,0,0,46,100,0,0,0,0,97,0,0,3,0,100,0,0,0,0,100,0,0,0,0,100,0
16,Odessa Oblast,UA-51,18,30,17,3,32,27,37,36,0,0,90,10,0,0,0,94,0,0,6,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,81,1,0,18,0,99,0,0,1,0,98,0,0,0,2,100,0,0,0,0,100,0,0,0,0,99,0,0,1,0,98,2
