,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
0,Cherkas'ka oblast,UA-71,16,40,11,3,30,31,32,24,13,0,99,0,0,1,0,99,1,0,0,0,94,3,0,0,3,48,2,0,50,0,100,0,0,0,0,99,0,0,1,0,94,1,2,3,0,92,3,1,4,0,90,0,3,0,7,40,2,0,58,0,100,0,0,0,0,97,0,0,3,0,99,1
1,Chernihivs'ka oblast,UA-74,21,34,11,0,34,24,35,20,21,0,100,0,0,0,0,97,0,0,3,0,53,2,0,45,0,100,0,0,0,0,97,0,3,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,48,0,1,51,0,100,0,0,0,0,93,0,7,0,0,100,0,0,0,0,97,3
2,Chernivets'ka oblast,UA-77,29,31,10,7,23,25,37,28,10,0,98,0,2,0,0,97,3,0,0,0,98,2,0,0,0,63,0,1,0,36,98,0,0,0,2,100,0,0,0,0,93,1,4,0,2,95,0,0,4,1,97,0,3,0,0,59,0,2,0,39,98,0,0,0,2,97,1,0,2,0,93,7
3,Crimea,UA-43,21,32,20,0,27,30,37,33,0,0,100,0,0,0,0,48,0,0,52,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,18,32,17,4,29,34,33,32,1,0,87,0,11,1,1,94,1,0,3,2,94,1,0,0,5,97,0,3,0,0,100,0,0,0,0,98,0,2,0,0,87,0,1,0,12,92,1,6,1,0,92,3,0,0,5,97,0,3,0,0,98,0,2,0,0,97,0,2,1,0,100,0
5,Donetsk Oblast,UA-14,19,34,16,3,28,33,35,32,0,0,98,0,0,2,0,95,0,0,4,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,3,0,0,0,99,1,0,0,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,16,36,15,2,31,27,32,29,11,1,98,0,1,1,0,91,8,0,1,0,95,0,1,1,3,98,1,0,0,1,53,0,0,0,47,89,6,5,0,0,93,0,6,0,1,83,3,1,13,0,96,0,0,1,3,98,1,0,0,1,45,0,0,0,55,87,6,7,0,0,98,2
7,Kharkiv Oblast,UA-63,18,36,15,0,31,29,32,34,2,3,100,0,0,0,0,98,2,0,0,0,98,2,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,0,0,2,88,0,12,0,0,95,0,3,2,0,98,0,2,0,0,98,2,0,0,0,100,0,0,0,0,98,0,0,0,2,100,0
8,Khersons'ka oblast,UA-65,23,30,17,3,27,40,31,28,1,0,100,0,0,0,0,86,5,4,5,0,62,0,0,0,38,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,90,0,0,0,10,90,0,0,5,5,43,0,4,0,53,95,0,5,0,0,90,0,5,5,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,17,41,18,3,21,31,25,27,17,0,98,0,0,2,0,98,2,0,0,0,92,0,4,4,0,35,1,63,0,1,94,0,0,6,0,88,6,2,2,2,88,6,2,2,2,90,6,2,2,0,94,0,2,4,0,31,0,68,1,0,90,0,2,8,0,85,10,1,2,2,88,12
