,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,17,35,16,5,27,26,21,33,19,1,97,0,2,0,1,95,0,1,4,0,92,0,3,5,0,44,0,0,56,0,99,0,1,0,0,94,0,0,6,0,91,1,5,1,2,95,1,2,0,2,95,0,0,5,0,34,0,0,66,0,95,0,1,2,2,92,0,0,8,0,99,1
1,Chernihivs'ka oblast,UA-74,23,29,23,2,23,21,23,25,27,4,91,0,0,9,0,91,9,0,0,0,36,0,0,64,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,77,7,16,0,0,84,8,0,8,0,27,0,0,73,0,91,0,9,0,0,91,0,0,0,9,100,0,0,0,0,84,16
2,Chernivets'ka oblast,UA-77,21,38,17,3,21,24,27,33,15,1,93,0,5,2,0,86,2,2,10,0,100,0,0,0,0,47,0,2,0,51,95,0,0,0,5,93,7,0,0,0,88,2,5,0,5,86,7,0,5,2,98,0,0,0,2,39,1,2,0,58,88,2,2,0,8,90,8,2,0,0,98,2
3,Crimea,UA-43,18,32,18,4,28,32,38,30,0,0,100,0,0,0,0,38,0,0,62,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,17,37,14,4,28,33,29,34,4,0,86,0,13,1,0,93,0,0,7,0,95,1,0,0,4,97,0,0,3,0,100,0,0,0,0,96,0,0,1,3,83,0,1,0,16,95,2,0,2,1,93,0,1,2,4,96,1,0,3,0,98,0,2,0,0,94,0,1,1,4,99,1
5,Donetsk Oblast,UA-14,19,36,14,4,27,35,39,26,0,0,96,0,0,4,0,93,0,0,6,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,92,7,0,1,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,0,1,100,0
6,Ivano-Frankivs'ka oblast,UA-26,20,32,21,3,24,26,27,31,16,0,96,0,3,1,0,89,7,1,3,0,93,0,4,0,3,99,1,0,0,0,47,0,0,0,53,96,3,0,0,1,90,3,1,3,3,83,4,0,12,1,97,0,0,0,3,96,3,0,1,0,38,1,0,0,61,93,5,1,0,1,97,3
7,Kharkiv Oblast,UA-63,14,31,20,0,35,31,27,34,1,7,100,0,0,0,0,98,2,0,0,0,100,0,0,0,0,96,0,0,4,0,98,0,2,0,0,100,0,0,0,0,77,0,22,1,0,98,0,0,2,0,100,0,0,0,0,96,0,0,4,0,98,0,2,0,0,100,0,0,0,0,100,0
8,Khersons'ka oblast,UA-65,18,37,13,2,30,49,21,29,1,0,100,0,0,0,0,97,0,3,0,0,84,0,3,0,13,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,0,0,4,74,0,0,0,26,100,0,0,0,0,97,3,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,17,39,14,5,25,30,28,23,18,1,92,0,0,7,1,92,1,1,4,2,86,5,3,1,5,41,0,59,0,0,93,2,3,2,0,95,3,0,2,0,93,1,6,0,0,86,7,1,3,3,86,1,7,1,5,36,0,63,1,0,92,3,3,2,0,92,5,2,1,0,95,5
10,Kirovohrads'ka oblast,UA-35,19,34,17,1,29,28,34,27,10,1,100,0,0,0,0,90,7,0,3,0,93,0,0,0,7,90,3,0,7,0,100,0,0,0,0,42,0,0,58,0,93,4,3,0,0,93,0,0,7,0,93,0,0,0,7,84,7,0,6,3,100,0,0,0,0,34,1,0,65,0,97,3
11,Kyiv city,UA-30,19,35,16,2,28,16,15,18,51,0,99,0,0,0,1,96,0,0,4,0,94,2,0,1,3,95,0,0,4,1,99,0,1,0,0,99,0,1,0,0,88,9,2,1,0,96,1,2,1,0,92,0,3,2,3,94,1,0,4,1,95,2,1,2,0,99,0,1,0,0,84,16
12,Kyivs'ka oblast,UA-32,19,35,20,2,24,16,18,15,51,0,95,0,1,3,1,97,0,0,2,1,97,1,2,0,0,95,0,0,5,0,94,3,2,1,0,99,0,0,1,0,47,52,1,0,0,94,2,3,1,0,88,2,4,6,0,94,1,0,5,0,94,3,2,1,0,98,0,0,1,1,40,60
