,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,28,30,12,3,27,25,27,30,18,0,93,5,0,2,0,95,5,0,0,0,87,7,0,6,0,49,0,1,48,2,100,0,0,0,0,98,0,0,0,2,83,11,2,4,0,89,5,2,4,0,87,0,7,6,0,38,0,2,58,2,98,0,0,0,2,98,0,0,0,2,87,13
1,Chernihivs'ka oblast,UA-74,31,27,19,2,21,21,22,25,32,0,100,0,0,0,0,100,0,0,0,0,54,0,3,43,0,95,0,0,5,0,95,5,0,0,0,100,0,0,0,0,100,0,0,0,0,89,11,0,0,0,40,0,0,60,0,89,5,0,6,0,89,5,6,0,0,95,0,0,0,5,100,0
2,Chernivets'ka oblast,UA-77,20,41,14,3,22,40,29,23,8,0,91,5,4,0,0,96,0,0,0,4,100,0,0,0,0,51,0,0,0,49,100,0,0,0,0,100,0,0,0,0,91,0,0,5,4,96,0,0,4,0,96,4,0,0,0,44,0,0,0,56,100,0,0,0,0,100,0,0,0,0,100,0
3,Crimea,UA-43,26,28,17,2,27,24,41,35,0,0,100,0,0,0,0,45,0,0,55,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,18,35,15,2,30,35,32,31,2,0,92,0,8,0,0,99,0,0,1,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,99,1,0,0,0,90,0,1,0,9,100,0,0,0,0,96,2,2,0,0,100,0,0,0,0,100,0,0,0,0,98,1,1,0,0,100,0
5,Donetsk Oblast,UA-14,23,33,16,2,26,32,36,30,2,0,93,0,0,7,0,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,1,0,86,12,1,1,0,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,99,0,0,1,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,21,38,19,2,20,33,27,33,7,0,100,0,0,0,0,92,3,0,0,5,100,0,0,0,0,97,0,0,0,3,56,0,0,1,43,95,3,0,2,0,97,1,2,0,0,89,3,0,8,0,90,10,0,0,0,97,0,0,0,3,45,0,0,0,55,92,3,1,2,2,97,3
7,Kharkiv Oblast,UA-63,19,30,16,4,31,31,35,33,0,1,100,0,0,0,0,99,0,0,1,0,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,89,0,10,0,1,99,0,0,1,0,100,0,0,0,0,98,2,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1
8,Khersons'ka oblast,UA-65,19,38,11,3,29,41,35,23,1,0,100,0,0,0,0,100,0,0,0,0,84,0,0,0,16,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,0,0,4,92,0,0,4,4,55,0,0,0,45,100,0,0,0,0,100,0,0,0,0,96,0,0,0,4,100,0
9,Khmel'nyts'ka oblast,UA-68,21,33,18,9,19,27,27,33,13,0,98,0,0,2,0,90,0,2,0,8,98,2,0,0,0,37,1,59,1,2,95,5,0,0,0,98,2,0,0,0,98,2,0,0,0,80,11,0,7,2,90,8,2,0,0,33,0,65,1,1,86,12,0,0,2,95,5,0,0,0,98,2
10,Kirovohrads'ka oblast,UA-35,21,27,16,3,33,26,31,33,10,0,100,0,0,0,0,92,0,4,0,4,100,0,0,0,0,100,0,0,0,0,96,0,4,0,0,53,0,0,47,0,96,0,4,0,0,92,4,0,0,4,96,4,0,0,0,100,0,0,0,0,92,0,4,0,4,45,0,0,55,0,96,4
11,Kyiv city,UA-30,20,31,17,3,29,20,21,25,34,0,99,1,0,0,0,97,2,0,1,0,97,2,1,0,0,99,0,1,0,0,97,1,0,1,1,99,0,0,1,0,94,4,0,2,0,94,2,0,4,0,95,1,4,0,0,96,1,2,1,0,93,3,0,2,2,98,0,0,0,2,91,9
12,Kyivs'ka oblast,UA-32,22,33,16,1,28,21,19,23,37,0,98,1,0,1,0,99,1,0,0,0,97,1,2,0,0,92,0,2,6,0,96,4,0,0,0,97,1,1,0,1,66,32,2,0,0,94,2,0,3,1,95,2,3,0,0,91,1,1,7,0,96,4,0,0,0,97,1,1,0,1,62,38
