,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,16,28,21,3,32,23,25,31,21,0,96,2,0,0,2,91,7,0,2,0,98,0,2,0,0,56,0,0,44,0,98,0,2,0,0,94,0,0,6,0,94,4,0,2,0,86,3,2,8,1,100,0,0,0,0,46,0,0,54,0,96,0,2,0,2,89,0,4,6,1,89,11
1,Chernihivs'ka oblast,UA-74,33,27,20,0,20,16,28,48,8,0,100,0,0,0,0,86,7,0,7,0,60,0,0,40,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,86,14,0,0,0,93,0,0,7,0,55,0,0,45,0,100,0,0,0,0,100,0,0,0,0,86,0,7,0,7,81,19
2,Chernivets'ka oblast,UA-77,20,32,13,4,31,28,32,29,11,0,97,0,3,0,0,85,13,2,0,0,97,3,0,0,0,50,0,3,0,47,97,0,0,3,0,92,3,2,0,3,94,3,0,0,3,80,0,0,18,2,87,0,2,2,9,42,0,4,4,50,87,0,0,8,5,87,8,3,0,2,94,6
3,Crimea,UA-43,19,42,13,3,23,34,38,28,0,0,100,0,0,0,0,38,0,0,62,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,16,36,12,1,35,37,27,34,2,0,85,0,14,0,1,96,1,0,2,1,95,0,2,1,2,99,0,0,0,1,99,0,0,1,0,96,0,1,1,2,82,0,0,0,18,98,0,1,1,0,95,1,1,0,3,99,0,0,0,1,98,0,0,1,1,94,0,1,1,4,99,1
5,Donetsk Oblast,UA-14,18,32,20,3,27,35,34,31,0,0,90,0,1,9,0,98,1,0,0,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,0,0,1,87,12,0,1,0,98,1,0,0,1,96,1,2,0,1,100,0,0,0,0,99,0,1,0,0,99,1
6,Ivano-Frankivs'ka oblast,UA-26,24,29,15,0,32,18,30,34,17,1,98,1,0,0,1,84,13,1,1,1,95,1,0,0,4,99,0,0,0,1,55,1,0,0,44,92,3,3,1,1,86,9,3,1,1,80,1,3,14,2,90,1,1,1,7,96,0,0,0,4,35,0,0,0,65,88,4,5,1,2,87,13
7,Kharkiv Oblast,UA-63,18,35,11,3,33,29,30,33,2,6,100,0,0,0,0,95,3,0,2,0,100,0,0,0,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,81,0,19,0,0,97,0,0,2,1,99,0,0,0,1,97,0,2,1,0,99,0,0,0,1,100,0,0,0,0,100,0
8,Khersons'ka oblast,UA-65,14,36,17,2,31,40,32,26,2,0,100,0,0,0,0,75,0,11,14,0,75,0,0,0,25,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,0,0,4,84,0,0,0,16,55,0,0,0,45,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,21,32,19,4,24,31,26,27,16,0,92,3,2,3,0,88,5,5,0,2,92,0,2,3,3,36,0,62,0,2,88,2,0,8,2,88,5,0,5,2,81,13,2,2,2,90,2,3,0,5,85,2,3,2,8,29,0,69,0,2,83,2,0,7,8,79,14,0,5,2,85,15
