,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,in2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,in3,Львівська область,Миколаївська область,Севастополь,Луганська область,in4,Вінницька область,Криму,Чернігівська область,Херсонська область,in5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,in6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,in7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,in8,Київська область,Харківська,Одеська,Дніпропетровська,in9,Донецька,Запорізька,Львівська,Миколаївська,in10,Луганська,Вінницька,Чернігівська,Херсонська,in11,Полтавська,Хмельницька,Черкаська,Чернівецька,in12,Житомирська,Сумська,Рівненська,Івано-Франківська,in13,Тернопільська,Закарпатська,Кіровоградська,Волинська,in14,Київська
10,Kirovohrads'ka oblast,UA-35,19,35,15,2,29,34,33,23,10,0,95,0,2,3,0,95,0,3,0,2,95,0,5,0,0,100,0,0,0,0,100,0,0,0,0,47,0,0,53,0,90,2,3,3,2,88,2,2,5,3,95,2,3,0,0,100,0,0,0,0,90,3,2,3,2,37,0,0,62,1,95,5
11,Kyiv city,UA-30,18,32,17,3,30,15,16,18,51,0,93,2,1,3,1,93,4,1,2,0,91,6,1,2,0,97,0,1,2,0,92,4,0,3,1,97,1,0,0,2,87,9,0,3,1,87,4,2,6,1,89,1,8,2,0,95,1,2,2,0,88,6,0,4,2,94,2,0,0,4,85,15
12,Kyivs'ka oblast,UA-32,21,36,13,5,25,18,19,15,48,0,97,1,2,0,0,99,0,0,1,0,97,1,0,2,0,96,3,0,1,0,99,0,1,0,0,99,0,0,1,0,46,51,1,1,1,97,1,1,1,0,95,0,1,4,0,92,4,2,2,0,97,1,2,0,0,99,0,0,1,0,41,59
13,Luhans'ka oblast,UA-09,25,24,18,3,30,24,42,33,1,0,100,0,0,0,0,98,0,0,2,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,19,35,17,3,26,27,31,30,12,0,95,0,1,4,0,47,53,0,0,0,98,1,1,0,0,97,0,1,1,1,95,2,1,2,0,95,1,1,0,3,94,2,0,3,1,39,2,0,59,0,95,2,3,0,0,94,1,1,2,2,91,2,1,4,2,92,2,1,0,5,96,4
15,Mykolaivs'ka oblast,UA-48,20,34,25,0,21,30,34,28,8,0,97,0,0,3,0,67,0,33,0,0,97,3,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,0,3,0,91,0,3,3,3,53,1,2,0,44,94,3,3,0,0,100,0,0,0,0,97,3,0,0,0,97,0,0,3,0,94,6
16,Odessa Oblast,UA-51,22,31,19,4,24,31,38,29,2,0,85,15,0,0,0,98,1,1,0,0,97,2,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,80,0,0,20,0,98,0,0,1,1,96,0,4,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
17,Poltavs'ka oblast,UA-53,20,38,16,2,24,34,29,25,10,2,97,0,1,2,0,98,0,0,1,1,98,1,0,0,1,58,39,2,0,1,98,1,1,0,0,99,0,0,0,1,85,1,11,2,1,95,3,1,0,1,97,1,1,0,1,49,48,1,1,1,95,3,1,0,1,99,0,0,0,1,97,3
18,Rivnens'ka oblast,UA-56,19,39,14,2,26,31,29,25,14,1,99,0,1,0,0,100,0,0,0,0,99,1,0,0,0,99,0,0,1,0,29,2,0,69,0,93,2,0,0,5,90,1,5,2,2,95,0,0,5,0,95,1,2,0,2,97,0,1,2,0,24,2,0,74,0,88,1,0,0,11,93,7
19,Sevastopol' city,UA-40,28,27,21,1,23,23,42,35,0,0,100,0,0,0,0,5,0,0,95,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,19,32,22,1,26,29,37,29,5,0,100,0,0,0,0,100,0,0,0,0,98,0,0,0,2,93,7,0,0,0,52,0,48,0,0,100,0,0,0,0,96,2,0,0,2,100,0,0,0,0,96,2,0,0,2,93,7,0,0,0,43,0,57,0,0,100,0,0,0,0,98,2
21,Ternopil's'ka oblast,UA-61,19,39,16,2,24,29,29,26,15,1,97,0,3,0,0,97,1,2,0,0,92,1,3,2,2,95,0,3,0,2,93,1,6,0,0,35,65,0,0,0,89,1,3,1,6,84,0,3,12,1,93,1,2,2,2,92,0,7,0,1,92,3,5,0,0,31,68,0,0,1,95,5
22,Vinnyts'ka oblast,UA-05,22,36,15,3,24,30,29,25,16,0,97,1,1,1,0,96,1,1,1,1,32,67,1,0,0,97,0,3,0,0,96,3,1,0,0,99,0,0,1,0,93,2,2,2,1,93,3,0,3,1,27,0,73,0,0,96,0,3,0,1,95,3,2,0,0,98,0,0,1,1,91,9
23,Volyns'ka oblast,UA-07,28,29,14,4,25,26,32,30,11,1,93,0,2,5,0,93,7,0,0,0,95,0,2,0,3,98,2,0,0,0,81,2,0,17,0,28,0,0,1,71,85,2,4,7,2,87,4,0,9,0,98,0,0,0,2,98,2,0,0,0,74,6,0,20,0,25,0,0,1,74,98,2
24,Zakarpats'ka oblast,UA-21,37,30,11,3,19,34,29,28,9,0,97,0,0,3,0,93,7,0,0,0,99,0,0,1,0,100,0,0,0,0,90,5,2,2,1,51,1,48,0,0,99,1,0,0,0,85,5,0,9,1,95,0,0,2,3,97,0,0,3,0,88,7,2,2,1,48,0,52,0,0,99,1
25,Zaporiz'ka oblast,UA-23,15,35,14,2,34,39,34,26,1,0,87,0,0,0,13,95,1,0,4,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,2,1,0,76,1,21,1,1,100,0,0,0,0,99,0,1,0,0,99,1,0,0,0,99,0,0,0,1,99,1
26,Zhytomyrs'ka oblast,UA-18,23,34,18,2,23,20,27,22,29,2,98,0,2,0,0,95,3,2,0,0,93,2,2,3,0,93,0,5,2,0,33,67,0,0,0,100,0,0,0,0,84,5,7,2,2,90,0,0,8,2,93,0,2,5,0,90,0,5,2,3,26,73,0,1,0,95,0,0,2,3,84,16
