,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,the2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,the3,Львівська область,Миколаївська область,Севастополь,Луганська область,the4,Вінницька область,Криму,Чернігівська область,Херсонська область,the5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,the6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,the7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,the8,Київська область,Харківська,Одеська,Дніпропетровська,the9,Донецька,Запорізька,Львівська,Миколаївська,the10,Луганська,Вінницька,Чернігівська,Херсонська,the11,Полтавська,Хмельницька,Черкаська,Чернівецька,the12,Житомирська,Сумська,Рівненська,Івано-Франківська,the13,Тернопільська,Закарпатська,Кіровоградська,Волинська,the14,Київська
0,Cherkas'ka oblast,UA-71,20,39,16,3,22,35,28,22,13,2,96,0,1,2,1,97,1,0,2,0,99,0,1,0,0,62,1,1,36,0,98,0,2,0,0,97,0,0,2,1,86,3,8,2,1,96,2,1,1,0,98,0,1,1,0,51,1,0,48,0,96,0,3,0,1,96,0,0,2,2,96,4
1,Chernihivs'ka oblast,UA-74,26,35,10,1,28,34,21,21,24,0,97,0,0,3,0,97,0,0,3,0,52,0,0,48,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,3,0,0,0,93,7,0,0,0,43,0,0,57,0,97,0,0,3,0,100,0,0,0,0,100,0,0,0,0,97,3
2,Chernivets'ka oblast,UA-77,19,32,18,4,27,30,28,25,17,0,100,0,0,0,0,91,5,2,2,0,93,2,5,0,0,58,0,1,0,41,89,0,4,0,7,93,2,5,0,0,95,0,2,3,0,83,0,2,9,6,93,0,5,2,0,50,0,1,0,49,79,0,8,0,13,93,2,5,0,0,100,0
3,Crimea,UA-43,18,37,17,0,28,37,35,28,0,0,100,0,0,0,0,41,0,0,59,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,21,33,17,3,26,36,27,32,5,0,88,0,11,1,0,95,1,0,3,1,98,0,1,0,1,99,1,0,0,0,99,0,1,0,0,100,0,0,0,0,86,0,1,0,13,95,2,1,2,0,97,1,0,0,2,99,1,0,0,0,99,0,1,0,0,97,0,0,2,1,99,1
5,Donetsk Oblast,UA-14,19,32,16,4,29,37,29,34,0,0,92,0,2,6,0,91,0,0,9,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,0,0,2,91,8,0,1,0,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,18,36,15,3,28,29,29,33,9,0,98,0,0,1,1,96,3,0,1,0,100,0,0,0,0,99,0,0,0,1,50,0,0,0,50,95,4,0,0,1,96,2,1,1,0,87,1,1,11,0,99,0,0,1,0,96,3,0,0,1,40,0,0,0,60,93,6,0,0,1,98,2
7,Kharkiv Oblast,UA-63,21,35,12,2,30,31,28,35,2,4,100,0,0,0,0,99,0,0,1,0,99,0,1,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,82,1,17,0,0,99,0,0,1,0,100,0,0,0,0,99,1,0,0,0,99,1,0,0,0,100,0,0,0,0,99,1
8,Khersons'ka oblast,UA-65,18,34,17,6,25,40,35,24,1,0,100,0,0,0,0,92,0,0,8,0,72,0,0,0,28,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,69,0,0,0,31,96,0,4,0,0,100,0,0,0,0,96,0,0,4,0,100,0
9,Khmel'nyts'ka oblast,UA-68,22,30,18,2,28,29,28,26,17,0,99,0,0,1,0,95,0,1,0,4,95,2,2,0,1,49,0,50,1,0,87,5,1,5,2,95,2,1,0,2,94,5,1,0,0,94,1,3,0,2,92,4,3,0,1,38,0,60,1,1,83,5,4,5,3,89,7,3,0,1,93,7
10,Kirovohrads'ka oblast,UA-35,16,42,11,4,27,35,29,27,9,0,96,0,2,0,2,94,0,6,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,70,0,0,30,0,94,0,2,2,2,90,2,2,0,6,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,61,0,0,39,0,100,0
11,Kyiv city,UA-30,16,35,17,3,29,16,15,19,50,0,98,0,0,0,2,96,0,0,3,1,96,0,1,2,1,97,1,1,1,0,98,1,1,0,0,98,0,0,2,0,87,9,2,2,0,96,1,2,1,0,93,0,2,3,2,95,1,2,2,0,95,3,2,0,0,97,0,1,1,1,87,13
12,Kyivs'ka oblast,UA-32,23,35,14,2,26,20,17,18,45,0,99,1,0,0,0,99,0,0,1,0,95,1,2,2,0,91,4,2,3,0,96,2,2,0,0,98,0,1,1,0,51,49,0,0,0,99,0,0,1,0,96,0,2,2,0,89,4,3,4,0,94,2,2,2,0,97,0,1,1,1,43,57
13,Luhans'ka oblast,UA-09,23,31,15,2,29,38,28,34,0,0,100,0,0,0,0,88,0,0,6,6,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,94,6,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,18,36,17,5,24,26,27,30,17,0,96,0,0,3,1,51,48,0,1,0,92,5,0,1,2,94,2,2,2,0,92,2,2,4,0,91,2,1,3,3,94,3,2,0,1,43,1,1,55,0,88,2,7,2,1,91,3,3,3,0,90,3,2,4,1,88,4,2,2,4,94,6
15,Mykolaivs'ka oblast,UA-48,16,33,19,1,31,28,38,28,6,0,96,4,0,0,0,60,0,38,2,0,96,0,0,0,4,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,0,4,0,55,0,0,2,43,96,0,0,0,4,100,0,0,0,0,100,0,0,0,0,92,0,0,0,8,100,0
16,Odessa Oblast,UA-51,22,34,14,3,27,35,33,31,1,0,89,11,0,0,0,98,0,0,2,0,98,0,2,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,82,0,0,17,1,99,1,0,0,0,97,0,2,0,1,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,98,2
17,Poltavs'ka oblast,UA-53,21,31,16,3,29,29,36,26,7,2,96,0,3,0,1,98,0,0,1,1,93,2,1,4,0,60,40,0,0,0,95,0,3,2,0,95,0,3,1,1,88,0,10,0,2,95,3,1,0,1,91,1,4,4,0,48,51,0,1,0,93,0,5,2,0,95,0,3,1,1,99,1
18,Rivnens'ka oblast,UA-56,17,40,16,3,24,33,23,28,16,0,97,0,0,2,1,94,6,0,0,0,95,2,2,0,1,100,0,0,0,0,37,0,0,63,0,95,0,0,0,5,97,0,0,3,0,82,1,6,10,1,91,3,5,0,1,100,0,0,0,0,33,0,0,67,0,92,0,0,0,8,97,3
19,Sevastopol' city,UA-40,18,32,15,1,34,41,25,34,0,0,100,0,0,0,0,3,0,0,97,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,20,37,10,4,29,35,33,27,5,0,100,0,0,0,0,97,0,0,0,3,100,0,0,0,0,97,3,0,0,0,53,0,47,0,0,100,0,0,0,0,92,0,5,0,3,97,3,0,0,0,95,3,0,0,2,97,3,0,0,0,45,0,55,0,0,97,0,0,0,3,100,0
21,Ternopil's'ka oblast,UA-61,19,32,19,4,26,28,28,29,14,1,97,1,0,2,0,91,5,4,0,0,97,0,0,2,1,93,2,4,0,1,93,0,4,0,3,41,58,0,0,1,90,2,5,3,0,82,1,1,11,5,97,0,0,2,1,86,2,7,0,5,83,1,5,0,11,35,64,0,0,1,93,7
22,Vinnyts'ka oblast,UA-05,24,33,12,4,27,27,26,34,13,0,93,3,0,4,0,96,1,3,0,0,39,60,1,0,0,97,2,0,0,1,99,0,0,1,0,99,0,0,1,0,91,3,3,3,0,85,6,3,2,4,34,0,65,0,1,94,5,0,0,1,96,0,2,1,1,97,0,0,1,2,93,7
23,Volyns'ka oblast,UA-07,23,35,14,6,22,29,28,24,18,1,98,0,0,0,2,91,0,0,7,2,96,0,2,2,0,96,0,4,0,0,89,0,0,11,0,39,0,0,1,60,91,2,7,0,0,87,2,2,9,0,93,5,0,2,0,93,0,5,2,0,87,0,0,13,0,31,0,0,1,68,96,4
