,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,21,35,17,1,26,29,22,32,17,0,99,1,0,0,0,95,2,0,3,0,90,10,0,0,0,57,1,1,38,3,97,0,1,2,0,97,0,0,3,0,86,11,0,3,0,97,1,0,2,0,87,1,12,0,0,51,0,1,45,3,95,0,3,2,0,95,0,1,4,0,87,13
1,Chernihivs'ka oblast,UA-74,13,41,13,0,33,31,15,26,28,0,100,0,0,0,0,100,0,0,0,0,46,0,0,54,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,77,23,0,0,0,100,0,0,0,0,39,0,0,61,0,84,0,8,0,8,91,0,0,9,0,100,0,0,0,0,77,23
2,Chernivets'ka oblast,UA-77,16,39,16,6,23,22,28,36,14,0,92,6,2,0,0,94,2,4,0,0,96,2,2,0,0,72,0,3,0,25,98,0,0,0,2,94,2,0,0,4,85,8,0,5,2,89,1,0,2,8,92,0,2,6,0,64,0,4,0,32,90,6,0,0,4,87,3,2,0,8,87,13
3,Crimea,UA-43,28,32,18,1,21,29,39,32,0,0,100,0,0,0,0,44,0,0,56,0,98,0,2,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,17,34,16,3,30,32,30,33,5,0,86,0,13,0,1,94,2,1,3,0,99,0,1,0,0,94,1,3,0,2,97,1,1,1,0,98,0,1,1,0,78,2,3,0,17,92,0,2,3,3,97,1,1,0,1,92,2,2,2,2,94,2,3,1,0,98,0,0,1,1,95,5
5,Donetsk Oblast,UA-14,19,35,12,1,33,36,35,28,1,0,97,0,0,3,0,92,0,0,8,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,4,0,0,0,96,0,3,0,1,99,0,0,0,1,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,14,39,17,5,25,25,27,27,21,0,99,1,0,0,0,97,3,0,0,0,92,3,4,1,0,99,0,0,1,0,58,3,0,0,39,97,0,2,1,0,87,7,1,5,0,92,1,2,5,0,93,0,3,4,0,97,0,0,1,2,40,2,0,0,58,97,0,2,1,0,88,12
7,Kharkiv Oblast,UA-63,16,34,14,0,36,27,30,36,1,6,99,0,0,1,0,94,3,0,3,0,99,1,0,0,0,97,1,0,2,0,100,0,0,0,0,100,0,0,0,0,81,1,18,0,0,95,1,0,4,0,99,0,1,0,0,97,1,0,2,0,99,0,0,0,1,100,0,0,0,0,99,1
8,Khersons'ka oblast,UA-65,18,34,18,1,29,36,28,36,0,0,100,0,0,0,0,100,0,0,0,0,74,0,3,0,23,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,60,0,0,0,40,100,0,0,0,0,100,0,0,0,0,96,0,0,0,4,96,4
9,Khmel'nyts'ka oblast,UA-68,17,41,13,0,29,33,22,29,16,0,92,8,0,0,0,96,2,0,2,0,89,8,2,0,1,48,0,50,1,1,96,2,0,0,2,89,6,0,2,3,89,3,0,8,0,98,0,0,2,0,91,0,8,0,1,41,0,58,0,1,94,2,0,0,4,86,7,2,2,3,92,8
10,Kirovohrads'ka oblast,UA-35,24,28,13,1,34,29,31,33,7,0,91,5,0,0,4,95,0,5,0,0,91,5,4,0,0,100,0,0,0,0,95,0,5,0,0,62,0,0,38,0,91,4,0,5,0,79,8,4,0,9,95,0,5,0,0,86,0,5,9,0,95,0,5,0,0,53,0,0,47,0,86,14
11,Kyiv city,UA-30,20,36,16,1,27,18,17,20,45,0,96,3,0,0,1,91,6,0,3,0,91,7,0,2,0,89,0,8,1,2,94,3,0,0,3,94,2,3,0,1,86,9,2,2,1,85,2,1,10,2,89,0,9,2,0,84,1,10,3,2,88,5,1,1,5,93,2,3,0,2,86,14
12,Kyivs'ka oblast,UA-32,20,25,19,2,34,16,18,21,45,0,97,1,2,0,0,92,3,1,2,2,92,5,0,3,0,89,0,5,5,1,91,8,0,1,0,89,7,1,1,2,55,39,1,4,1,92,2,0,5,1,89,1,5,5,0,88,1,5,5,1,87,9,0,1,3,89,7,1,1,2,52,48
13,Luhans'ka oblast,UA-09,24,29,17,4,26,27,33,39,1,0,100,0,0,0,0,96,0,0,2,2,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,98,0,0,2,0,92,6,0,2,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,16,38,16,2,28,23,24,38,15,0,99,1,0,0,0,66,34,0,0,0,95,3,1,1,0,96,0,2,1,1,96,2,1,1,0,95,2,0,0,3,92,5,2,1,0,57,0,0,42,1,92,1,4,3,0,94,0,4,2,0,92,3,1,1,3,92,4,0,0,4,93,7
15,Mykolaivs'ka oblast,UA-48,15,34,20,0,31,33,35,28,4,0,100,0,0,0,0,64,6,30,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,0,4,0,96,4,0,0,0,57,0,0,5,38,100,0,0,0,0,88,0,4,0,8,100,0,0,0,0,96,0,0,4,0,96,4
16,Odessa Oblast,UA-51,15,37,19,2,27,32,31,35,2,0,95,5,0,0,0,97,0,0,1,2,98,1,1,0,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,86,0,0,14,0,98,1,0,0,1,97,3,0,0,0,99,0,1,0,0,100,0,0,0,0,99,0,0,1,0,100,0
17,Poltavs'ka oblast,UA-53,22,38,13,0,27,33,25,32,10,0,96,2,0,0,2,98,2,0,0,0,96,2,2,0,0,66,29,4,0,1,88,0,11,0,1,98,0,0,2,0,89,4,6,1,0,95,0,2,3,0,96,0,4,0,0,55,40,3,1,1,86,0,13,0,1,96,0,2,2,0,96,4
