,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,19,29,21,3,28,29,26,26,19,0,96,0,0,2,2,87,4,2,4,3,94,0,2,4,0,43,0,2,54,1,87,0,9,4,0,100,0,0,0,0,90,10,0,0,0,90,2,2,4,2,92,4,0,4,0,34,0,2,64,0,84,1,9,4,2,98,0,2,0,0,89,11
1,Chernihivs'ka oblast,UA-74,11,41,12,6,30,28,22,28,21,1,100,0,0,0,0,94,0,0,6,0,51,0,3,46,0,100,0,0,0,0,94,0,6,0,0,100,0,0,0,0,88,6,6,0,0,100,0,0,0,0,44,0,0,56,0,100,0,0,0,0,94,0,6,0,0,94,0,0,0,6,88,12
2,Chernivets'ka oblast,UA-77,17,29,22,6,26,32,30,26,12,0,97,0,0,0,3,100,0,0,0,0,91,6,3,0,0,47,0,1,0,52,85,0,6,3,6,97,3,0,0,0,94,3,3,0,0,91,0,3,0,6,94,0,6,0,0,38,0,1,0,61,83,0,5,6,6,97,3,0,0,0,88,12
3,Crimea,UA-43,17,33,18,2,30,32,38,30,0,0,100,0,0,0,0,43,0,0,57,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,1
4,Dnipropetrovsk Oblast,UA-12,22,32,16,5,25,32,30,33,5,0,88,0,10,0,2,93,3,0,4,0,97,0,1,0,2,99,0,0,1,0,99,0,1,0,0,97,1,1,0,1,82,3,3,0,12,90,2,3,5,0,94,0,1,1,4,97,1,0,2,0,96,0,2,0,2,96,2,1,0,1,96,4
5,Donetsk Oblast,UA-14,18,40,17,2,23,40,31,28,1,0,96,0,0,4,0,96,0,0,4,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,92,7,0,1,0,97,1,1,0,1,99,0,1,0,0,99,1,0,0,0,99,0,0,0,1,100,0
6,Ivano-Frankivs'ka oblast,UA-26,19,34,18,4,25,30,28,32,10,0,96,0,1,0,3,88,10,1,1,0,92,1,3,4,0,100,0,0,0,0,55,1,1,1,42,95,1,2,0,2,91,5,3,0,1,80,3,4,12,1,95,0,2,3,0,98,1,0,1,0,41,0,1,1,57,94,1,2,0,3,92,8
7,Kharkiv Oblast,UA-63,23,31,16,1,29,28,35,34,0,3,100,0,0,0,0,97,0,0,3,0,100,0,0,0,0,97,0,1,2,0,100,0,0,0,0,99,0,0,0,1,87,0,13,0,0,99,1,0,0,0,100,0,0,0,0,97,0,1,2,0,99,0,0,0,1,99,0,0,0,1,100,0
8,Khersons'ka oblast,UA-65,30,28,17,0,25,38,32,26,4,0,100,0,0,0,0,100,0,0,0,0,53,0,0,0,47,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,46,0,0,0,54,100,0,0,0,0,93,0,7,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,16,40,13,3,28,33,26,26,14,1,95,0,2,1,2,92,6,0,1,1,93,2,3,0,2,47,0,52,0,1,95,2,1,2,0,90,9,0,0,1,89,5,5,0,1,89,1,1,9,0,93,1,4,0,2,39,0,61,0,0,90,2,5,3,0,86,13,0,0,1,93,7
