,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,18,31,20,4,27,26,20,28,26,0,100,0,0,0,0,95,0,0,0,5,95,0,0,2,3,53,0,1,46,0,92,0,5,3,0,100,0,0,0,0,88,10,2,0,0,95,2,3,0,0,90,5,0,2,3,38,1,1,60,0,90,0,5,2,3,98,0,0,0,2,85,15
1,Chernihivs'ka oblast,UA-74,14,39,19,4,24,28,14,17,38,3,100,0,0,0,0,84,0,0,16,0,46,0,18,36,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,84,0,16,0,0,100,0,0,0,0,36,0,0,64,0,84,0,16,0,0,100,0,0,0,0,84,0,0,0,16,84,16
2,Chernivets'ka oblast,UA-77,10,36,27,6,21,35,30,25,10,0,95,0,0,0,5,100,0,0,0,0,96,4,0,0,0,52,0,0,0,48,100,0,0,0,0,96,4,0,0,0,96,4,0,0,0,95,0,5,0,0,96,0,4,0,0,39,0,0,0,61,87,0,0,9,4,87,4,0,5,4,83,17
3,Crimea,UA-43,21,28,18,4,29,27,36,37,0,0,100,0,0,0,0,44,0,0,56,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,18,33,18,4,27,34,26,32,8,0,92,0,4,1,3,89,4,0,6,1,95,3,0,0,2,98,0,0,1,1,96,0,2,2,0,95,3,0,0,2,85,3,3,0,9,88,3,3,6,0,91,2,4,1,2,96,1,0,2,1,94,1,2,2,1,95,3,0,0,2,97,3
5,Donetsk Oblast,UA-14,20,38,15,3,24,41,32,26,1,0,95,0,0,5,0,95,0,0,5,0,99,0,1,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,90,9,0,1,0,100,0,0,0,0,100,0,0,0,0,97,2,1,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,18,42,14,1,25,34,27,31,8,0,97,0,0,0,3,96,1,1,2,0,90,1,6,0,3,99,0,1,0,0,61,0,1,0,38,99,0,1,0,0,97,3,0,0,0,87,0,4,8,1,96,0,1,0,3,96,2,1,1,0,45,0,0,0,55,97,0,1,0,2,94,6
7,Kharkiv Oblast,UA-63,17,32,17,1,33,30,36,28,0,6,97,0,0,3,0,95,0,0,5,0,100,0,0,0,0,95,3,0,2,0,100,0,0,0,0,100,0,0,0,0,77,0,23,0,0,95,5,0,0,0,100,0,0,0,0,92,6,0,2,0,100,0,0,0,0,100,0,0,0,0,97,3
8,Khersons'ka oblast,UA-65,24,24,15,0,37,27,33,37,3,0,100,0,0,0,0,92,0,0,8,0,74,0,0,0,26,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,69,0,0,0,31,100,0,0,0,0,100,0,0,0,0,92,0,0,0,8,92,8
9,Khmel'nyts'ka oblast,UA-68,12,33,18,1,36,30,25,28,16,1,95,0,0,0,5,93,2,0,5,0,95,0,5,0,0,51,0,47,1,1,98,0,0,2,0,93,5,0,2,0,82,9,7,2,0,88,0,7,5,0,95,0,2,3,0,38,0,60,1,1,93,0,2,5,0,91,7,0,2,0,91,9
10,Kirovohrads'ka oblast,UA-35,22,33,20,1,24,29,32,34,5,0,100,0,0,0,0,97,0,0,3,0,92,2,3,0,3,94,3,0,3,0,100,0,0,0,0,78,0,0,22,0,97,3,0,0,0,100,0,0,0,0,92,0,5,0,3,92,5,0,3,0,97,3,0,0,0,73,0,0,27,0,97,3
11,Kyiv city,UA-30,13,38,16,5,28,16,14,20,50,0,98,1,0,0,1,95,1,0,4,0,97,0,0,3,0,97,1,2,0,0,96,3,0,1,0,100,0,0,0,0,85,14,0,1,0,94,0,1,4,1,96,0,0,4,0,97,2,1,0,0,94,4,0,2,0,99,0,0,0,1,82,18
