,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харківська область,to2,Одеська область,Дніпропетровська область,Донецька область,Запорізька область,to3,Львівська область,Миколаївська область,Севастополь,Луганська область,to4,Вінницька область,Криму,Чернігівська область,Херсонська область,to5,Полтавська область,Хмельницька область,Черкаська область,Чернівецька область,to6,Житомирська область,Сумська область,Рівненська область,Івано-Франківська область,to7,Тернопільська область,Закарпатська область,Кіровоградська область,Волинська область,to8,Київська область,Харківська,Одеська,Дніпропетровська,to9,Донецька,Запорізька,Львівська,Миколаївська,to10,Луганська,Вінницька,Чернігівська,Херсонська,to11,Полтавська,Хмельницька,Черкаська,Чернівецька,to12,Житомирська,Сумська,Рівненська,Івано-Франківська,to13,Тернопільська,Закарпатська,Кіровоградська,Волинська,to14,Київська
0,Cherkas'ka oblast,UA-71,15,37,7,1,40,28,17,33,22,0,98,0,0,0,2,97,0,2,1,0,95,4,0,1,0,58,0,0,40,2,100,0,0,0,0,98,0,0,0,2,87,7,1,5,0,85,0,12,1,2,93,0,4,1,2,48,0,0,51,1,97,2,1,0,0,95,2,0,2,1,85,15
1,Chernihivs'ka oblast,UA-74,21,31,19,4,25,32,22,22,24,0,100,0,0,0,0,100,0,0,0,0,42,0,0,58,0,100,0,0,0,0,91,0,9,0,0,100,0,0,0,0,91,0,0,9,0,100,0,0,0,0,28,0,0,70,2,91,0,9,0,0,91,0,9,0,0,91,0,0,0,9,100,0
2,Chernivets'ka oblast,UA-77,16,36,21,4,23,25,28,28,19,0,94,0,0,0,6,94,0,3,3,0,100,0,0,0,0,64,2,0,0,34,100,0,0,0,0,91,6,3,0,0,86,8,3,3,0,69,0,21,4,6,80,5,5,10,0,45,1,0,1,53,94,3,0,0,3,86,6,2,0,6,91,9
3,Crimea,UA-43,25,30,16,2,27,26,35,39,0,0,100,0,0,0,0,50,0,0,50,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,36,16,1,27,32,27,35,6,0,89,0,8,2,1,95,2,2,0,1,97,2,0,1,0,99,0,0,0,1,96,0,1,3,0,95,0,1,1,3,87,2,2,0,9,84,2,11,1,2,93,2,3,2,0,99,0,0,0,1,94,0,2,2,2,93,0,3,1,3,95,5
5,Donetsk Oblast,UA-14,19,32,17,3,29,35,34,31,0,0,91,0,0,9,0,93,1,0,5,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,87,12,0,1,0,99,1,0,0,0,100,0,0,0,0,99,1,0,0,0,99,0,0,1,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,17,38,15,6,24,23,20,35,22,0,98,1,0,0,1,96,1,1,2,0,96,1,2,1,0,98,0,1,0,1,66,0,0,0,34,95,1,1,0,3,92,5,1,1,1,74,0,20,4,2,95,3,1,1,0,96,0,1,0,3,47,0,0,0,53,90,2,1,0,7,91,9
7,Kharkiv Oblast,UA-63,14,33,22,2,29,29,29,34,3,5,100,0,0,0,0,100,0,0,0,0,97,3,0,0,0,97,3,0,0,0,100,0,0,0,0,100,0,0,0,0,79,1,20,0,0,100,0,0,0,0,97,0,3,0,0,97,3,0,0,0,95,2,2,0,1,100,0,0,0,0,99,1
8,Khersons'ka oblast,UA-65,16,38,9,3,34,31,24,44,1,0,100,0,0,0,0,95,0,0,5,0,87,0,0,0,13,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,95,0,0,0,5,58,0,0,0,42,97,0,0,0,3,100,0,0,0,0,100,0,0,0,0,97,3
9,Khmel'nyts'ka oblast,UA-68,27,30,12,0,31,23,19,30,28,0,98,0,0,2,0,95,5,0,0,0,90,0,10,0,0,53,0,46,0,1,84,12,0,0,4,100,0,0,0,0,79,15,6,0,0,76,2,16,6,0,98,2,0,0,0,37,0,62,0,1,77,17,0,0,6,100,0,0,0,0,79,21
10,Kirovohrads'ka oblast,UA-35,26,36,15,1,22,29,30,29,12,0,89,3,8,0,0,100,0,0,0,0,93,3,4,0,0,100,0,0,0,0,100,0,0,0,0,59,0,0,41,0,83,7,0,3,7,93,0,7,0,0,93,0,3,0,4,96,0,0,0,4,96,0,4,0,0,50,0,0,46,4,89,11
11,Kyiv city,UA-30,19,33,16,3,29,14,15,20,51,0,97,2,0,0,1,93,5,1,1,0,92,3,1,4,0,93,1,2,3,1,91,1,4,3,1,97,1,0,0,2,84,11,2,3,0,84,0,7,8,1,89,1,6,3,1,90,2,3,4,1,84,4,5,4,3,96,2,1,0,1,81,19
12,Kyivs'ka oblast,UA-32,17,33,14,3,33,17,15,20,48,0,99,1,0,0,0,99,0,0,1,0,93,2,1,4,0,93,1,2,4,0,98,0,2,0,0,99,1,0,0,0,54,43,1,2,0,93,0,6,1,0,91,0,3,5,1,91,1,3,5,0,92,5,3,0,0,99,1,0,0,0,44,56
13,Luhans'ka oblast,UA-09,15,40,15,4,26,32,31,37,0,0,100,0,0,0,0,94,0,0,1,5,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,88,12,0,0,0,100,0,0,0,0,99,0,1,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,18,34,14,3,31,22,26,34,18,0,98,0,0,0,2,71,29,0,0,0,95,2,1,1,1,100,0,0,0,0,95,2,1,0,2,96,1,1,1,1,92,5,3,0,0,52,1,8,39,0,93,1,3,2,1,98,0,1,1,0,91,2,2,1,4,94,1,2,1,2,92,8
15,Mykolaivs'ka oblast,UA-48,19,33,18,3,27,33,30,32,5,0,96,4,0,0,0,55,0,41,4,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,96,0,0,4,0,41,0,15,1,43,100,0,0,0,0,96,0,4,0,0,96,0,0,4,0,100,0,0,0,0,100,0
16,Odessa Oblast,UA-51,20,35,11,3,31,34,33,32,1,0,83,16,0,1,0,96,0,2,1,1,96,3,1,0,0,99,0,1,0,0,100,0,0,0,0,99,0,0,1,0,75,0,0,25,0,92,1,5,0,2,96,1,3,0,0,98,0,2,0,0,99,0,0,1,0,99,0,0,1,0,99,1
17,Poltavs'ka oblast,UA-53,18,40,20,1,21,29,22,33,14,2,98,0,2,0,0,98,0,2,0,0,95,0,5,0,0,60,38,0,1,1,90,0,10,0,0,98,0,0,2,0,88,6,5,0,1,81,0,13,5,1,97,0,1,2,0,49,50,0,0,1,85,0,12,2,1,98,0,0,2,0,86,14
18,Rivnens'ka oblast,UA-56,17,30,14,7,32,19,21,34,26,0,93,2,0,3,2,89,5,4,0,2,91,2,2,2,3,98,2,0,0,0,52,1,1,46,0,87,0,2,0,11,80,8,4,6,2,71,2,19,5,3,89,2,5,2,2,95,5,0,0,0,47,1,1,50,1,81,4,2,0,13,78,22
19,Sevastopol' city,UA-40,20,33,13,2,32,43,25,32,0,0,100,0,0,0,0,3,0,0,97,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,17,39,12,6,26,28,25,37,10,0,100,0,0,0,0,96,0,0,4,0,100,0,0,0,0,93,7,0,0,0,69,0,31,0,0,100,0,0,0,0,96,0,0,4,0,89,0,3,0,8,93,0,4,0,3,93,7,0,0,0,55,0,45,0,0,96,4,0,0,0,100,0
21,Ternopil's'ka oblast,UA-61,16,39,12,4,29,21,21,32,26,0,96,2,0,0,2,92,8,0,0,0,100,0,0,0,0,100,0,0,0,0,98,2,0,0,0,51,44,2,1,2,88,8,2,2,0,67,0,24,9,0,100,0,0,0,0,100,0,0,0,0,94,2,2,0,2,41,55,1,0,3,88,12
22,Vinnyts'ka oblast,UA-05,22,31,17,2,28,23,25,28,24,0,96,0,2,0,2,90,6,4,0,0,44,56,0,0,0,90,2,2,2,4,90,6,2,0,2,94,0,2,2,2,81,14,3,0,2,63,0,28,6,3,35,0,65,0,0,86,4,4,2,4,84,6,6,0,4,92,0,2,2,4,78,22
23,Volyns'ka oblast,UA-07,14,34,16,1,35,24,21,31,23,1,96,0,0,0,4,89,4,0,0,7,93,0,3,4,0,100,0,0,0,0,93,3,0,4,0,35,0,0,0,65,93,0,3,4,0,69,0,20,11,0,81,10,6,3,0,100,0,0,0,0,81,3,6,7,3,30,0,0,0,70,93,7
24,Zakarpats'ka oblast,UA-21,35,28,13,4,20,25,25,32,18,0,98,0,0,0,2,90,4,2,4,0,98,0,2,0,0,98,2,0,0,0,92,2,0,4,2,71,1,27,0,1,98,0,0,2,0,77,0,15,7,1,100,0,0,0,0,98,2,0,0,0,89,2,0,3,6,62,1,36,0,1,100,0
25,Zaporiz'ka oblast,UA-23,21,29,14,2,34,29,34,33,4,0,84,0,0,0,16,100,0,0,0,0,98,0,2,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,77,0,22,1,0,100,0,0,0,0,98,0,0,2,0,98,0,2,0,0,100,0,0,0,0,100,0
26,Zhytomyrs'ka oblast,UA-18,17,41,19,1,22,27,28,22,22,1,100,0,0,0,0,100,0,0,0,0,96,0,0,4,0,96,0,4,0,0,44,54,0,2,0,92,0,4,0,4,73,21,3,3,0,92,4,4,0,0,92,4,0,4,0,88,4,8,0,0,31,67,0,2,0,92,0,4,0,4,73,27
