date,location,generic_terms,geography,safe_places,travel
2023-01-25,kassala,0.0,0.0,0.0,0.0
2023-01-25,khartoum,1.6666666666666667,2.0,2.2857142857142856,1.181818181818182
2023-01-25,north darfur,0.0,0.0,0.0,0.0
2023-01-25,north kordofan,0.0,0.0,0.0,0.0
2023-01-25,northern,0.0,0.0,0.0,0.0
2023-01-25,red sea,0.0,0.0,5.071428571428571,0.0
2023-01-25,river nile,0.0,0.0,0.0,0.0
2023-01-25,sennar,0.0,0.0,0.0,0.0
2023-01-25,south darfur,0.0,0.0,0.0,0.0
2023-01-25,south kordofan,0.0,0.0,0.0,0.0
2023-01-25,west darfur,0.0,0.0,0.0,0.0
2023-01-25,west kordofan,0.0,0.0,0.0,0.0
2023-01-25,white nile,0.0,0.0,0.0,0.0
2023-01-26,al jazirah,0.0,0.0,0.0,0.0
2023-01-26,blue nile,0.0,0.0,0.0,0.0
2023-01-26,central darfur,0.0,0.0,0.0,0.0
2023-01-26,east darfur,0.0,0.0,0.0,0.0
2023-01-26,kassala,0.0,0.0,0.0,0.0
2023-01-26,khartoum,1.0,1.0,2.357142857142857,0.8181818181818182
2023-01-26,north darfur,0.0,0.0,0.0,0.0
2023-01-26,north kordofan,0.0,0.0,0.0,0.0
2023-01-26,northern,0.0,0.0,1.2857142857142858,0.0
2023-01-26,red sea,0.0,0.0,0.0,0.0
2023-01-26,river nile,0.0,0.0,0.0,0.0
2023-01-26,sennar,0.0,0.0,0.0,0.0
2023-01-26,south darfur,0.0,0.0,0.0,0.0
2023-01-26,south kordofan,0.0,0.0,0.0,0.0
2023-01-26,west darfur,0.0,0.0,0.0,0.0
2023-01-26,west kordofan,0.0,0.0,0.0,0.0
2023-01-26,white nile,0.0,0.0,0.0,0.0
2023-01-27,al jazirah,0.0,0.0,0.0,0.0
2023-01-27,blue nile,0.0,0.0,0.0,0.0
2023-01-27,central darfur,0.0,0.0,0.0,0.0
2023-01-27,east darfur,0.0,0.0,0.0,0.0
2023-01-27,kassala,0.0,0.0,0.0,0.0
2023-01-27,khartoum,1.3333333333333333,2.0,2.571428571428572,1.0
2023-01-27,north darfur,0.0,0.0,0.0,0.0
2023-01-27,north kordofan,0.0,0.0,0.0,0.0
2023-01-27,northern,0.0,0.0,0.0,0.0
2023-01-27,red sea,0.0,6.0,1.7857142857142858,0.0
2023-01-27,river nile,0.0,0.0,0.0,0.0
2023-01-27,sennar,0.0,0.0,0.0,0.0
2023-01-27,south darfur,0.0,0.0,0.0,0.0
2023-01-27,south kordofan,0.0,0.0,0.0,0.0
2023-01-27,west darfur,0.0,0.0,0.0,0.0
2023-01-27,west kordofan,0.0,0.0,0.0,0.0
2023-01-27,white nile,0.0,0.0,0.0,0.0
2023-01-28,al jazirah,0.0,0.0,0.0,0.0
2023-01-28,blue nile,0.0,0.0,0.0,0.0
2023-01-28,central darfur,0.0,0.0,0.0,0.0
2023-01-28,east darfur,0.0,0.0,0.0,0.0
2023-01-28,kassala,0.0,0.0,0.0,0.0
