date,location,arriving_IDP,leaving_IDP,fatalities,event_count
2023-05-23,west kordofan,686.0,0.0,0.0,0.0
2023-05-23,white nile,211164.0,0.0,0.0,0.0
2023-05-24,aj jazirah,77485.0,0.0,0.0,0.0
2023-05-24,blue nile,4145.0,0.0,0.0,0.0
2023-05-24,central darfur,90280.0,90280.0,0.0,0.0
2023-05-24,east darfur,7000.0,0.0,0.0,0.0
2023-05-24,gedaref,42240.0,0.0,0.0,0.0
2023-05-24,kassala,29170.0,0.0,0.0,0.0
2023-05-24,khartoum,19585.0,937282.0,0.0,0.0
2023-05-24,north darfur,29300.0,24350.0,0.0,0.0
2023-05-24,north kordofan,27565.0,2709.0,0.0,0.0
2023-05-24,northern,188055.0,0.0,0.0,0.0
2023-05-24,red sea,22817.0,0.0,0.0,0.0
2023-05-24,river nile,186115.0,0.0,0.0,0.0
2023-05-24,sennar,120725.0,0.0,0.0,0.0
2023-05-24,south darfur,89820.0,96910.0,0.0,0.0
2023-05-24,south kordofan,9179.0,0.0,0.0,0.0
2023-05-24,west darfur,273220.0,277020.0,0.0,0.0
2023-05-24,west kordofan,686.0,0.0,0.0,0.0
2023-05-24,white nile,211164.0,0.0,0.0,0.0
2023-05-25,aj jazirah,77485.0,0.0,0.0,0.0
2023-05-25,blue nile,4145.0,0.0,0.0,0.0
2023-05-25,central darfur,90280.0,90280.0,0.0,0.0
2023-05-25,east darfur,7000.0,0.0,0.0,0.0
2023-05-25,gedaref,42240.0,0.0,0.0,0.0
2023-05-25,kassala,29170.0,0.0,0.0,0.0
2023-05-25,khartoum,19585.0,937282.0,0.0,0.0
2023-05-25,north darfur,29300.0,24350.0,0.0,0.0
2023-05-25,north kordofan,27565.0,2709.0,0.0,0.0
2023-05-25,northern,188055.0,0.0,0.0,0.0
2023-05-25,red sea,22817.0,0.0,0.0,0.0
2023-05-25,river nile,186115.0,0.0,0.0,0.0
2023-05-25,sennar,120725.0,0.0,0.0,0.0
2023-05-25,south darfur,89820.0,96910.0,0.0,0.0
2023-05-25,south kordofan,9179.0,0.0,0.0,0.0
2023-05-25,west darfur,273220.0,277020.0,0.0,0.0
2023-05-25,west kordofan,686.0,0.0,0.0,0.0
2023-05-25,white nile,211164.0,0.0,0.0,0.0
2023-05-26,aj jazirah,77485.0,0.0,0.0,0.0
2023-05-26,blue nile,4145.0,0.0,0.0,0.0
2023-05-26,central darfur,90280.0,90280.0,0.0,0.0
2023-05-26,east darfur,7000.0,0.0,0.0,0.0
2023-05-26,gedaref,42240.0,0.0,0.0,0.0
2023-05-26,kassala,29170.0,0.0,0.0,0.0
2023-05-26,khartoum,19585.0,937282.0,0.0,7.0
2023-05-26,north darfur,29300.0,24350.0,0.0,0.0
2023-05-26,north kordofan,27565.0,2709.0,0.0,0.0
2023-05-26,northern,188055.0,0.0,0.0,0.0
2023-05-26,red sea,22817.0,0.0,0.0,0.0
2023-05-26,river nile,186115.0,0.0,0.0,0.0
2023-05-26,sennar,120725.0,0.0,0.0,0.0
2023-05-26,south darfur,89820.0,96910.0,0.0,0.0
2023-05-26,south kordofan,9179.0,0.0,0.0,0.0
2023-05-26,west darfur,273220.0,277020.0,0.0,0.0
2023-05-26,west kordofan,686.0,0.0,0.0,0.0
2023-05-26,white nile,211164.0,0.0,0.0,0.0
2023-05-27,aj jazirah,77485.0,0.0,0.0,0.0
2023-05-27,blue nile,4145.0,0.0,0.0,0.0
2023-05-27,central darfur,90280.0,90280.0,0.0,0.0
2023-05-27,east darfur,7000.0,0.0,0.0,0.0
2023-05-27,gedaref,42240.0,0.0,0.0,0.0
2023-05-27,kassala,29170.0,0.0,0.0,0.0
2023-05-27,khartoum,19585.0,937282.0,0.0,0.0
2023-05-27,north darfur,29300.0,24350.0,0.0,0.0
2023-05-27,north kordofan,27565.0,2709.0,0.0,0.0
2023-05-27,northern,188055.0,0.0,0.0,0.0
2023-05-27,red sea,22817.0,0.0,0.0,0.0
2023-05-27,river nile,186115.0,0.0,0.0,0.0
2023-05-27,sennar,120725.0,0.0,0.0,0.0
2023-05-27,south darfur,89820.0,96910.0,0.0,0.0
2023-05-27,south kordofan,9179.0,0.0,0.0,0.0
2023-05-27,west darfur,273220.0,277020.0,0.0,0.0
2023-05-27,west kordofan,686.0,0.0,0.0,0.0
2023-05-27,white nile,211164.0,0.0,0.0,0.0
2023-05-28,aj jazirah,77485.0,0.0,0.0,0.0
2023-05-28,blue nile,4145.0,0.0,0.0,0.0
2023-05-28,central darfur,90280.0,90280.0,0.0,0.0
2023-05-28,east darfur,7000.0,0.0,0.0,0.0
2023-05-28,gedaref,42240.0,0.0,0.0,0.0
2023-05-28,kassala,29170.0,0.0,0.0,0.0
2023-05-28,khartoum,19585.0,937282.0,0.0,0.0
2023-05-28,north darfur,29300.0,24350.0,0.0,0.0
2023-05-28,north kordofan,27565.0,2709.0,0.0,0.0
2023-05-28,northern,188055.0,0.0,0.0,0.0
2023-05-28,red sea,22817.0,0.0,0.0,0.0
2023-05-28,river nile,186115.0,0.0,0.0,0.0
2023-05-28,sennar,120725.0,0.0,0.0,0.0
2023-05-28,south darfur,89820.0,96910.0,0.0,0.0
2023-05-28,south kordofan,9179.0,0.0,0.0,0.0
2023-05-28,west darfur,273220.0,277020.0,0.0,0.0
2023-05-28,west kordofan,686.0,0.0,0.0,0.0
2023-05-28,white nile,211164.0,0.0,0.0,0.0
2023-05-29,aj jazirah,68334.0,0.0,0.0,0.0
2023-05-29,blue nile,3185.0,0.0,0.0,0.0
2023-05-29,central darfur,1780.0,1780.0,0.0,0.0
2023-05-29,east darfur,5100.0,0.0,0.0,0.0
2023-05-29,gedaref,36940.0,0.0,0.0,0.0
2023-05-29,kassala,8475.0,0.0,0.0,1.0
2023-05-29,khartoum,17980.0,838664.0,0.0,0.0
2023-05-29,north darfur,24720.0,19815.0,0.0,0.0
2023-05-29,north kordofan,23523.0,2520.0,0.0,0.0
2023-05-29,northern,143604.0,0.0,0.0,0.0
2023-05-29,red sea,17631.0,0.0,0.0,0.0
2023-05-29,river nile,185860.0,0.0,0.0,0.0
2023-05-29,sennar,122260.0,0.0,0.0,0.0
2023-05-29,south darfur,89820.0,95010.0,0.0,0.0
2023-05-29,south kordofan,8850.0,0.0,0.0,0.0
2023-05-29,west darfur,248625.0,252425.0,0.0,0.0
2023-05-29,west kordofan,661.0,0.0,0.0,0.0
2023-05-29,white nile,202866.0,0.0,0.0,0.0
2023-05-30,aj jazirah,68334.0,0.0,0.0,0.0
2023-05-30,blue nile,3185.0,0.0,0.0,0.0
2023-05-30,central darfur,1780.0,1780.0,0.0,0.0
2023-05-30,east darfur,5100.0,0.0,0.0,0.0
2023-05-30,gedaref,36940.0,0.0,0.0,0.0
2023-05-30,kassala,8475.0,0.0,0.0,0.0
2023-05-30,khartoum,17980.0,838664.0,4.0,2.0
2023-05-30,khartoum,17980.0,838664.0,0.0,1.0
2023-05-30,north darfur,24720.0,19815.0,0.0,0.0
2023-05-30,north kordofan,23523.0,2520.0,0.0,0.0
2023-05-30,northern,143604.0,0.0,0.0,0.0
2023-05-30,red sea,17631.0,0.0,0.0,0.0
2023-05-30,river nile,185860.0,0.0,0.0,0.0
2023-05-30,sennar,122260.0,0.0,0.0,0.0
2023-05-30,south darfur,89820.0,95010.0,0.0,0.0
2023-05-30,south kordofan,8850.0,0.0,0.0,0.0
2023-05-30,west darfur,248625.0,252425.0,0.0,0.0
2023-05-30,west kordofan,661.0,0.0,0.0,0.0
2023-05-30,white nile,202866.0,0.0,0.0,0.0
2023-05-31,aj jazirah,68334.0,0.0,0.0,0.0
2023-05-31,blue nile,3185.0,0.0,0.0,0.0
2023-05-31,central darfur,1780.0,1780.0,0.0,0.0
