location,Y,X(s),covariate num.,r^2,offset
west darfur,arriving_IDP,search_count,1,1.0,25
west darfur,leaving_IDP,search_count,1,1.0,25
west darfur,arriving_IDP,search_count,1,0.3885482424452267,26
west darfur,leaving_IDP,search_count,1,0.387017835405815,26
west darfur,arriving_IDP,search_count,1,0.6365096915207554,27
west darfur,leaving_IDP,search_count,1,0.6294855719992881,27
white nile,arriving_IDP,search_count,1,0.4393141278082411,-28
white nile,arriving_IDP,search_count,1,0.417650724263396,-27
white nile,arriving_IDP,search_count,1,0.417650724263396,26
white nile,arriving_IDP,search_count,1,0.4393141278082411,27
south kordofan,arriving_IDP,search_count,1,0.11022172123773022,-28
south kordofan,arriving_IDP,search_count,1,0.1394978230075401,-27
south kordofan,arriving_IDP,search_count,1,0.1394978230075401,26
south kordofan,arriving_IDP,search_count,1,0.11022172123773022,27
west kordofan,arriving_IDP,search_count,1,0.47223837501552535,-28
west kordofan,arriving_IDP,search_count,1,0.45377332976843254,-27
west kordofan,arriving_IDP,search_count,1,0.45377332976843254,26
west kordofan,arriving_IDP,search_count,1,0.47223837501552535,27
