location,Y,X(s),covariate num.,r^2,offset
blue nile,leaving_IDP,anger,1,,-4
blue nile,leaving_IDP,fear,1,,-4
blue nile,leaving_IDP,sadness,1,,-4
blue nile,leaving_IDP,disgust,1,,-4
blue nile,leaving_IDP,joy,1,,-4
blue nile,leaving_IDP,anger-disgust,1,,-4
blue nile,arriving_IDP,anger,1,0.0,-3
blue nile,arriving_IDP,fear,1,0.0,-3
blue nile,arriving_IDP,sadness,1,0.0,-3
blue nile,arriving_IDP,disgust,1,0.0,-3
blue nile,arriving_IDP,joy,1,0.0,-3
blue nile,arriving_IDP,anger-disgust,1,0.0,-3
blue nile,leaving_IDP,anger,1,,-3
blue nile,leaving_IDP,fear,1,,-3
blue nile,leaving_IDP,sadness,1,,-3
blue nile,leaving_IDP,disgust,1,,-3
blue nile,leaving_IDP,joy,1,,-3
blue nile,leaving_IDP,anger-disgust,1,,-3
blue nile,arriving_IDP,anger,1,0.0,-2
blue nile,arriving_IDP,fear,1,0.0,-2
blue nile,arriving_IDP,sadness,1,0.0,-2
blue nile,arriving_IDP,disgust,1,0.0,-2
blue nile,arriving_IDP,joy,1,0.0,-2
blue nile,arriving_IDP,anger-disgust,1,0.0,-2
blue nile,leaving_IDP,anger,1,,-2
blue nile,leaving_IDP,fear,1,,-2
blue nile,leaving_IDP,sadness,1,,-2
blue nile,leaving_IDP,disgust,1,,-2
blue nile,leaving_IDP,joy,1,,-2
blue nile,leaving_IDP,anger-disgust,1,,-2
blue nile,arriving_IDP,anger,1,0.0,-1
blue nile,arriving_IDP,fear,1,0.0,-1
blue nile,arriving_IDP,sadness,1,0.0,-1
blue nile,arriving_IDP,disgust,1,0.0,-1
blue nile,arriving_IDP,joy,1,0.0,-1
blue nile,arriving_IDP,anger-disgust,1,0.0,-1
blue nile,leaving_IDP,anger,1,,-1
blue nile,leaving_IDP,fear,1,,-1
blue nile,leaving_IDP,sadness,1,,-1
blue nile,leaving_IDP,disgust,1,,-1
blue nile,leaving_IDP,joy,1,,-1
blue nile,leaving_IDP,anger-disgust,1,,-1
blue nile,arriving_IDP,anger,1,0.0,0
blue nile,arriving_IDP,fear,1,0.0,0
blue nile,arriving_IDP,sadness,1,0.0,0
blue nile,arriving_IDP,disgust,1,0.0,0
blue nile,arriving_IDP,joy,1,0.0,0
blue nile,arriving_IDP,anger-disgust,1,0.0,0
blue nile,leaving_IDP,anger,1,,0
