date,location,arriving_IDP,leaving_IDP,anger,fear,sadness,disgust,joy,anger-disgust
2023-06-13,south sudan,1681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-13,sudan,0.0,1681.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-13,west darfur,283220.0,287270.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-13,west kordofan,831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-13,white nile,226653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-14,south sudan,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-14,sudan,0.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-15,south sudan,835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-15,sudan,0.0,835.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-16,south sudan,1712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-16,sudan,0.0,1712.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-17,south sudan,1152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-17,sudan,0.0,1152.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18,aj jazirah,117360.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18,blue nile,15997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18,central darfur,98930.0,96780.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18,east darfur,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18,gedaref,68715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18,kassala,40310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18,khartoum,21080.0,1347384.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18,north darfur,76520.0,70260.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18,north kordofan,36187.0,4697.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18,northern,346375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18,red sea,32605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18,river nile,268820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18,sennar,137145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18,south darfur,134135.0,143380.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18,south kordofan,19523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18,south sudan,1725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18,sudan,0.0,1725.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18,west darfur,298220.0,303020.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18,west kordofan,902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18,white nile,246122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-19,south sudan,4131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-19,sudan,0.0,4131.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-20,south sudan,1407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
