event_date,admin1,year,time_precision,inter1,inter2,interaction,iso,latitude,longitude,geo_precision,fatalities,timestamp
05 May 2023,Kyiv,2023,1,8,7,78,804,50.5423,31.0939,2,0,1684857981
05 May 2023,Luhansk,8092,4,25,8,258,3216,196.8658,152.2468,7,0,6739431935
05 May 2023,Sumy,16184,8,64,7,638,6432,414.8011,272.9957,16,0,13478863860
05 May 2023,Zaporizhia,20230,10,80,0,800,8040,476.0641,359.6704,20,0,16848579826
06 April 2023,Chernihiv,4046,2,16,0,160,1608,104.59270000000001,66.1329,4,0,3362623922
06 April 2023,Dnipropetrovsk,4046,2,16,0,160,1608,95.2066,69.0241,3,0,3362623922
06 April 2023,Donetsk,97104,48,293,128,1978,38592,2318.7392,1810.5224,76,54,80707833117
06 April 2023,Kharkiv,50575,25,185,18,1742,20100,1250.3964,936.3579000000001,49,6,42034958579
06 April 2023,Kherson,32368,16,128,29,1210,12864,749.6818000000001,530.237,18,1,26900991370
06 April 2023,Luhansk,22253,11,74,24,260,8844,539.9589,419.6473,21,6,18498750671
06 April 2023,Sumy,12138,6,48,0,480,4824,309.731,205.4427,12,0,10087871766
06 April 2023,Zaporizhia,42483,21,154,23,1554,16884,998.5439,754.646,38,0,35307551181
06 February 2023,Dnipropetrovsk,8092,4,32,0,320,3216,191.3553,142.271,8,0,6705614920
06 February 2023,Donetsk,84966,42,266,115,1938,33768,2028.3306,1584.4202,74,31,70415532549
06 February 2023,Kharkiv,24276,12,96,9,834,9648,599.1806,446.6784,23,18,20117442568
06 February 2023,Kherson,18207,9,72,7,718,7236,421.8774,301.0825,14,0,15087633573
06 February 2023,Luhansk,16184,8,57,13,268,6432,393.5326,304.95640000000003,15,57,13411827647
06 February 2023,Mykolaiv,4046,2,9,8,98,1608,93.1505,63.1772,4,0,3353405271
06 February 2023,Sumy,12138,6,48,1,418,4824,307.2588,208.2646,12,0,10059020189
06 February 2023,Zaporizhia,42483,21,154,8,1548,16884,999.4206,758.9229,27,0,35205076156
06 January 2023,Chernihiv,2023,1,8,0,80,804,52.2417,32.6379,2,0,1673376411
06 January 2023,Dnipropetrovsk,4046,2,16,0,160,1608,95.1424,68.7928,3,0,3347948967
06 January 2023,Donetsk,91035,45,290,112,1860,36180,2175.0255,1698.7501,79,85,75316315906
06 January 2023,Kharkiv,30345,15,113,8,1138,12060,750.3086,559.8625,30,20,25101842310
06 January 2023,Kherson,16184,8,64,8,576,6432,374.12260000000003,263.4186,15,1,13389427256
06 January 2023,Luhansk,12138,6,44,4,192,4824,295.1689,229.27609999999999,12,0,10042064521
06 January 2023,Zaporizhia,12138,6,41,0,410,4824,284.9107,217.4214,11,0,10040868379
06 June 2023,Chernihiv,14161,7,56,0,560,5628,365.5173,227.3781,14,0,11806724006
06 June 2023,Dnipropetrovsk,6069,3,24,0,240,2412,142.9599,103.6644,6,0,5060024574
06 June 2023,Donetsk,121380,60,347,162,3002,48240,2895.5529,2258.8393,109,214,101208969936
06 June 2023,Kharkiv,60690,30,240,3,2214,24120,1502.918,1114.5517,59,20,50600851344
06 June 2023,Kherson,12138,6,40,16,344,4824,279.7583,199.2193,12,67,10123076768
06 June 2023,Kyiv City,4046,2,16,0,160,1608,100.9593,61.194100000000006,4,0,3373349716
06 June 2023,Luhansk,10115,5,40,3,214,4020,246.0668,190.5429,9,10,8435802407
06 June 2023,Sumy,32368,16,128,0,1280,12864,817.4253,558.2922,32,0,26986797728
06 June 2023,Zaporizhia,26299,13,97,11,792,10452,619.0408,469.7065,25,0,21927984362
06 March 2023,Chernihiv,4046,2,16,0,160,1608,104.3067,64.1585,4,0,3357610306
06 March 2023,Dnipropetrovsk,4046,2,9,8,98,1608,96.03049999999999,69.435,3,0,3357610308
06 March 2023,Donetsk,95081,47,292,131,1710,37788,2270.7586,1775.2965,81,18,78910670651
06 March 2023,Kharkiv,26299,13,104,2,916,10452,651.5489,481.7699,25,12,21824466989
06 March 2023,Kherson,24276,12,89,23,832,9648,560.7469,394.56780000000003,20,1,20146282607
06 March 2023,Kyiv City,2023,1,1,8,18,804,50.4496,30.5224,2,0,1678805155
06 March 2023,Luhansk,16184,8,57,15,144,6432,393.08299999999997,305.0527,15,90,13432303531
06 March 2023,Sumy,20230,10,80,0,800,8040,512.6561,344.765,20,0,16788051530
06 March 2023,Zaporizhia,44506,22,176,1,1698,17688,1046.2416,790.7035,26,14,36933713366
06 May 2023,Chernihiv,16184,8,64,0,640,6432,417.403,259.9332,12,0,13478863867
06 May 2023,Dnipropetrovsk,14161,7,35,45,368,5628,335.1503,241.6112,14,1,11794005879
06 May 2023,Donetsk,101150,50,330,111,2754,40200,2409.8535,1879.6869,62,242,84242899160
06 May 2023,Kharkiv,42483,21,168,10,1492,16884,1051.8826,777.7427,25,34,35382017641
06 May 2023,Kherson,12138,6,48,8,416,4824,280.9273,198.4359,8,9,10109147894
06 May 2023,Kyiv City,2023,1,1,8,18,804,50.4496,30.5224,3,0,1684857983
06 May 2023,Luhansk,8092,4,25,9,196,3216,196.8658,152.2468,5,12,6739431934
06 May 2023,Sumy,22253,11,88,0,880,8844,566.153,377.8672,15,0,18533437813
06 May 2023,Zaporizhia,26299,13,104,7,1038,10452,617.9819,467.1188,13,0,21904361778
07 April 2023,Chernihiv,4046,2,16,0,160,1608,104.59270000000001,66.1329,4,0,3362623922
07 April 2023,Donetsk,119357,59,381,123,2736,47436,2848.9566,2226.5871,106,0,99208474662
07 April 2023,Kharkiv,36414,18,144,0,1440,14472,900.6779,672.6759000000001,36,0,30263615298
07 April 2023,Kherson,22253,11,88,1,818,8844,514.7218,363.4353,21,0,18494431569
07 April 2023,Luhansk,18207,9,72,5,410,7236,441.991,343.0661,18,0,15135137375
07 April 2023,Sumy,6069,3,24,0,240,2412,156.1728,101.51740000000001,6,0,5043935883
07 April 2023,Zaporizhia,20230,10,80,0,800,8040,475.9254,359.7128,20,0,16813119610
07 February 2023,Chernihiv,2023,1,8,0,80,804,52.1783,32.5818,2,0,1676403731
07 February 2023,Dnipropetrovsk,2023,1,8,0,80,804,47.6354,34.6277,2,0,1676403730
07 February 2023,Donetsk,111265,56,348,119,2150,44220,2655.6072,2076.3454,97,109,92204596389
07 February 2023,Kharkiv,58667,29,232,3,2134,23316,1449.5758,1080.115,57,14,48616305977
07 February 2023,Kherson,32368,16,121,8,1218,12864,749.4883,529.4487,30,0,26823057488
07 February 2023,Luhansk,32368,16,110,23,682,12864,785.2822,612.3458,30,111,26828511987
07 February 2023,Sumy,8092,4,32,0,320,3216,203.8057,138.7206,8,0,6705614919
07 February 2023,Zaporizhia,22253,11,88,0,880,8844,523.7139999999999,396.369,22,0,18440441028
07 January 2023,Crimea,2023,1,8,1,18,804,44.6121,33.5244,2,0,1674572556
07 January 2023,Dnipropetrovsk,8092,4,18,16,196,3216,192.0946,138.2015,9,0,6696531524
07 January 2023,Donetsk,103173,51,331,104,2406,41004,2460.8492,1923.4846,78,11,85377992335
07 January 2023,Kharkiv,26299,13,90,24,852,10452,648.4854,484.8766,25,1,21762994662
07 January 2023,Kherson,24276,12,96,7,958,9648,561.49,396.487,24,0,20099326632
07 January 2023,Luhansk,20230,10,69,13,388,8040,491.4884,381.5489,20,38,16741621924
07 January 2023,Mykolaiv,2023,1,8,0,80,804,46.6528,31.6178,2,0,1673986323
07 January 2023,Odesa,2023,1,1,8,18,804,45.89,30.597,2,0,1673986322
07 January 2023,Sumy,4046,2,16,0,160,1608,101.99600000000001,69.60159999999999,4,0,3347972645
07 January 2023,Zaporizhia,28322,14,112,7,1118,11256,666.7599,504.0355,27,0,23435808520
07 June 2023,Chernihiv,6069,3,24,0,240,2412,156.79219999999998,98.6374,3,0,5060024574
07 June 2023,Dnipropetrovsk,4046,2,16,0,160,1608,95.3409,69.1275,3,0,3373349716
07 June 2023,Donetsk,131495,66,429,137,3644,52260,3138.5251,2447.3669,95,216,109636893790
07 June 2023,Kharkiv,62713,31,241,19,2168,24924,1551.4488000000001,1154.7591,39,20,52287526202
07 June 2023,Kherson,26299,14,103,8,966,10452,608.6997,430.1949,14,0,21926773154
07 June 2023,Luhansk,12138,6,48,5,170,4824,295.3519,228.2847,9,20,10121260356
07 June 2023,Mykolaiv,4046,2,9,8,98,1608,93.58,63.5681,4,0,3373349716
07 June 2023,Sumy,22253,11,88,7,878,8844,565.9456,379.8759,21,2,18554585888
07 June 2023,Zaporizhia,42483,21,140,39,1358,16884,999.2615000000001,753.3699,30,0,35420777624
07 March 2023,Chernihiv,4046,2,16,0,160,1608,104.3067,64.1585,4,0,3357610307
07 March 2023,Crimea,2023,1,1,0,10,804,44.6121,33.5244,1,0,1678805155
07 March 2023,Dnipropetrovsk,4046,2,16,0,160,1608,95.5463,70.85249999999999,4,0,3357610308
07 March 2023,Donetsk,109242,55,390,83,2210,43416,2609.1548,2037.2359,99,16,90667738785
07 March 2023,Kharkiv,38437,19,152,4,1272,15276,951.8107,704.6706,38,44,31897918686
07 March 2023,Kherson,28322,14,105,8,1058,11256,655.3765,461.8301,28,0,23503892917
07 March 2023,Kyiv City,2023,1,1,8,18,804,50.4496,30.5224,3,0,1678805152
07 March 2023,Luhansk,14161,7,56,7,126,5628,344.7288,266.3279,14,90,11754119146
07 March 2023,Mykolaiv,2023,1,8,7,78,804,46.942,32.2442,2,1,1679425924
07 March 2023,Sumy,14161,7,56,0,560,5628,358.8672,241.4284,14,0,11751636074
07 March 2023,Zaporizhia,32368,16,121,8,1146,12864,759.5702,576.6322,30,17,26861503227
07 May 2023,Chernihiv,18207,9,72,0,720,7236,470.0166,294.0305,12,0,15163721851
07 May 2023,Crimea,2023,1,8,1,18,804,44.9502,34.1017,3,0,1684857983
07 May 2023,Dnipropetrovsk,2023,1,8,7,78,804,47.5712,34.3964,1,3,1684857980
07 May 2023,Donetsk,107219,53,354,93,2814,42612,2553.4988,1993.3399,70,323,89297473130
07 May 2023,Kharkiv,34391,17,136,1,1298,13668,850.8254000000001,635.811,19,0,28642585710
07 May 2023,Kherson,28322,14,112,14,1116,11256,655.6536,460.404,17,0,23588011759
07 May 2023,Kyiv City,2023,1,1,8,18,804,50.4496,30.5224,2,0,1684857986
07 May 2023,Luhansk,10115,5,40,2,276,4020,246.3024,190.0668,8,36,8424289915
07 May 2023,Mykolaiv,6069,3,24,0,240,2412,141.2464,95.7328,7,0,5054573952
07 May 2023,Sumy,14161,7,56,0,560,5628,362.18989999999997,238.9219,8,0,11794005882
07 May 2023,Zaporizhia,20230,10,80,2,676,8040,475.905,359.7964,13,20,16848579829
08 April 2023,Chernihiv,6069,3,24,0,240,2412,156.7778,98.7825,3,0,5045555546
08 April 2023,Crimea,2023,1,1,8,18,804,45.0347,35.3795,1,0,1681851851
08 April 2023,Dnipropetrovsk,4046,2,16,0,160,1608,95.4051,69.3588,4,0,3363703696
08 April 2023,Donetsk,139587,69,468,120,3720,55476,3331.5921,2598.0962,93,23,116055999339
08 April 2023,Kharkiv,46529,24,184,30,1708,18492,1148.8534,856.8654,27,9,38691034866
08 April 2023,Kherson,26299,13,96,8,968,10452,607.9485999999999,428.7552,16,0,21864659122
08 April 2023,Kyiv,2023,1,8,7,78,804,50.5638,31.1514,2,0,1681851849
08 April 2023,Luhansk,16184,8,64,8,144,6432,392.468,305.1131,16,22,13458910398
08 April 2023,Mykolaiv,2023,1,1,8,18,804,46.9672,32.0183,3,0,1681851849
08 April 2023,Sumy,18207,9,72,0,720,7236,460.3263,312.97429999999997,12,0,15136666639
08 April 2023,Zaporizhia,34391,17,136,8,1296,13668,809.4486,612.5906,25,0,28597531098
08 February 2023,Chernihiv,4046,2,16,7,158,1608,104.4822,65.8655,2,2,3352807459
08 February 2023,Dnipropetrovsk,4046,2,16,7,158,1608,95.5463,70.85249999999999,3,1,3352807460
08 February 2023,Donetsk,149702,75,515,133,3744,59496,3575.0733,2789.5114,101,132,124061049711
08 February 2023,Kharkiv,58667,29,232,21,2314,23316,1450.4474,1076.8681000000001,37,2,48615708164
08 February 2023,Kherson,68782,43,237,103,2392,27336,1588.7101,1126.6058,49,4,57009477767
08 February 2023,Luhansk,22253,11,74,22,384,8844,541.1412,420.3683,16,1,18441038839
08 February 2023,Mykolaiv,4046,2,16,0,160,1608,93.2656,63.1676,4,0,3352807460
08 February 2023,Sumy,24276,12,96,0,960,9648,616.0142,414.4288,17,0,20116844760
08 February 2023,Zaporizhia,46529,25,170,24,1652,18492,1093.9436,828.7089,26,0,38557285790
08 January 2023,Chernihiv,4046,2,16,0,160,1608,104.5818,66.05000000000001,4,0,3347972645
08 January 2023,Dnipropetrovsk,8092,4,32,0,320,3216,190.5554,137.9047,7,0,6695945292
08 January 2023,Donetsk,72828,36,204,109,1330,28944,1737.2632,1362.2236,59,2,60265266326
08 January 2023,Kharkiv,22253,11,88,1,818,8844,549.3055,413.524,20,10,18424728750
08 January 2023,Kherson,24276,12,96,21,954,9648,564.8617,401.8115,15,0,20087835873
08 January 2023,Kyiv City,2023,1,1,8,18,804,50.4496,30.5224,3,0,1673986322
08 January 2023,Luhansk,26299,15,97,21,604,10452,639.2259,495.1698,20,25,21766584532
08 January 2023,Sumy,16184,8,64,0,640,6432,411.7471,275.4501,15,0,13391890584
08 January 2023,Zaporizhia,44506,22,148,10,1364,17688,1044.8864,787.3498,39,0,36830044044
08 June 2023,Cherkasy,2023,1,8,7,78,804,48.7484,30.2218,1,0,1686674859
08 June 2023,Chernihiv,2023,1,8,0,80,804,51.9984,33.2651,2,0,1686674858
08 June 2023,Crimea,2023,1,8,7,78,804,45.3581,36.4675,1,0,1686674858
08 June 2023,Dnipropetrovsk,6069,3,24,7,238,2412,142.97629999999998,103.7552,5,0,5061187025
08 June 2023,Donetsk,123403,61,362,195,2762,49044,2939.6373,2293.1283,103,16,102894433611
08 June 2023,Kharkiv,30345,15,113,10,1014,12060,750.2898,558.7486,29,0,25300122873
08 June 2023,Kherson,32368,16,126,28,1252,12864,747.8398,526.7976,21,4,26987403337
08 June 2023,Luhansk,16184,8,57,25,388,6432,392.4723,307.6921,15,0,13495815181
08 June 2023,Mykolaiv,4046,2,16,0,160,1608,93.2656,63.1676,4,0,3373349716
08 June 2023,Sumy,22253,11,88,0,880,8844,561.3384,383.3744,21,0,18553423443
08 June 2023,Zaporizhia,40460,20,114,49,1126,16080,950.5202,722.5565,25,503,33736519086
08 March 2023,Chernihiv,4046,2,9,8,98,1608,103.5945,63.063,5,0,3357610309
08 March 2023,Dnipropetrovsk,8092,4,32,14,316,3216,190.4443,138.0155,6,1,6715220612
08 March 2023,Donetsk,115311,57,421,79,2696,45828,2755.2862,2149.5715,87,277,95699963739
08 March 2023,Kharkiv,26299,13,104,3,854,10452,648.7871,487.27909999999997,22,37,21824467003
08 March 2023,Kherson,56644,29,217,37,2108,22512,1310.8793,929.0667,44,12,47007165070
08 March 2023,Luhansk,18207,10,72,14,284,7236,443.2131,342.503,16,51,15111729446
08 March 2023,Mykolaiv,4046,2,9,8,98,1608,93.1505,63.1772,4,0,3357610309
08 March 2023,Sumy,12138,6,41,8,418,4824,306.9724,207.95659999999998,13,0,10072830925
08 March 2023,Zaporizhia,48552,24,185,8,1858,19296,1143.3816,863.2088,36,0,40291323697
08 May 2023,Chernihiv,14161,7,56,0,560,5628,365.3756,228.3427,14,0,11794005884
08 May 2023,Dnipropetrovsk,2023,1,8,0,80,804,47.5712,34.3964,1,0,1684857984
08 May 2023,Donetsk,105196,52,353,89,2980,41808,2506.8866,1956.7211,88,510,87612615172
08 May 2023,Kharkiv,48552,24,192,0,1920,19296,1201.6098,890.3204,44,0,40436591612
08 May 2023,Kherson,20230,10,73,23,672,8040,467.84680000000003,329.2425,20,0,16848579827
08 May 2023,Luhansk,12138,6,41,10,294,4824,294.9457,228.5436,11,38,10109147904
08 May 2023,Mykolaiv,2023,1,8,0,80,804,46.6128,31.5498,2,0,1684857984
08 May 2023,Odesa,4046,2,16,7,158,1608,92.9278,61.4772,4,1,3369715965
08 May 2023,Sumy,14161,7,56,7,558,5628,362.1773,238.3308,14,0,11794005883
08 May 2023,Zaporizhia,40460,20,160,2,1476,16080,951.859,719.3763,28,45,33697159671
09 April 2023,Chernihiv,4046,2,16,0,160,1608,104.6512,66.4371,2,0,3363703697
09 April 2023,Donetsk,113288,56,378,103,2866,45024,2705.1707,2109.4055,76,30,94190139511
09 April 2023,Kharkiv,34391,17,136,22,1292,13668,849.2456999999999,634.4233,19,6,28591481430
09 April 2023,Kherson,28322,14,112,1,1058,11256,655.3645,462.649,16,0,23546510972
09 April 2023,Luhansk,14161,7,56,6,188,5628,343.9721,266.5765,13,30,11776473465
09 April 2023,Sumy,12138,6,41,8,418,4824,306.9704,208.0581,9,0,10091111094
09 April 2023,Zaporizhia,28322,14,105,17,932,11256,667.0496,503.346,18,14,23547096055
09 February 2023,Chernihiv,4046,2,16,0,160,1608,104.3929,65.0618,4,0,3352807459
09 February 2023,Dnipropetrovsk,6069,3,17,22,174,2412,143.6659,104.0627,5,1,5029211190
09 February 2023,Donetsk,135541,69,438,179,3290,53868,3235.2424,2524.8664,107,70,112327420171
09 February 2023,Kharkiv,34391,17,136,11,1110,13668,851.251,629.3182,26,52,28500059031
09 February 2023,Kherson,26299,13,97,29,972,10452,608.6615,429.855,23,1,21793248497
09 February 2023,Luhansk,12138,6,41,12,170,4824,295.0996,228.58870000000002,12,118,10059020187
09 February 2023,Mykolaiv,4046,2,9,8,98,1608,93.58,63.5681,5,0,3352807460
09 February 2023,Sumy,28322,14,112,7,1118,11256,717.937,483.04110000000003,28,0,23469652230
09 February 2023,Zaporizhia,48552,24,178,18,1672,19296,1143.6588,861.6345,48,0,40234885157
09 January 2023,Chernihiv,4046,2,16,1,98,1608,104.3047,66.3788,4,0,3347972645
09 January 2023,Dnipropetrovsk,4046,2,16,0,160,1608,95.2544,69.16460000000001,4,0,3347972646
09 January 2023,Donetsk,74851,37,261,72,1530,29748,1786.0671,1394.3505,62,3,61942770039
09 January 2023,Kharkiv,30345,15,120,18,948,12060,750.4714,554.0476,23,2,25120674038
09 January 2023,Kherson,10115,5,40,8,336,4020,234.0673,164.4454,9,11,8370517847
09 January 2023,Luhansk,18207,9,72,19,406,7236,442.6498,342.5656,16,24,15067049366
09 January 2023,Mykolaiv,4046,2,9,15,96,1608,93.68430000000001,64.3478,4,0,3347972644
09 January 2023,Sumy,22253,11,88,6,508,8844,564.0985000000001,380.8285,22,0,18413849547
09 January 2023,Zaporizhia,48552,25,192,8,1856,19296,1141.2852,862.8816,29,0,40175671750
09 June 2023,Chernihiv,8092,4,32,1,258,3216,208.6114,129.5971,8,1,6746699436
09 June 2023,Dnipropetrovsk,8092,4,25,8,258,3216,192.3039,139.3082,8,0,6746699436
09 June 2023,Donetsk,117334,58,401,83,3400,46632,2800.7534,2183.5653,109,0,97831980548
09 June 2023,Kharkiv,46529,23,163,31,1652,18492,1149.8632,854.7905000000001,44,32,38797137081
09 June 2023,Kherson,8092,4,25,22,254,3216,186.4546,133.90550000000002,6,1,6746699436
09 June 2023,Luhansk,12138,6,34,19,170,4824,294.6434,229.50990000000002,11,17,10121254262
09 June 2023,Mykolaiv,2023,1,8,0,80,804,46.6128,31.5498,2,0,1686674859
09 June 2023,Sumy,20230,10,80,0,800,8040,512.979,346.3976,20,0,16866748590
09 June 2023,Zaporizhia,30345,15,92,39,950,12060,714.2608,539.6082,29,2,25303744307
09 June 2023,Zhytomyr,2023,1,8,7,78,804,50.5862,27.6336,1,1,1686674859
09 March 2023,Chernihiv,6069,3,17,8,178,2412,154.3922,96.6199,6,0,5036415463
09 March 2023,Dnipropetrovsk,14161,7,56,14,556,5628,336.1878,242.9025,12,1,11752256842
09 March 2023,Donetsk,109242,54,390,89,2702,43416,2606.2161,2033.1766,81,2,90661024059
09 March 2023,Ivano-Frankivsk,2023,1,8,0,80,804,48.9215,24.7097,3,0,1678805154
09 March 2023,Kharkiv,34391,17,136,8,1296,13668,848.8477,629.9318,30,0,28540308383
09 March 2023,Kherson,40460,20,153,43,1528,16080,936.272,661.0858000000001,22,5,33576723840
09 March 2023,Kirovograd,2023,1,8,0,80,804,48.5153,32.2545,2,0,1678805154
09 March 2023,Kyiv City,4046,2,16,7,158,1608,100.7969,60.906,2,0,3357610308
09 March 2023,Luhansk,10115,5,33,11,152,4020,245.2658,190.7047,10,3,8395888073
09 March 2023,Lviv,2023,1,8,7,78,804,49.8006,24.6683,1,5,1678805152
09 March 2023,Mykolaiv,8092,4,18,16,196,3216,186.762,126.9726,9,0,6715220618
09 March 2023,Odesa,4046,2,16,0,160,1608,92.9278,61.4772,4,0,3358231076
09 March 2023,Sumy,10115,5,33,8,338,4020,257.5664,170.5195,10,0,8394025771
09 March 2023,Ternopil,2023,1,8,0,80,804,49.2685,25.1334,2,0,1678805154
09 March 2023,Vinnytsia,2023,1,8,0,80,804,49.2296,28.4659,3,0,1679425922
09 March 2023,Zaporizhia,40460,22,146,17,1414,16080,952.475,717.0932,39,0,33576723850
09 March 2023,Zhytomyr,2023,1,8,0,80,804,50.2649,28.6767,3,0,1678805154
09 May 2023,Cherkasy,2023,1,8,0,80,804,49.4285,32.0621,3,0,1684857984
09 May 2023,Chernihiv,6069,3,24,0,240,2412,156.56869999999998,97.8497,6,0,5054573952
09 May 2023,Dnipropetrovsk,6069,3,24,7,238,2412,143.8644,104.3974,5,0,5054573950
09 May 2023,Donetsk,76874,38,213,118,1798,30552,1830.0619,1429.644,62,283,64024603404
09 May 2023,Kharkiv,50575,25,199,9,1864,20100,1251.523,934.9849,49,8,42121449592
09 May 2023,Kherson,10115,5,40,1,338,4020,233.268,162.523,10,0,8424289920
09 May 2023,Kyiv City,2023,1,8,0,80,804,50.4496,30.5224,3,0,1684857984
09 May 2023,Luhansk,8092,4,32,2,196,3216,196.2394,153.5876,8,9,6739431936
09 May 2023,Sumy,18207,9,72,0,720,7236,460.6322,312.5403,18,0,15163721856
09 May 2023,Zaporizhia,26299,13,104,8,976,10452,619.2768,467.5889,26,14,21903153787
10 April 2023,Chernihiv,4046,2,16,0,160,1608,104.5984,66.5776,4,0,3364288786
10 April 2023,Donetsk,125426,62,433,127,2720,49848,2996.3063,2339.5344,107,570,104290149045
10 April 2023,Kharkiv,36414,18,137,9,1316,14472,901.121,671.6237,35,15,30275734687
10 April 2023,Kherson,4046,2,16,7,158,1608,93.4973,66.0462,3,0,3363703698
10 April 2023,Kyiv City,2023,1,1,8,18,804,50.4496,30.5224,3,0,1681851849
10 April 2023,Luhansk,18207,9,58,22,224,7236,442.7575,343.0482,18,0,15143224719
10 April 2023,Mykolaiv,4046,2,16,0,160,1608,93.2656,63.1676,4,0,3363703698
10 April 2023,Sumy,20230,10,73,8,738,8040,510.2527,348.0315,21,0,16818518492
10 April 2023,Zaporizhia,30345,15,120,0,1200,12060,714.0792,540.6411,18,0,25228362823
10 February 2023,Chernihiv,8092,4,32,0,320,3216,208.0631,127.3617,8,0,6705614924
10 February 2023,Dnipropetrovsk,4046,2,9,8,98,1608,96.3686,68.43190000000001,5,0,3352807461
10 February 2023,Donetsk,97104,48,265,32,2178,38592,2314.7587,1809.2768,82,0,80472162466
10 February 2023,Kharkiv,44506,22,169,10,1574,17688,1100.6058,815.2269,45,0,36881479886
10 February 2023,Kherson,24276,12,78,25,742,9648,561.1562,395.6442,24,2,20118638194
10 February 2023,Khmelnytskyi,4046,2,9,9,36,1608,98.8256,53.996,4,0,3352807460
10 February 2023,Kyiv City,4046,2,9,8,98,1608,100.7769,61.090199999999996,5,0,3352807461
10 February 2023,Luhansk,14161,7,49,11,312,5628,343.9012,266.9003,14,0,11736021727
10 February 2023,Lviv,4046,2,9,8,98,1608,99.8017,48.558,4,0,3357024368
10 February 2023,Mykolaiv,4046,2,9,8,98,1608,93.58,63.5681,5,0,3352807461
10 February 2023,Odesa,4046,2,9,8,98,1608,92.5364,61.203900000000004,4,0,3353405268
10 February 2023,Sumy,28322,14,105,7,1048,11256,720.9088,480.2822,28,0,23469652232
10 February 2023,Zaporizhia,20230,10,80,1,738,8040,476.3816,360.0548,19,0,16764037309
10 January 2023,Chernihiv,2023,1,8,0,80,804,52.089,31.7781,2,0,1673986323
10 January 2023,Dnipropetrovsk,2023,1,8,0,80,804,47.6354,34.6277,2,0,1673986323
10 January 2023,Donetsk,82943,41,272,113,1906,32964,1978.4819,1546.0698,71,12,68638245897
10 January 2023,Kharkiv,34391,17,136,3,1174,13668,850.6965,630.1988,29,11,28463807279
10 January 2023,Kherson,28322,14,84,15,846,11256,655.0384,462.46770000000004,25,0,23439325927
10 January 2023,Luhansk,14161,7,49,13,188,5628,343.838,266.6461,13,10,11718490493
10 January 2023,Mykolaiv,4046,2,9,8,98,1608,93.68430000000001,64.3478,4,0,3347972645
10 January 2023,Sumy,10115,5,40,0,400,4020,255.1836,174.6543,10,0,8369931615
10 January 2023,Zaporizhia,16184,8,64,0,640,6432,380.8039,288.30830000000003,15,0,13391890584
10 June 2023,Chernihiv,4046,2,16,0,160,1608,104.2673,64.3599,2,0,3374560926
10 June 2023,Crimea,2023,1,8,1,18,804,44.9502,34.1017,2,0,1687280462
10 June 2023,Dnipropetrovsk,6069,3,17,8,178,2412,143.5734,103.5901,7,0,5061841388
10 June 2023,Donetsk,133518,66,374,219,3410,53064,3186.1129,2485.365,96,283,111367105092
10 June 2023,Kharkiv,40460,20,146,48,1220,16080,999.1643,746.0761,27,14,33746808260
10 June 2023,Kherson,18207,9,58,2,456,7236,420.23969999999997,300.0899,10,0,15186723171
10 June 2023,Luhansk,6069,3,24,2,116,2412,147.607,114.1746,5,12,5061841387
10 June 2023,Mykolaiv,2023,1,8,0,80,804,46.6128,31.5498,1,0,1687280463
10 June 2023,Odesa,6069,3,17,22,174,2412,139.1122,91.8219,6,3,5061841386
10 June 2023,Poltava,2023,1,8,0,80,804,49.9685,33.6089,2,0,1687280462
10 June 2023,Sumy,24276,12,96,0,960,9648,616.0482,414.1177,14,0,20247365556
10 June 2023,Zaporizhia,28322,14,105,16,994,11256,666.7149,504.3009,15,2,23622525981
10 March 2023,Chernihiv,8092,4,32,0,320,3216,208.6745,129.8792,8,0,6715220616
10 March 2023,Dnipropetrovsk,2023,1,8,0,80,804,47.5712,34.3964,2,0,1679425922
10 March 2023,Donetsk,111265,56,342,143,2042,44220,2656.9685,2079.4941,92,0,92342291711
10 March 2023,Kharkiv,30345,15,120,3,1014,12060,748.6809,563.2395,30,0,25183298265
10 March 2023,Kherson,36414,18,137,15,1376,14472,843.6514,596.5182,36,2,30220366448
10 March 2023,Luhansk,14161,7,49,11,312,5628,344.2635,266.6017,14,0,11754077990
10 March 2023,Mykolaiv,6069,3,17,22,174,2412,140.1098,95.63080000000001,5,0,5038257193
10 March 2023,Sumy,8092,4,32,0,320,3216,207.2113,136.13729999999998,8,0,6715220616
10 March 2023,Zaporizhia,14161,7,56,1,498,5628,333.3967,251.219,13,0,11751636077
10 May 2023,Chernihiv,8092,4,32,0,320,3216,208.7176,130.7397,4,0,6739431938
10 May 2023,Dnipropetrovsk,6069,3,17,8,178,2412,143.6659,104.0627,5,0,5054573956
10 May 2023,Donetsk,109242,54,375,97,3064,43416,2608.0106,2034.6861,75,263,90985310466
10 May 2023,Kharkiv,32368,16,128,8,1216,12864,800.0493,599.1577,20,32,26957727739
10 May 2023,Kherson,26299,13,103,15,964,10452,607.3379,425.6727,18,2,21903153788
10 May 2023,Luhansk,8092,4,25,9,196,3216,196.1895,152.7824,5,1,6739431937
10 May 2023,Mykolaiv,6069,3,24,14,236,2412,141.60309999999998,97.1568,6,0,5054573954
10 May 2023,Sumy,16184,8,64,7,638,6432,409.9671,277.2062,11,1,13478863868
10 May 2023,Zaporizhia,46529,26,184,31,1646,18492,1094.4232,824.1443,30,55,38751733624
