,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,in2,Одеса,Дніпро,Донецьк,Запоріжжя,in3,Львів,Кривий Ріг,Миколаїв,Севастополь,in4,Маріуполь,Луганськ,Вінниця,Макіївка,in5,Сімферополь,Чернігів,Херсон,Полтава,in6,Хмельницький,Черкаси,Чернівці,Житомир,in7,Суми,Рівне,Горлівка,Івано-Франківськ,in8,Тернопіль,Ужгород,Кропивницький,луцьк,in9,Біла Церква
0,Cherkas'ka oblast,UA-71,22,31,18,4,25,25,22,32,18,3,75,7,9,0,9,75,17,4,4,0,85,5,0,10,0,73,0,2,15,10,11,0,89,0,0,97,2,0,0,1,88,6,3,1,2,100,0
1,Chernihivs'ka oblast,UA-74,26,35,14,4,21,22,20,26,30,2,88,0,12,0,0,92,4,4,0,0,92,0,0,4,4,20,0,76,0,4,84,0,4,4,8,78,16,3,0,3,88,8,4,0,0,100,0
2,Chernivets'ka oblast,UA-77,18,35,16,3,28,27,29,31,11,2,85,1,9,0,5,71,23,2,4,0,87,5,1,7,0,82,0,3,10,5,7,0,0,93,0,87,1,3,0,9,88,8,1,0,3,100,0
3,Crimea,UA-43,22,32,16,3,27,32,36,32,0,0,100,0,0,0,0,39,0,0,0,61,100,0,0,0,0,84,0,0,13,3,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,23,33,14,4,26,33,32,33,2,0,59,2,37,0,2,65,7,27,0,1,96,2,0,2,0,64,0,1,22,13,88,4,2,1,5,93,4,0,0,3,83,3,7,5,2,99,1
5,Donetsk Oblast,UA-14,17,36,18,2,27,36,37,27,0,0,98,0,1,1,0,94,3,0,0,3,100,0,0,0,0,87,0,0,8,5,100,0,0,0,0,98,0,2,0,0,98,1,1,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,19,31,18,5,27,25,28,34,12,1,84,5,7,2,2,62,34,2,2,0,86,9,2,3,0,78,0,0,14,8,78,7,1,11,3,14,1,0,0,85,82,5,7,4,2,99,1
7,Kharkiv Oblast,UA-63,22,27,16,0,35,24,28,27,1,20,91,1,5,0,3,96,4,0,0,0,97,2,0,1,0,55,0,0,5,40,97,0,0,1,2,96,3,0,0,1,91,0,9,0,0,100,0
8,Khersons'ka oblast,UA-65,23,28,19,2,28,32,40,27,1,0,87,3,0,0,10,82,12,0,3,3,97,3,0,0,0,5,0,0,95,0,93,0,4,3,0,100,0,0,0,0,84,0,16,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,21,32,17,2,28,27,30,27,15,1,76,7,12,1,4,70,22,3,4,1,84,6,0,10,0,83,0,2,9,6,10,89,0,1,0,75,6,15,1,3,79,14,5,1,1,98,2
10,Kirovohrads'ka oblast,UA-35,20,41,14,3,22,33,26,34,7,0,73,3,12,0,12,76,8,16,0,0,93,2,3,2,0,75,0,1,12,12,81,8,9,2,0,83,6,9,0,2,18,0,1,80,1,98,2
11,Kyiv city,UA-30,23,30,16,3,28,15,18,18,49,0,88,5,5,1,1,83,16,0,1,0,86,2,0,12,0,74,0,2,17,7,78,7,6,3,6,91,1,5,0,3,83,4,8,2,3,98,2
12,Kyivs'ka oblast,UA-32,20,34,17,3,26,16,17,20,47,0,81,6,9,1,3,81,16,1,1,1,95,3,0,2,0,87,0,0,9,4,81,11,1,0,7,96,0,4,0,0,91,0,5,4,0,34,66
13,Luhans'ka oblast,UA-09,23,35,17,3,22,36,37,27,0,0,99,0,1,0,0,97,1,0,0,2,99,0,1,0,0,94,0,0,1,5,100,0,0,0,0,99,0,0,0,1,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,21,33,18,3,25,23,26,30,19,2,73,9,13,1,4,7,92,0,1,0,73,6,0,21,0,65,0,3,15,17,51,15,6,13,15,59,4,24,0,13,48,17,17,2,16,93,7
15,Mykolaivs'ka oblast,UA-48,21,23,21,4,31,23,39,30,7,1,74,24,0,2,0,42,6,1,51,0,90,0,0,10,0,70,0,0,25,5,93,0,0,0,7,97,3,0,0,0,81,3,16,0,0,100,0
