,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,the2,Одеса,Дніпро,Донецьк,Запоріжжя,the3,Львів,Кривий Ріг,Миколаїв,Севастополь,the4,Маріуполь,Луганськ,Вінниця,Макіївка,the5,Сімферополь,Чернігів,Херсон,Полтава,the6,Хмельницький,Черкаси,Чернівці,Житомир,the7,Суми,Рівне,Горлівка,Івано-Франківськ,the8,Тернопіль,Ужгород,Кропивницький,луцьк,the9,Біла Церква
0,Cherkas'ka oblast,UA-71,18,31,20,5,26,27,27,25,19,2,78,5,17,0,0,84,14,1,1,0,88,0,0,12,0,94,0,0,5,1,12,0,88,0,0,97,3,0,0,0,91,0,1,7,1,97,3
1,Chernihivs'ka oblast,UA-74,20,39,14,6,21,33,28,18,21,0,91,7,2,0,0,93,7,0,0,0,96,0,0,4,0,33,0,66,1,0,87,0,2,0,11,89,7,4,0,0,83,9,2,2,4,98,2
2,Chernivets'ka oblast,UA-77,20,34,12,4,30,30,28,30,12,0,90,6,4,0,0,74,25,0,0,1,90,0,0,10,0,96,0,0,2,2,6,0,0,94,0,90,4,2,0,4,86,8,2,2,2,100,0
3,Crimea,UA-43,22,27,18,3,30,27,41,32,0,0,99,1,0,0,0,39,0,0,0,61,100,0,0,0,0,96,1,0,0,3,99,0,0,1,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,18,35,16,3,28,35,30,34,1,0,76,0,22,0,2,77,5,18,0,0,100,0,0,0,0,96,0,0,2,2,94,1,2,1,2,98,1,0,0,1,95,0,4,0,1,100,0
5,Donetsk Oblast,UA-14,19,33,16,3,29,35,29,36,0,0,98,1,1,0,0,94,3,0,0,3,91,8,0,1,0,93,0,0,3,4,96,0,0,0,4,98,1,0,1,0,98,0,2,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,16,40,15,3,26,30,28,28,14,0,89,2,7,0,2,54,45,0,0,1,98,0,0,2,0,97,0,0,2,1,70,4,0,22,4,12,0,0,0,88,91,3,1,0,5,100,0
7,Kharkiv Oblast,UA-63,16,35,16,3,30,27,28,32,1,12,97,2,1,0,0,94,3,0,1,2,100,0,0,0,0,92,0,0,1,7,97,0,0,0,3,96,2,1,0,1,95,2,3,0,0,100,0
8,Khersons'ka oblast,UA-65,14,37,21,6,22,34,27,35,3,1,96,0,4,0,0,94,0,2,0,4,98,0,0,2,0,4,0,0,96,0,98,0,0,0,2,100,0,0,0,0,90,2,6,0,2,100,0
9,Khmel'nyts'ka oblast,UA-68,22,39,14,4,21,35,27,22,15,1,86,5,7,0,2,75,23,0,0,2,90,1,0,9,0,98,0,1,1,0,10,90,0,0,0,83,1,14,0,2,82,14,2,1,1,99,1
10,Kirovohrads'ka oblast,UA-35,17,37,14,4,28,37,27,29,7,0,84,6,6,0,4,78,10,10,2,0,85,2,0,13,0,91,0,0,7,2,87,2,9,0,2,87,4,7,0,2,21,0,0,79,0,100,0
11,Kyiv city,UA-30,19,34,17,3,27,21,20,26,33,0,88,5,5,0,2,61,37,1,1,0,87,0,0,13,0,72,0,1,14,13,69,6,5,7,13,76,2,15,0,7,68,12,8,2,10,97,3
12,Kyivs'ka oblast,UA-32,15,38,17,2,28,23,19,22,36,0,92,3,4,0,1,89,10,0,0,1,96,0,0,4,0,90,0,1,4,5,87,2,3,3,5,97,0,2,0,1,90,3,4,0,3,43,57
13,Luhans'ka oblast,UA-09,21,38,18,0,23,36,30,32,2,0,98,1,1,0,0,94,1,0,0,5,98,0,2,0,0,98,0,0,1,1,98,1,0,0,1,99,1,0,0,0,95,0,4,0,1,100,0
14,Lviv Oblast,UA-46,20,35,17,3,25,30,27,33,9,1,91,3,6,0,0,5,95,0,0,0,96,0,0,4,0,94,0,0,4,2,90,4,1,4,1,88,2,4,0,6,78,11,4,0,7,100,0
