,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,18,34,12,1,35,25,23,31,17,4,77,7,5,0,11,49,40,4,5,2,76,1,1,22,0,59,0,7,25,9,14,1,80,3,2,83,7,6,2,2,69,8,20,3,0,92,8
1,Chernihivs'ka oblast,UA-74,15,26,22,4,33,31,28,21,18,2,80,20,0,0,0,58,28,7,7,0,89,0,0,11,0,9,0,86,2,3,62,0,7,7,24,80,0,10,10,0,67,0,17,8,8,89,11
2,Chernivets'ka oblast,UA-77,15,34,20,2,29,23,20,37,12,8,77,3,8,0,12,69,23,5,3,0,82,6,0,12,0,65,0,1,33,1,9,0,0,90,1,89,4,2,0,5,84,4,10,0,2,96,4
3,Crimea,UA-43,23,32,17,2,26,28,33,39,0,0,100,0,0,0,0,52,0,0,0,48,100,0,0,0,0,86,0,0,11,3,99,0,0,0,1,100,0,0,0,0,97,0,3,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,17,37,17,2,27,31,27,31,6,5,60,2,31,0,7,53,26,19,2,0,88,1,0,11,0,38,0,2,36,24,60,9,3,16,12,72,13,6,0,9,45,4,42,3,6,96,4
5,Donetsk Oblast,UA-14,17,33,16,4,30,31,37,31,0,1,89,3,5,1,2,92,3,0,2,3,98,1,0,1,0,70,0,0,25,5,90,0,0,1,9,98,1,0,0,1,69,2,29,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,23,33,11,7,26,22,20,31,19,8,72,4,3,0,21,54,38,0,8,0,84,9,0,7,0,64,0,5,26,5,67,2,2,15,14,19,1,1,0,79,73,6,13,5,3,97,3
7,Kharkiv Oblast,UA-63,13,34,21,2,30,23,21,22,1,33,89,2,7,2,0,77,22,0,0,1,90,4,0,6,0,31,0,0,8,61,72,6,1,6,15,92,4,2,0,2,50,1,49,0,0,100,0
8,Khersons'ka oblast,UA-65,16,39,8,1,36,36,17,46,1,0,84,6,0,0,10,75,5,6,8,6,97,3,0,0,0,4,0,0,96,0,87,0,0,3,10,97,3,0,0,0,93,0,7,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,23,37,12,2,26,26,22,22,22,8,58,8,12,0,22,42,49,3,6,0,62,10,2,26,0,51,0,10,32,7,5,89,0,2,4,73,7,15,0,5,43,34,17,5,1,85,15
10,Kirovohrads'ka oblast,UA-35,31,36,14,1,18,28,31,35,5,1,65,13,15,0,7,50,24,4,22,0,79,9,0,12,0,55,0,0,35,10,74,5,6,9,6,76,15,0,3,6,16,1,9,74,0,97,3
11,Kyiv city,UA-30,18,34,16,4,28,14,17,20,47,2,76,8,4,0,12,42,55,1,2,0,68,3,0,29,0,54,0,5,24,17,42,15,6,8,29,59,7,26,0,8,43,15,30,3,9,89,11
12,Kyivs'ka oblast,UA-32,15,33,16,1,35,16,16,21,46,1,80,4,7,0,9,61,36,0,2,1,70,3,0,27,0,65,0,7,24,4,67,5,5,11,12,84,1,6,2,7,60,12,27,0,1,38,62
13,Luhans'ka oblast,UA-09,18,34,18,2,28,28,33,39,0,0,96,1,1,0,2,94,3,0,0,3,94,1,4,1,0,81,0,1,11,7,97,0,0,0,3,99,0,1,0,0,94,3,2,0,1,100,0
