,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,the2,Одеса,Дніпро,Донецьк,Запоріжжя,the3,Львів,Кривий Ріг,Миколаїв,Севастополь,the4,Маріуполь,Луганськ,Вінниця,Макіївка,the5,Сімферополь,Чернігів,Херсон,Полтава,the6,Хмельницький,Черкаси,Чернівці,Житомир,the7,Суми,Рівне,Горлівка,Івано-Франківськ,the8,Тернопіль,Ужгород,Кропивницький,луцьк,the9,Біла Церква
0,Cherkas'ka oblast,UA-71,22,28,16,2,32,24,25,28,21,2,77,4,15,0,4,69,21,6,4,0,85,5,0,10,0,72,0,2,15,11,12,0,87,0,1,87,2,2,3,6,87,2,3,8,0,100,0
1,Chernihivs'ka oblast,UA-74,18,32,21,2,27,32,23,18,25,2,83,0,17,0,0,83,17,0,0,0,70,20,0,10,0,28,0,65,6,1,78,6,5,11,0,100,0,0,0,0,94,0,6,0,0,100,0
2,Chernivets'ka oblast,UA-77,22,33,12,6,27,25,31,32,8,4,83,8,2,2,5,62,27,2,6,3,85,10,0,5,0,81,0,5,7,7,7,0,0,93,0,92,2,3,0,3,92,6,0,0,2,100,0
3,Crimea,UA-43,25,32,18,2,23,27,38,35,0,0,100,0,0,0,0,38,0,0,0,62,100,0,0,0,0,93,0,0,6,1,98,0,0,0,2,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,22,36,14,2,26,32,32,30,5,1,62,2,34,0,2,61,14,24,0,1,95,1,0,4,0,70,0,2,19,9,91,3,2,0,4,90,2,1,0,7,88,4,7,0,1,100,0
5,Donetsk Oblast,UA-14,22,33,14,2,29,31,37,32,0,0,95,1,4,0,0,89,2,0,1,8,96,4,0,0,0,78,0,0,14,8,91,0,2,0,7,95,1,4,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,16,36,18,1,29,28,25,38,9,0,83,5,8,0,4,41,58,0,0,1,88,9,2,1,0,78,0,1,17,4,68,5,4,19,4,15,0,0,0,85,80,5,11,1,3,99,1
7,Kharkiv Oblast,UA-63,27,33,12,2,26,23,27,29,1,20,90,2,5,3,0,84,12,2,0,2,100,0,0,0,0,49,0,0,1,50,95,0,2,0,3,88,7,0,0,5,93,0,7,0,0,100,0
8,Khersons'ka oblast,UA-65,10,31,15,0,44,32,33,35,0,0,81,13,0,0,6,71,11,6,0,12,100,0,0,0,0,3,0,0,97,0,71,0,6,11,12,100,0,0,0,0,71,0,12,5,12,100,0
9,Khmel'nyts'ka oblast,UA-68,20,35,15,1,29,29,30,27,11,3,89,5,2,4,0,64,32,2,2,0,78,6,0,16,0,86,0,3,4,7,10,87,0,1,2,75,6,18,0,1,76,18,3,0,3,98,2
10,Kirovohrads'ka oblast,UA-35,17,31,24,6,22,26,23,42,7,2,53,9,24,6,8,51,19,14,16,0,100,0,0,0,0,67,0,7,11,15,72,4,12,4,8,86,0,14,0,0,17,0,1,81,1,100,0
11,Kyiv city,UA-30,18,34,18,2,28,15,15,19,51,0,88,6,4,0,2,70,28,0,1,1,84,3,0,13,0,74,0,1,15,10,74,4,8,4,10,94,1,2,1,2,79,4,9,3,5,93,7
12,Kyivs'ka oblast,UA-32,19,38,15,3,25,20,23,15,42,0,92,5,2,0,1,74,24,0,2,0,89,5,0,6,0,92,0,2,1,5,77,7,7,4,5,92,3,1,0,4,94,0,3,0,3,32,68
13,Luhans'ka oblast,UA-09,18,38,14,4,26,36,31,33,0,0,100,0,0,0,0,97,0,0,0,3,97,0,3,0,0,89,0,0,8,3,100,0,0,0,0,95,0,5,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,19,34,17,3,27,24,28,29,16,3,75,7,9,1,8,7,93,0,0,0,67,10,1,22,0,63,0,3,17,17,51,17,4,12,16,55,2,33,0,10,45,19,19,1,16,90,10
15,Mykolaivs'ka oblast,UA-48,16,36,13,4,31,42,29,28,1,0,76,17,7,0,0,43,4,0,53,0,92,0,0,8,0,60,0,0,35,5,96,0,0,0,4,92,4,4,0,0,92,0,4,4,0,100,0
16,Odessa Oblast,UA-51,17,36,16,3,28,35,35,27,3,0,66,34,0,0,0,93,3,1,2,1,94,1,0,5,0,86,0,0,12,2,97,0,0,1,2,98,2,0,0,0,95,0,5,0,0,100,0
17,Poltavs'ka oblast,UA-53,14,38,16,3,29,36,19,26,7,12,82,6,11,0,1,68,29,0,3,0,92,4,0,4,0,8,0,0,0,92,93,0,0,4,3,73,13,13,0,1,80,1,14,4,1,99,1
18,Rivnens'ka oblast,UA-56,21,33,12,9,25,25,26,33,13,3,81,5,10,2,2,50,46,1,3,0,81,15,0,4,0,74,0,4,13,9,86,7,5,0,2,6,0,93,0,1,55,3,3,0,39,98,2
19,Sevastopol' city,UA-40,15,39,12,2,32,39,40,21,0,0,100,0,0,0,0,3,0,0,0,97,100,0,0,0,0,82,0,0,18,0,100,0,0,0,0,100,0,0,0,0,87,7,6,0,0,100,0
20,Sums'ka oblast,UA-59,14,39,15,3,29,38,24,26,9,3,89,3,8,0,0,80,20,0,0,0,86,3,0,11,0,70,0,0,3,27,89,0,4,4,3,19,81,0,0,0,92,0,4,0,4,100,0
21,Ternopil's'ka oblast,UA-61,16,35,18,2,29,30,27,29,10,4,87,0,11,0,2,36,63,0,1,0,83,13,2,2,0,79,0,2,15,4,70,9,0,15,6,85,2,8,0,5,5,94,1,0,0,100,0
22,Vinnyts'ka oblast,UA-05,20,34,10,3,33,30,21,32,14,3,81,7,9,0,3,68,29,2,1,0,9,0,0,91,0,76,0,0,10,14,78,9,1,8,4,89,6,5,0,0,83,1,6,0,10,95,5
23,Volyns'ka oblast,UA-07,24,32,7,6,31,29,24,30,13,4,73,5,2,6,14,43,55,1,1,0,82,15,0,3,0,90,0,3,7,0,93,0,0,0,7,79,0,21,0,0,5,0,0,0,95,100,0
24,Zakarpats'ka oblast,UA-21,35,23,11,6,25,25,26,37,11,1,72,8,11,0,9,41,55,2,1,1,87,11,0,2,0,85,0,5,2,8,74,4,7,11,4,85,11,2,0,2,8,0,92,0,0,95,5
25,Zaporiz'ka oblast,UA-23,19,32,17,6,26,37,28,31,3,1,40,0,0,0,60,84,9,0,2,5,93,2,0,5,0,88,0,0,7,5,90,5,0,2,3,98,0,0,0,2,95,0,5,0,0,100,0
26,Zhytomyrs'ka oblast,UA-18,12,37,17,5,29,28,23,27,19,3,86,3,6,0,5,79,19,2,0,0,74,9,0,17,0,82,0,5,5,8,7,0,0,0,93,84,5,11,0,0,97,0,3,0,0,94,6
