,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,20,32,19,4,25,29,22,29,19,1,89,4,6,0,1,66,19,5,9,1,72,9,0,16,3,74,0,3,14,9,13,1,86,0,0,89,1,8,0,2,77,3,14,1,5,98,2
1,Chernihivs'ka oblast,UA-74,19,31,19,0,31,17,31,14,35,3,80,20,0,0,0,67,16,0,0,17,67,16,0,17,0,18,0,69,9,4,100,0,0,0,0,57,43,0,0,0,80,20,0,0,0,100,0
2,Chernivets'ka oblast,UA-77,17,35,16,3,29,31,20,31,14,4,82,6,8,0,4,67,27,3,3,0,82,10,0,8,0,78,0,4,12,6,7,1,0,91,1,93,2,3,0,2,77,7,12,2,2,100,0
3,Crimea,UA-43,28,32,17,1,22,30,40,30,0,0,100,0,0,0,0,39,0,0,0,61,100,0,0,0,0,88,0,0,9,3,99,0,0,0,1,100,0,0,0,0,96,0,2,1,1,100,0
4,Dnipropetrovsk Oblast,UA-12,19,32,18,3,28,28,32,34,4,2,69,3,25,0,3,65,18,15,1,1,90,3,0,7,0,59,0,0,19,22,73,5,1,10,11,83,6,6,0,5,65,5,18,4,8,100,0
5,Donetsk Oblast,UA-14,23,34,20,2,21,29,40,30,1,0,99,0,1,0,0,90,2,1,1,6,96,3,0,1,0,81,0,0,13,6,94,1,0,0,5,99,1,0,0,0,92,0,8,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,20,35,13,4,28,28,27,27,16,2,78,8,8,0,6,53,34,4,6,3,79,17,0,4,0,80,0,4,12,4,66,8,1,15,10,12,2,2,0,84,80,7,11,1,1,97,3
7,Kharkiv Oblast,UA-63,16,37,18,1,28,30,23,29,2,16,91,2,5,1,1,94,6,0,0,0,99,0,0,1,0,59,0,1,8,32,88,1,0,1,10,92,7,1,0,0,83,1,16,0,0,100,0
8,Khersons'ka oblast,UA-65,16,37,10,0,37,34,37,29,0,0,93,0,0,0,7,78,3,6,13,0,100,0,0,0,0,5,0,0,95,0,89,0,0,3,8,96,4,0,0,0,100,0,0,0,0,96,4
9,Khmel'nyts'ka oblast,UA-68,19,40,11,4,26,29,20,28,19,4,79,6,12,1,2,67,24,3,4,2,76,11,0,13,0,85,0,3,6,6,11,85,0,1,3,77,2,16,0,5,76,7,10,2,5,99,1
10,Kirovohrads'ka oblast,UA-35,14,36,20,4,26,33,30,30,4,3,83,8,9,0,0,59,23,2,14,2,91,3,0,6,0,76,0,5,11,8,91,0,6,0,3,76,19,3,2,0,19,1,0,80,0,100,0
11,Kyiv city,UA-30,16,33,17,3,31,17,20,17,46,0,90,3,6,0,1,77,18,1,3,1,79,6,0,15,0,84,0,0,7,9,74,7,3,5,11,88,2,6,0,4,78,3,15,0,4,98,2
12,Kyivs'ka oblast,UA-32,23,30,14,2,31,16,17,20,47,0,87,4,6,0,3,77,17,4,1,1,79,19,0,2,0,89,0,1,5,5,71,10,4,6,9,89,5,3,0,3,89,3,7,0,1,33,67
13,Luhans'ka oblast,UA-09,21,30,22,3,24,31,39,30,0,0,98,0,2,0,0,98,0,0,0,2,98,0,2,0,0,93,0,0,2,5,95,0,0,0,5,100,0,0,0,0,87,2,11,0,0,100,0
14,Lviv Oblast,UA-46,18,35,20,2,25,22,26,28,22,2,78,8,8,0,6,9,90,0,1,0,68,12,0,20,0,56,0,3,20,21,52,10,6,12,20,52,5,32,0,11,47,17,20,2,14,94,6
15,Mykolaivs'ka oblast,UA-48,17,35,14,2,32,36,30,29,5,0,80,17,0,0,3,35,1,0,61,3,96,0,0,4,0,59,0,2,31,8,86,11,0,0,3,92,0,8,0,0,89,3,4,4,0,100,0
