,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,the2,Одеса,Дніпро,Донецьк,Запоріжжя,the3,Львів,Кривий Ріг,Миколаїв,Севастополь,the4,Маріуполь,Луганськ,Вінниця,Макіївка,the5,Сімферополь,Чернігів,Херсон,Полтава,the6,Хмельницький,Черкаси,Чернівці,Житомир,the7,Суми,Рівне,Горлівка,Івано-Франківськ,the8,Тернопіль,Ужгород,Кропивницький,луцьк,the9,Біла Церква
0,Cherkas'ka oblast,UA-71,6,43,20,0,31,33,26,25,16,0,87,5,8,0,0,85,15,0,0,0,85,0,0,15,0,83,0,5,10,2,13,1,85,1,0,95,3,2,0,0,87,0,5,5,3,92,8
1,Chernihivs'ka oblast,UA-74,31,28,18,5,18,22,12,20,44,2,85,8,7,0,0,92,0,0,0,8,92,0,0,8,0,21,0,71,4,4,85,0,8,0,7,74,6,20,0,0,69,6,6,6,13,100,0
2,Chernivets'ka oblast,UA-77,25,42,21,0,12,35,34,25,5,1,91,0,9,0,0,84,16,0,0,0,81,0,0,19,0,77,0,0,15,8,6,0,0,93,1,87,0,0,0,13,81,12,7,0,0,100,0
3,Crimea,UA-43,15,35,17,5,28,33,35,32,0,0,98,0,2,0,0,39,0,0,0,61,100,0,0,0,0,81,0,0,11,8,100,0,0,0,0,100,0,0,0,0,98,0,2,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,21,34,15,4,26,32,32,32,3,1,62,0,31,0,7,60,6,31,2,1,96,2,0,2,0,77,0,0,12,11,89,0,0,2,9,95,2,1,0,2,91,0,5,3,1,99,1
5,Donetsk Oblast,UA-14,23,29,18,1,29,30,38,30,2,0,94,0,6,0,0,84,5,0,2,9,94,3,0,3,0,86,0,0,11,3,97,3,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,13,49,16,0,22,31,24,36,7,2,72,2,17,2,7,53,47,0,0,0,97,0,0,3,0,86,0,0,11,3,74,0,0,26,0,11,1,0,0,88,70,14,9,0,7,100,0
7,Kharkiv Oblast,UA-63,20,37,12,2,29,25,20,26,1,28,94,2,2,2,0,86,14,0,0,0,96,0,0,4,0,62,0,0,2,36,96,0,0,0,4,98,0,2,0,0,84,0,16,0,0,100,0
8,Khersons'ka oblast,UA-65,27,29,10,2,32,35,21,44,0,0,100,0,0,0,0,69,0,0,0,31,100,0,0,0,0,7,0,0,93,0,92,8,0,0,0,100,0,0,0,0,85,0,7,0,8,100,0
9,Khmel'nyts'ka oblast,UA-68,19,30,15,4,32,27,28,27,13,5,77,7,13,0,3,60,33,5,2,0,79,0,0,21,0,74,0,0,16,10,6,92,0,1,1,82,0,11,0,7,67,30,0,0,3,100,0
10,Kirovohrads'ka oblast,UA-35,17,39,9,3,32,33,31,27,9,0,85,0,12,3,0,88,0,12,0,0,92,0,0,8,0,84,0,0,16,0,96,0,4,0,0,81,0,19,0,0,19,0,0,80,1,100,0
11,Kyiv city,UA-30,17,37,15,3,28,17,16,19,48,0,86,7,5,1,1,54,43,1,2,0,75,0,0,25,0,76,0,2,11,11,59,13,7,5,16,72,0,22,0,6,65,16,6,3,10,94,6
12,Kyivs'ka oblast,UA-32,22,37,18,2,21,19,14,19,47,1,83,8,7,0,2,86,11,3,0,0,96,1,0,3,0,86,0,1,12,1,86,3,2,4,5,95,1,1,0,3,93,0,5,1,1,37,63
13,Luhans'ka oblast,UA-09,26,22,15,0,37,24,50,26,0,0,100,0,0,0,0,77,0,0,0,23,100,0,0,0,0,67,0,0,20,13,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,22,35,15,3,25,24,25,36,14,1,84,4,8,0,4,6,94,0,0,0,84,1,0,15,0,78,0,2,9,11,64,9,4,16,7,71,4,13,0,12,50,12,19,0,19,99,1
15,Mykolaivs'ka oblast,UA-48,14,34,14,2,36,33,37,27,2,1,71,21,0,0,8,43,12,2,43,0,95,0,0,5,0,78,0,0,18,4,82,5,4,0,9,90,5,5,0,0,85,10,0,5,0,100,0
16,Odessa Oblast,UA-51,14,36,20,2,28,39,31,28,2,0,59,41,0,0,0,93,4,0,2,1,98,0,0,2,0,77,0,0,20,3,94,1,1,1,3,99,1,0,0,0,96,0,4,0,0,100,0
