,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,25,30,14,5,26,25,25,26,21,3,84,5,8,0,3,79,17,1,3,0,87,1,0,9,3,79,0,4,14,3,11,1,88,0,0,90,9,1,0,0,88,5,0,3,4,93,7
1,Chernihivs'ka oblast,UA-74,20,34,13,5,28,21,23,21,31,4,88,4,8,0,0,84,12,4,0,0,88,0,0,8,4,16,0,81,1,2,85,4,3,4,4,85,8,3,0,4,76,0,14,0,10,96,4
2,Chernivets'ka oblast,UA-77,26,31,14,1,28,27,33,33,6,1,84,6,0,0,10,80,20,0,0,0,91,7,0,2,0,83,0,0,11,6,7,0,0,93,0,91,5,2,0,2,85,6,7,0,2,100,0
3,Crimea,UA-43,17,37,15,1,30,34,34,31,1,0,100,0,0,0,0,36,0,0,0,64,100,0,0,0,0,88,0,0,10,2,99,0,0,0,1,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,19,34,16,4,27,30,35,31,4,0,60,1,36,0,3,62,7,31,0,0,96,0,0,4,0,80,0,1,9,10,80,4,1,10,5,92,1,2,0,5,80,2,9,3,6,100,0
5,Donetsk Oblast,UA-14,24,34,12,1,29,32,38,29,1,0,96,0,0,4,0,80,2,0,0,18,100,0,0,0,0,86,0,0,4,10,91,1,1,2,5,100,0,0,0,0,96,1,3,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,25,31,17,4,23,24,31,33,11,1,85,5,3,1,6,63,36,0,1,0,95,2,0,3,0,89,0,1,7,3,81,5,0,12,2,15,0,0,0,85,84,6,7,1,2,100,0
7,Kharkiv Oblast,UA-63,18,31,18,3,30,21,24,25,3,27,97,1,1,1,0,90,8,0,0,2,97,1,1,1,0,62,0,0,4,34,97,0,1,1,1,98,0,0,0,2,86,2,12,0,0,100,0
8,Khersons'ka oblast,UA-65,22,35,8,4,31,40,30,20,10,0,80,0,0,0,20,51,12,0,12,25,100,0,0,0,0,2,0,0,98,0,100,0,0,0,0,100,0,0,0,0,80,0,20,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,20,36,18,1,25,30,24,28,17,1,71,7,14,1,7,62,32,3,2,1,82,3,0,15,0,79,0,3,10,8,7,91,0,2,0,76,4,19,0,1,71,24,1,3,1,98,2
10,Kirovohrads'ka oblast,UA-35,19,36,19,2,24,29,33,30,7,1,77,5,13,0,5,79,14,2,5,0,88,3,0,9,0,73,0,5,12,10,77,11,5,5,2,83,3,14,0,0,14,0,0,86,0,100,0
11,Kyiv city,UA-30,19,33,16,3,29,15,16,19,50,0,83,4,9,1,3,56,41,1,1,1,78,1,0,21,0,75,0,2,8,15,64,11,6,6,13,70,2,22,0,6,66,14,9,2,9,96,4
12,Kyivs'ka oblast,UA-32,23,34,17,2,24,16,18,20,46,0,88,3,6,0,3,84,14,0,2,0,94,1,0,5,0,86,0,3,8,3,82,6,2,1,9,92,4,3,0,1,89,5,5,0,1,39,61
13,Luhans'ka oblast,UA-09,29,35,11,0,25,33,35,32,0,0,100,0,0,0,0,100,0,0,0,0,98,0,2,0,0,86,0,0,12,2,98,0,0,2,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,22,32,18,2,26,25,28,37,8,2,85,4,8,0,3,8,92,0,0,0,89,2,0,9,0,83,0,2,8,7,78,4,4,7,7,82,1,11,0,6,69,7,15,0,9,99,1
15,Mykolaivs'ka oblast,UA-48,23,29,15,2,31,28,36,31,5,0,79,18,3,0,0,45,9,0,46,0,93,0,0,7,0,72,0,2,20,6,90,4,3,0,3,97,3,0,0,0,84,6,0,3,7,100,0
16,Odessa Oblast,UA-51,19,37,17,4,23,33,32,33,2,0,56,43,1,0,0,93,5,0,2,0,96,0,0,4,0,80,0,2,15,3,92,1,0,1,6,97,1,1,0,1,89,1,6,1,3,100,0
17,Poltavs'ka oblast,UA-53,18,36,19,2,25,26,35,24,13,2,84,3,7,0,6,79,13,0,8,0,93,1,0,6,0,6,0,0,0,94,76,9,3,7,5,68,14,7,0,11,71,4,14,3,8,99,1
