,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,the2,Одеса,Дніпро,Донецьк,Запоріжжя,the3,Львів,Кривий Ріг,Миколаїв,Севастополь,the4,Маріуполь,Луганськ,Вінниця,Макіївка,the5,Сімферополь,Чернігів,Херсон,Полтава,the6,Хмельницький,Черкаси,Чернівці,Житомир,the7,Суми,Рівне,Горлівка,Івано-Франківськ,the8,Тернопіль,Ужгород,Кропивницький,луцьк,the9,Біла Церква
0,Cherkas'ka oblast,UA-71,18,31,19,6,26,28,23,31,15,3,72,11,15,0,2,83,13,2,1,1,100,0,0,0,0,93,0,0,6,1,11,0,88,0,1,97,0,3,0,0,90,2,0,7,1,89,11
1,Chernihivs'ka oblast,UA-74,21,36,15,2,26,35,27,24,14,0,85,6,9,0,0,91,7,0,0,2,93,2,0,5,0,25,0,73,0,2,85,4,2,0,9,89,4,7,0,0,95,0,0,0,5,98,2
2,Chernivets'ka oblast,UA-77,20,24,20,3,33,25,34,36,5,0,82,9,7,2,0,74,25,0,1,0,85,0,0,15,0,98,0,2,0,0,7,0,0,93,0,88,4,2,0,6,85,15,0,0,0,100,0
3,Crimea,UA-43,20,33,14,3,30,32,32,36,0,0,100,0,0,0,0,47,0,0,0,53,100,0,0,0,0,97,0,0,2,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,22,32,15,4,27,33,32,33,2,0,70,1,28,0,1,73,5,22,0,0,99,0,0,1,0,88,0,0,5,7,96,1,0,0,3,95,2,3,0,0,99,0,0,0,1,100,0
5,Donetsk Oblast,UA-14,19,36,15,3,27,35,32,33,0,0,97,1,2,0,0,98,0,0,0,2,90,10,0,0,0,95,0,0,3,2,97,2,1,0,0,99,1,0,0,0,98,0,2,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,20,32,18,6,24,28,34,26,11,1,86,3,9,0,2,57,41,1,1,0,95,0,0,5,0,95,0,1,3,1,77,4,2,15,2,11,0,1,0,88,86,10,1,0,3,99,1
7,Kharkiv Oblast,UA-63,18,33,17,3,29,26,32,32,0,10,97,1,2,0,0,94,6,0,0,0,100,0,0,0,0,90,0,0,1,9,97,2,0,0,1,96,4,0,0,0,98,0,2,0,0,100,0
8,Khersons'ka oblast,UA-65,19,33,21,5,22,33,31,34,2,0,95,1,4,0,0,95,3,0,2,0,100,0,0,0,0,4,0,0,96,0,95,4,0,1,0,95,3,2,0,0,99,0,0,1,0,100,0
9,Khmel'nyts'ka oblast,UA-68,22,29,16,4,29,31,28,27,13,1,81,7,10,1,1,82,13,1,3,1,80,0,0,20,0,94,0,3,3,0,8,91,0,1,0,77,4,14,0,5,75,10,2,2,11,95,5
10,Kirovohrads'ka oblast,UA-35,19,33,11,0,37,36,27,28,6,3,74,7,19,0,0,84,6,6,4,0,96,0,0,4,0,77,0,2,14,7,93,0,5,0,2,93,0,5,0,2,21,0,0,79,0,100,0
11,Kyiv city,UA-30,18,34,17,4,27,22,21,25,32,0,91,5,4,0,0,64,33,0,2,1,88,0,0,12,0,72,0,1,14,13,68,8,5,6,13,78,2,13,0,7,70,9,8,2,11,96,4
12,Kyivs'ka oblast,UA-32,20,33,17,6,24,22,23,23,32,0,87,5,6,0,2,87,13,0,0,0,96,1,0,3,0,91,0,3,4,2,85,6,4,1,4,95,3,1,0,1,93,1,5,0,1,43,57
13,Luhans'ka oblast,UA-09,22,31,18,3,26,30,36,33,1,0,96,0,4,0,0,96,4,0,0,0,97,0,3,0,0,89,0,3,6,2,99,1,0,0,0,96,4,0,0,0,96,1,3,0,0,100,0
14,Lviv Oblast,UA-46,18,35,17,4,26,29,28,36,6,1,90,3,7,0,0,6,94,0,0,0,96,0,0,4,0,95,0,0,2,3,89,3,2,3,3,88,2,4,0,6,75,14,2,0,9,100,0
15,Mykolaivs'ka oblast,UA-48,21,34,18,1,26,30,33,35,2,0,88,12,0,0,0,60,1,0,39,0,99,0,0,1,0,77,0,0,20,3,95,4,1,0,0,99,0,1,0,0,100,0,0,0,0,100,0
16,Odessa Oblast,UA-51,17,36,16,3,28,35,30,33,2,0,66,34,0,0,0,96,3,0,1,0,96,0,0,4,0,93,0,0,6,1,93,3,0,0,4,98,2,0,0,0,99,0,1,0,0,100,0
17,Poltavs'ka oblast,UA-53,22,29,18,3,28,27,31,33,7,2,92,2,6,0,0,91,3,4,2,0,93,0,0,7,0,6,0,0,0,94,94,2,1,0,3,82,4,13,0,1,91,1,3,0,5,98,2
18,Rivnens'ka oblast,UA-56,22,31,11,7,29,27,26,28,18,1,81,6,13,0,0,72,26,0,2,0,93,0,0,7,0,99,0,0,0,1,85,7,1,0,7,5,0,95,0,0,60,3,0,0,37,100,0
19,Sevastopol' city,UA-40,20,35,17,1,27,35,41,24,0,0,100,0,0,0,0,4,0,0,0,96,100,0,0,0,0,96,0,0,4,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,18,33,19,4,26,36,32,28,4,0,96,0,2,0,2,91,5,1,1,2,100,0,0,0,0,91,0,2,1,6,99,1,0,0,0,31,69,0,0,0,96,2,1,0,1,99,1
21,Ternopil's'ka oblast,UA-61,19,28,18,4,31,23,33,32,11,1,83,5,7,2,3,49,49,0,2,0,84,3,2,11,0,92,0,2,0,6,76,11,0,8,5,70,3,7,0,20,4,96,0,0,0,100,0
22,Vinnyts'ka oblast,UA-05,17,34,11,3,35,31,30,30,9,0,88,7,5,0,0,88,10,0,2,0,10,0,0,90,0,86,0,1,9,4,88,5,0,2,5,90,1,9,0,0,90,3,0,3,4,100,0
23,Volyns'ka oblast,UA-07,21,35,12,1,31,33,23,29,15,0,78,8,13,0,1,49,48,0,2,1,98,0,0,2,0,96,0,0,2,2,88,4,2,2,4,72,8,17,0,3,5,0,0,0,95,100,0
24,Zakarpats'ka oblast,UA-21,37,32,10,3,18,35,29,33,3,0,97,1,2,0,0,76,24,0,0,0,98,0,0,2,0,98,0,1,0,1,93,1,1,4,1,93,0,1,0,6,15,0,85,0,0,100,0
25,Zaporiz'ka oblast,UA-23,18,34,21,3,24,33,37,28,2,0,59,1,3,0,37,97,2,0,0,1,98,2,0,0,0,83,0,0,12,5,94,3,0,2,1,99,1,0,0,0,98,1,1,0,0,100,0
26,Zhytomyrs'ka oblast,UA-18,16,35,21,4,24,29,23,24,22,2,92,0,5,1,2,82,15,0,3,0,86,0,1,13,0,84,0,6,5,5,6,0,0,0,94,77,3,16,0,4,90,4,3,0,3,99,1
