,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,13,38,17,3,29,29,23,30,16,2,82,8,8,0,2,82,14,2,0,2,96,0,2,2,0,72,0,7,12,9,13,0,87,0,0,89,4,5,0,2,96,0,2,2,0,98,2
1,Chernihivs'ka oblast,UA-74,21,16,26,5,32,13,37,27,23,0,100,0,0,0,0,86,14,0,0,0,100,0,0,0,0,22,0,67,0,11,100,0,0,0,0,75,25,0,0,0,86,0,0,0,14,100,0
2,Chernivets'ka oblast,UA-77,26,33,20,4,17,32,27,29,10,2,76,3,18,0,3,72,26,0,2,0,87,7,0,6,0,87,0,3,7,3,5,0,0,94,1,76,12,0,0,12,78,22,0,0,0,100,0
3,Crimea,UA-43,28,29,19,1,23,29,39,32,0,0,100,0,0,0,0,36,0,0,0,64,98,0,0,2,0,96,2,0,2,0,98,0,0,2,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,24,31,15,2,28,31,33,33,2,1,56,1,42,0,1,65,8,25,0,2,93,6,0,1,0,54,0,2,38,6,89,3,1,3,4,96,2,1,0,1,78,0,15,2,5,100,0
5,Donetsk Oblast,UA-14,25,28,18,2,27,31,40,29,0,0,94,1,1,4,0,94,0,0,0,6,99,0,0,0,1,78,0,0,5,17,99,0,0,0,1,99,0,1,0,0,84,1,14,0,1,100,0
6,Ivano-Frankivs'ka oblast,UA-26,17,36,24,3,20,25,29,30,14,2,77,8,10,1,4,59,36,1,2,2,88,8,0,4,0,81,0,12,3,4,78,7,0,13,2,13,1,0,0,86,78,7,9,5,1,100,0
7,Kharkiv Oblast,UA-63,22,32,13,3,30,31,21,29,0,19,100,0,0,0,0,84,16,0,0,0,100,0,0,0,0,60,0,0,3,37,93,0,2,2,3,98,2,0,0,0,89,0,5,2,4,100,0
8,Khersons'ka oblast,UA-65,12,34,19,4,31,40,30,30,0,0,89,0,5,0,6,73,4,10,4,9,100,0,0,0,0,3,0,0,97,0,89,0,5,0,6,100,0,0,0,0,89,0,11,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,22,36,15,3,24,26,25,30,16,3,81,13,3,0,3,67,29,3,1,0,71,13,0,16,0,79,0,5,9,7,9,89,0,1,1,78,1,16,2,3,79,13,5,0,3,98,2
10,Kirovohrads'ka oblast,UA-35,26,25,16,7,26,20,28,38,8,6,61,16,21,0,2,73,8,14,5,0,93,7,0,0,0,66,0,2,22,10,77,3,8,3,9,84,0,16,0,0,20,3,2,75,0,97,3
11,Kyiv city,UA-30,24,31,14,2,29,16,17,20,47,0,92,3,2,0,3,75,24,0,1,0,89,4,0,7,0,70,0,7,14,9,75,3,4,3,15,89,2,5,0,4,79,3,12,3,3,94,6
12,Kyivs'ka oblast,UA-32,17,36,15,2,30,20,19,18,43,0,78,10,9,0,3,92,8,0,0,0,89,0,0,11,0,84,0,4,7,5,84,7,2,7,0,94,0,6,0,0,90,4,6,0,0,29,71
13,Luhans'ka oblast,UA-09,28,34,16,2,20,32,28,37,3,0,100,0,0,0,0,98,2,0,0,0,100,0,0,0,0,98,0,0,0,2,100,0,0,0,0,100,0,0,0,0,98,0,0,2,0,100,0
14,Lviv Oblast,UA-46,20,32,18,3,27,23,25,32,16,4,76,8,12,0,4,10,89,0,1,0,72,6,0,22,0,64,0,4,14,18,53,13,3,15,16,65,4,20,0,11,49,18,18,1,14,94,6
15,Mykolaivs'ka oblast,UA-48,25,27,20,0,28,26,40,27,7,0,94,6,0,0,0,35,4,0,61,0,84,0,0,16,0,63,0,0,33,4,94,0,0,6,0,84,11,5,0,0,84,5,11,0,0,100,0
16,Odessa Oblast,UA-51,25,33,15,4,23,34,33,31,2,0,59,41,0,0,0,85,8,0,3,4,94,1,0,5,0,80,0,0,17,3,86,3,2,2,7,100,0,0,0,0,95,1,4,0,0,99,1
17,Poltavs'ka oblast,UA-53,26,27,18,2,27,26,26,31,10,7,81,7,10,1,1,73,17,7,0,3,86,3,0,11,0,6,0,0,0,94,80,5,1,9,5,66,34,0,0,0,70,3,19,1,7,98,2
18,Rivnens'ka oblast,UA-56,18,35,14,1,32,31,25,25,19,0,66,15,11,4,4,58,41,0,1,0,86,6,0,8,0,86,0,6,5,3,70,5,4,14,7,5,0,95,0,0,59,7,2,2,30,100,0
19,Sevastopol' city,UA-40,30,25,25,2,18,23,40,37,0,0,100,0,0,0,0,4,0,0,0,96,100,0,0,0,0,89,0,0,5,6,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,15,33,18,0,34,22,25,37,12,4,84,6,10,0,0,90,0,4,3,3,93,4,0,3,0,79,0,3,3,15,97,3,0,0,0,19,81,0,0,0,93,0,0,4,3,100,0
21,Ternopil's'ka oblast,UA-61,21,34,15,3,27,32,22,33,11,2,75,5,10,0,10,52,44,2,1,1,88,10,0,2,0,85,0,4,9,2,75,12,1,11,1,82,1,10,0,7,7,93,0,0,0,98,2
22,Vinnyts'ka oblast,UA-05,17,34,12,4,33,29,24,29,17,1,78,11,6,1,4,80,8,2,6,4,10,1,0,89,0,73,0,5,12,10,76,9,6,5,4,86,2,12,0,0,86,4,9,1,0,95,5
23,Volyns'ka oblast,UA-07,30,29,15,2,24,28,30,22,18,2,64,10,6,3,17,41,53,2,2,2,68,22,3,7,0,80,0,8,8,4,80,4,8,8,0,62,3,32,0,3,4,1,0,0,95,100,0
24,Zakarpats'ka oblast,UA-21,35,29,11,2,23,32,22,31,10,5,77,1,14,0,8,59,37,1,3,0,87,12,0,1,0,72,0,8,11,9,77,9,3,10,1,86,7,7,0,0,9,1,90,0,0,98,2
25,Zaporiz'ka oblast,UA-23,22,36,15,3,24,36,26,38,0,0,49,0,1,0,50,90,4,0,2,4,96,4,0,0,0,85,0,0,10,5,96,2,0,0,2,100,0,0,0,0,92,0,4,0,4,100,0
26,Zhytomyrs'ka oblast,UA-18,17,41,17,3,22,24,26,22,27,1,91,9,0,0,0,58,40,2,0,0,75,18,0,7,0,75,0,14,11,0,5,0,0,0,95,72,3,22,0,3,84,0,12,0,4,100,0
