,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,in2,Одеса,Дніпро,Донецьк,Запоріжжя,in3,Львів,Кривий Ріг,Миколаїв,Севастополь,in4,Маріуполь,Луганськ,Вінниця,Макіївка,in5,Сімферополь,Чернігів,Херсон,Полтава,in6,Хмельницький,Черкаси,Чернівці,Житомир,in7,Суми,Рівне,Горлівка,Івано-Франківськ,in8,Тернопіль,Ужгород,Кропивницький,луцьк,in9,Біла Церква
0,Cherkas'ka oblast,UA-71,18,39,9,3,31,27,30,25,17,1,82,10,7,0,1,79,12,7,1,1,89,4,0,7,0,82,0,1,7,10,17,0,83,0,0,89,9,1,0,1,80,1,5,11,3,97,3
1,Chernihivs'ka oblast,UA-74,17,40,8,0,35,26,34,16,24,0,93,4,3,0,0,90,7,3,0,0,84,16,0,0,0,34,0,61,2,3,82,3,3,6,6,93,3,4,0,0,82,3,3,6,6,97,3
2,Chernivets'ka oblast,UA-77,25,29,9,6,31,25,41,24,10,0,84,7,3,1,5,81,10,1,7,1,90,9,0,1,0,81,0,3,10,6,10,0,0,90,0,90,7,0,0,3,87,7,4,1,1,99,1
3,Crimea,UA-43,19,33,21,0,27,32,35,33,0,0,99,0,1,0,0,49,0,0,0,51,100,0,0,0,0,93,0,0,5,2,99,0,0,0,1,99,0,1,0,0,99,1,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,33,19,2,26,36,34,28,1,1,61,3,33,0,3,63,8,28,0,1,93,4,0,3,0,66,0,1,22,11,92,2,1,2,3,95,2,2,0,1,81,3,5,6,5,100,0
5,Donetsk Oblast,UA-14,19,32,14,2,33,32,38,30,0,0,99,0,1,0,0,94,3,0,0,3,100,0,0,0,0,86,0,0,8,6,97,0,0,0,3,99,0,1,0,0,98,1,0,0,1,100,0
6,Ivano-Frankivs'ka oblast,UA-26,19,33,18,2,28,28,32,28,9,3,74,18,3,0,5,56,36,8,0,0,82,18,0,0,0,84,0,0,9,7,72,8,2,15,3,15,0,0,0,85,72,23,2,3,0,99,1
7,Kharkiv Oblast,UA-63,17,36,20,0,27,27,23,30,3,17,90,6,4,0,0,94,4,2,0,0,100,0,0,0,0,59,0,0,4,37,94,0,2,0,4,100,0,0,0,0,88,4,4,4,0,100,0
8,Khersons'ka oblast,UA-65,24,24,16,6,30,32,33,34,1,0,76,20,4,0,0,74,4,4,15,3,100,0,0,0,0,4,0,0,96,0,91,0,0,0,9,100,0,0,0,0,87,0,4,9,0,100,0
9,Khmel'nyts'ka oblast,UA-68,21,35,14,4,26,26,23,33,16,2,78,13,6,0,3,67,24,6,3,0,77,11,0,12,0,80,0,3,11,6,8,91,0,1,0,83,4,13,0,0,66,16,13,4,1,100,0
10,Kirovohrads'ka oblast,UA-35,19,36,22,2,21,34,36,22,8,0,82,5,7,2,4,72,16,6,6,0,84,5,2,9,0,74,0,0,12,14,84,5,4,2,5,93,0,0,2,5,18,1,2,78,1,100,0
11,Kyiv city,UA-30,17,34,17,4,28,19,19,18,44,0,93,4,2,0,1,81,16,1,0,2,89,4,0,7,0,74,0,2,16,8,79,4,7,2,8,93,3,3,0,1,84,5,7,2,2,98,2
12,Kyivs'ka oblast,UA-32,21,32,19,1,27,19,18,20,43,0,82,7,9,1,1,74,14,8,1,3,90,6,0,4,0,72,0,2,10,16,78,7,2,2,11,90,4,2,0,4,91,6,2,0,1,36,64
13,Luhans'ka oblast,UA-09,22,34,9,3,32,31,37,31,1,0,100,0,0,0,0,90,3,0,0,7,99,0,1,0,0,95,0,0,3,2,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,18,34,19,2,27,27,27,28,15,3,70,15,8,1,6,9,90,1,0,0,71,8,0,21,0,63,0,3,15,19,54,12,6,13,15,61,2,26,0,11,45,22,18,2,13,95,5
15,Mykolaivs'ka oblast,UA-48,16,34,19,6,25,34,32,32,2,0,82,18,0,0,0,55,0,0,45,0,90,3,0,7,0,79,0,0,12,9,93,3,0,0,4,93,7,0,0,0,82,3,3,9,3,97,3
16,Odessa Oblast,UA-51,23,30,15,2,30,28,37,34,1,0,58,41,1,0,0,92,4,0,3,1,98,0,0,2,0,70,0,0,23,7,93,2,0,2,3,98,0,2,0,0,90,1,9,0,0,100,0
17,Poltavs'ka oblast,UA-53,21,37,11,3,28,34,28,26,8,4,81,10,6,0,3,83,12,5,0,0,86,8,0,6,0,7,0,0,1,92,89,1,0,6,4,83,8,7,0,2,79,3,9,4,5,99,1
18,Rivnens'ka oblast,UA-56,17,32,16,3,32,23,29,28,15,5,66,15,10,5,4,61,32,4,2,1,81,16,0,3,0,84,0,3,7,6,87,4,0,5,4,7,0,93,0,0,60,5,2,0,33,100,0
19,Sevastopol' city,UA-40,11,40,13,0,36,44,35,21,0,0,100,0,0,0,0,4,0,0,0,96,100,0,0,0,0,95,0,0,5,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
