,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,21,32,16,5,26,21,27,35,17,0,82,4,13,1,0,78,14,4,4,0,82,6,0,9,3,93,0,0,5,2,15,0,84,0,1,97,0,2,0,1,92,5,2,0,1,99,1
1,Chernihivs'ka oblast,UA-74,27,30,9,0,34,25,30,20,21,4,83,6,5,0,6,70,25,0,0,5,100,0,0,0,0,14,0,85,0,1,83,6,6,0,5,88,6,0,0,6,94,0,0,0,6,100,0
2,Chernivets'ka oblast,UA-77,17,19,28,5,31,17,32,37,14,0,84,4,8,4,0,62,36,0,0,2,88,12,0,0,0,71,0,0,26,3,4,1,0,95,0,92,4,0,0,4,88,8,0,4,0,100,0
3,Crimea,UA-43,20,35,16,4,25,33,35,32,0,0,100,0,0,0,0,36,1,0,0,63,100,0,0,0,0,83,0,0,10,7,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,21,33,18,4,24,35,28,32,3,2,52,1,42,0,5,59,12,27,1,1,100,0,0,0,0,82,0,1,11,6,88,1,2,5,4,92,1,2,0,5,89,4,4,3,0,100,0
5,Donetsk Oblast,UA-14,25,31,15,0,29,28,28,40,4,0,99,0,1,0,0,86,3,0,1,10,99,0,0,1,0,86,0,0,6,8,99,0,0,1,0,100,0,0,0,0,93,0,4,3,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,23,41,18,2,16,30,30,27,11,2,73,3,12,4,8,65,35,0,0,0,91,5,0,4,0,89,0,2,2,7,69,7,2,19,3,9,0,0,0,91,85,4,5,4,2,100,0
7,Kharkiv Oblast,UA-63,22,35,18,1,24,28,19,28,3,22,99,0,1,0,0,99,1,0,0,0,100,0,0,0,0,67,0,0,3,30,93,1,1,4,1,100,0,0,0,0,96,2,0,1,1,100,0
8,Khersons'ka oblast,UA-65,30,15,20,5,30,20,26,54,0,0,100,0,0,0,0,89,0,0,0,11,100,0,0,0,0,5,0,0,95,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,14,36,18,3,29,29,20,33,18,0,87,2,9,0,2,69,26,5,0,0,81,0,0,19,0,76,2,4,16,2,7,92,0,1,0,70,9,19,0,2,72,17,5,0,6,100,0
10,Kirovohrads'ka oblast,UA-35,28,43,13,4,12,29,40,18,11,2,82,0,12,0,6,62,24,9,0,5,93,0,0,7,0,60,0,0,27,13,65,5,20,0,10,73,5,17,0,5,9,1,0,90,0,100,0
11,Kyiv city,UA-30,18,33,18,4,27,13,17,18,52,0,84,6,7,0,3,54,43,1,2,0,83,0,0,17,0,80,0,3,6,11,63,10,8,6,13,70,3,22,0,5,67,14,9,1,9,95,5
12,Kyivs'ka oblast,UA-32,17,33,18,3,29,15,17,18,49,1,88,3,8,0,1,81,15,1,2,1,92,2,0,5,1,84,0,2,10,4,84,5,1,2,8,89,4,5,0,2,90,3,2,1,4,36,64
13,Luhans'ka oblast,UA-09,32,26,20,1,21,24,35,41,0,0,97,0,3,0,0,94,0,0,0,6,100,0,0,0,0,94,0,0,3,3,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,19,37,15,4,25,25,28,34,11,2,87,4,8,0,1,8,92,0,0,0,90,1,0,9,0,84,0,3,3,10,72,6,4,12,6,78,1,14,0,7,63,9,15,0,13,100,0
15,Mykolaivs'ka oblast,UA-48,23,29,22,3,23,25,33,41,1,0,79,21,0,0,0,55,0,0,45,0,100,0,0,0,0,82,0,0,18,0,93,7,0,0,0,97,0,0,0,3,93,3,0,0,4,97,3
16,Odessa Oblast,UA-51,19,32,16,2,31,28,31,39,2,0,55,44,0,0,1,93,6,0,1,0,96,1,0,3,0,87,0,1,6,6,90,5,0,1,4,98,1,1,0,0,95,1,3,1,0,99,1
