,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,20,29,24,4,23,28,26,27,19,0,83,10,5,0,2,71,23,0,4,2,79,9,0,12,0,72,0,9,13,6,12,1,86,0,1,83,0,15,0,2,81,5,7,2,5,95,5
1,Chernihivs'ka oblast,UA-74,0,36,27,0,37,31,16,23,23,7,100,0,0,0,0,43,43,0,14,0,75,25,0,0,0,15,0,62,9,14,60,20,20,0,0,60,40,0,0,0,75,25,0,0,0,100,0
2,Chernivets'ka oblast,UA-77,22,30,14,3,31,28,19,33,18,2,88,5,2,0,5,79,9,4,4,4,84,7,0,9,0,79,0,6,11,4,8,2,0,89,1,82,9,9,0,0,77,6,9,2,6,98,2
3,Crimea,UA-43,29,32,16,1,22,28,44,28,0,0,100,0,0,0,0,43,0,0,0,57,100,0,0,0,0,85,0,0,15,0,100,0,0,0,0,100,0,0,0,0,94,0,2,2,2,100,0
4,Dnipropetrovsk Oblast,UA-12,20,33,18,3,26,29,30,34,6,1,66,4,27,0,3,66,17,13,2,2,88,1,0,11,0,56,0,2,21,21,69,5,0,14,12,80,5,9,0,6,63,4,18,3,12,99,1
5,Donetsk Oblast,UA-14,24,34,14,2,26,30,35,35,0,0,97,2,1,0,0,88,3,1,0,8,99,1,0,0,0,82,0,0,9,9,95,0,1,0,4,99,1,0,0,0,87,0,13,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,23,37,12,2,26,31,25,27,14,3,78,12,5,1,4,55,38,4,2,1,78,22,0,0,0,89,0,0,7,4,66,7,2,16,9,13,3,3,0,81,78,7,12,1,2,100,0
7,Kharkiv Oblast,UA-63,21,31,17,1,30,27,23,34,1,15,96,0,2,2,0,92,6,0,0,2,100,0,0,0,0,68,0,0,9,23,90,2,0,2,6,96,2,2,0,0,85,0,13,2,0,100,0
8,Khersons'ka oblast,UA-65,26,37,5,0,32,35,38,27,0,0,100,0,0,0,0,63,12,13,12,0,100,0,0,0,0,3,0,0,97,0,100,0,0,0,0,84,8,8,0,0,91,0,9,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,22,35,13,1,29,27,24,24,23,2,72,6,11,4,7,58,36,1,5,0,69,19,0,12,0,77,0,7,12,4,9,87,0,1,3,66,4,24,0,6,70,15,13,2,0,97,3
10,Kirovohrads'ka oblast,UA-35,14,32,22,8,24,27,24,36,8,5,90,0,10,0,0,72,10,8,8,2,97,3,0,0,0,88,0,3,3,6,94,0,3,0,3,94,6,0,0,0,22,1,0,77,0,100,0
11,Kyiv city,UA-30,17,31,18,1,33,16,18,22,44,0,91,4,5,0,0,79,20,0,1,0,85,6,0,9,0,86,0,2,8,4,76,6,3,2,13,91,3,3,0,3,84,3,8,0,5,100,0
12,Kyivs'ka oblast,UA-32,23,34,11,3,29,18,24,16,42,0,85,2,5,0,8,72,20,8,0,0,79,17,0,4,0,75,0,7,9,9,66,8,10,8,8,87,5,8,0,0,83,2,15,0,0,30,70
13,Luhans'ka oblast,UA-09,24,32,14,5,25,32,33,34,0,1,97,0,3,0,0,97,3,0,0,0,100,0,0,0,0,89,0,0,6,5,85,0,2,0,13,95,0,5,0,0,92,0,8,0,0,100,0
14,Lviv Oblast,UA-46,18,36,18,3,25,23,26,30,19,2,76,10,8,0,6,10,89,0,1,0,67,8,0,25,0,57,0,4,18,21,50,11,6,13,20,48,6,35,0,11,47,19,19,3,12,94,6
15,Mykolaivs'ka oblast,UA-48,16,39,17,5,23,40,26,31,3,0,85,15,0,0,0,35,2,0,59,4,95,5,0,0,0,68,0,4,20,8,81,4,0,0,15,85,0,10,0,5,81,10,4,5,0,100,0
16,Odessa Oblast,UA-51,22,28,15,2,33,29,37,32,2,0,58,41,1,0,0,92,4,0,1,3,90,3,0,7,0,81,0,1,18,0,86,4,0,2,8,91,4,5,0,0,86,0,13,1,0,100,0
17,Poltavs'ka oblast,UA-53,18,38,18,2,24,33,26,28,8,5,84,7,6,0,3,82,9,6,0,3,81,14,0,5,0,7,0,0,1,92,78,5,1,2,14,70,11,15,0,4,79,0,9,5,7,100,0
18,Rivnens'ka oblast,UA-56,19,30,17,7,27,28,21,22,27,2,72,14,14,0,0,50,45,2,3,0,72,25,0,3,0,74,0,11,15,0,63,15,6,0,16,3,0,97,0,0,52,13,15,0,20,96,4
19,Sevastopol' city,UA-40,26,35,19,0,20,37,26,37,0,0,95,5,0,0,0,4,0,0,0,96,100,0,0,0,0,95,0,0,5,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
