,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,in2,Одеса,Дніпро,Донецьк,Запоріжжя,in3,Львів,Кривий Ріг,Миколаїв,Севастополь,in4,Маріуполь,Луганськ,Вінниця,Макіївка,in5,Сімферополь,Чернігів,Херсон,Полтава,in6,Хмельницький,Черкаси,Чернівці,Житомир,in7,Суми,Рівне,Горлівка,Івано-Франківськ,in8,Тернопіль,Ужгород,Кропивницький,луцьк,in9,Біла Церква
0,Cherkas'ka oblast,UA-71,20,33,17,4,26,28,26,28,16,2,80,8,11,1,0,88,11,0,1,0,85,3,0,11,1,91,0,0,4,5,12,2,86,0,0,90,3,0,2,5,97,2,0,0,1,97,3
1,Chernihivs'ka oblast,UA-74,19,33,17,3,28,28,27,21,24,0,85,6,3,6,0,90,10,0,0,0,91,0,3,6,0,29,0,69,0,2,94,0,0,6,0,82,18,0,0,0,100,0,0,0,0,97,3
2,Chernivets'ka oblast,UA-77,15,31,20,5,29,22,33,38,7,0,92,1,7,0,0,80,17,3,0,0,93,0,0,7,0,99,0,0,1,0,8,0,0,92,0,95,0,0,0,5,93,6,0,0,1,100,0
3,Crimea,UA-43,27,30,17,1,25,25,43,32,0,0,100,0,0,0,0,53,0,0,0,47,100,0,0,0,0,98,0,0,0,2,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,34,17,2,27,34,33,30,3,0,75,2,22,0,1,79,4,17,0,0,98,1,0,1,0,90,0,0,5,5,97,2,0,0,1,97,0,3,0,0,95,1,4,0,0,100,0
5,Donetsk Oblast,UA-14,22,29,17,3,29,30,40,29,1,0,98,1,0,1,0,97,0,0,0,3,96,4,0,0,0,95,0,0,2,3,98,1,0,0,1,98,2,0,0,0,97,0,2,1,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,18,32,18,6,26,26,26,35,12,1,85,3,6,2,4,48,50,1,0,1,91,3,5,1,0,96,2,1,1,0,75,1,1,21,2,11,0,0,0,89,84,10,1,1,4,94,6
7,Kharkiv Oblast,UA-63,19,32,16,4,29,27,30,32,1,10,98,1,0,1,0,96,4,0,0,0,99,0,0,1,0,89,0,0,1,10,97,1,1,0,1,99,1,0,0,0,98,0,2,0,0,100,0
8,Khersons'ka oblast,UA-65,19,37,13,2,29,38,32,28,2,0,96,4,0,0,0,88,6,2,0,4,96,0,0,4,0,4,0,0,96,0,98,0,0,0,2,98,0,2,0,0,98,0,2,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,28,35,15,2,20,27,26,29,18,0,82,9,6,3,0,62,35,1,1,1,82,4,1,13,0,88,0,2,2,8,7,92,0,1,0,73,7,17,0,3,75,22,0,0,3,100,0
10,Kirovohrads'ka oblast,UA-35,21,28,15,4,32,29,36,29,6,0,83,6,7,2,2,85,4,9,2,0,91,0,0,9,0,83,0,2,6,9,87,2,2,2,7,91,2,5,0,2,26,1,0,73,0,98,2
11,Kyiv city,UA-30,19,33,16,3,29,20,22,25,33,0,87,7,4,1,1,56,42,1,0,1,82,1,0,17,0,70,0,1,14,15,67,8,5,8,12,74,3,16,0,7,66,13,8,1,12,96,4
12,Kyivs'ka oblast,UA-32,22,32,18,2,26,21,20,22,36,1,90,3,6,1,0,87,10,1,1,1,92,1,2,5,0,93,0,1,3,3,80,8,1,1,10,93,1,4,0,2,87,3,7,0,3,40,60
13,Luhans'ka oblast,UA-09,18,37,15,2,28,38,42,20,0,0,100,0,0,0,0,94,6,0,0,0,99,0,1,0,0,98,0,0,0,2,100,0,0,0,0,99,0,0,0,1,98,0,2,0,0,100,0
14,Lviv Oblast,UA-46,18,33,19,3,27,28,29,36,7,0,84,4,8,2,2,6,94,0,0,0,95,3,0,2,0,96,0,2,2,0,90,2,1,3,4,89,1,3,0,7,78,13,3,0,6,98,2
15,Mykolaivs'ka oblast,UA-48,28,28,17,3,24,33,31,34,2,0,76,19,5,0,0,50,1,0,49,0,100,0,0,0,0,68,0,0,28,4,92,4,0,0,4,98,0,2,0,0,90,0,8,0,2,100,0
16,Odessa Oblast,UA-51,19,32,20,2,27,31,35,33,1,0,68,31,0,0,1,97,1,0,1,1,98,0,0,2,0,92,0,0,6,2,94,2,0,0,4,98,2,0,0,0,99,0,1,0,0,100,0
17,Poltavs'ka oblast,UA-53,20,34,17,1,28,30,31,29,8,2,97,1,1,0,1,91,8,1,0,0,86,1,0,13,0,7,0,0,0,93,89,2,7,1,1,82,3,13,0,2,93,0,2,0,5,99,1
18,Rivnens'ka oblast,UA-56,28,30,16,3,23,31,24,21,23,1,73,4,17,4,2,59,38,2,1,0,92,0,0,8,0,84,0,0,8,8,65,21,0,2,12,4,0,96,0,0,48,12,4,0,36,100,0
19,Sevastopol' city,UA-40,25,34,9,1,31,31,41,28,0,0,100,0,0,0,0,6,0,0,0,94,100,0,0,0,0,92,0,0,2,6,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,21,33,14,3,29,29,31,34,5,1,93,1,6,0,0,93,5,0,2,0,99,0,0,1,0,82,0,0,1,17,95,0,0,0,5,28,72,0,0,0,91,0,8,0,1,100,0
21,Ternopil's'ka oblast,UA-61,16,30,20,4,30,27,34,28,11,0,85,2,8,1,4,64,36,0,0,0,98,0,0,2,0,100,0,0,0,0,84,4,1,9,2,80,1,7,0,12,7,93,0,0,0,100,0
22,Vinnyts'ka oblast,UA-05,21,32,15,4,28,25,27,36,12,0,82,11,5,1,1,82,18,0,0,0,8,0,0,92,0,88,0,0,7,5,73,12,1,5,9,89,2,9,0,0,88,8,2,0,2,99,1
23,Volyns'ka oblast,UA-07,19,35,16,2,28,35,25,26,14,0,73,8,17,2,0,46,54,0,0,0,90,0,0,7,3,90,0,3,4,3,82,3,3,3,9,65,0,35,0,0,4,0,0,0,96,100,0
24,Zakarpats'ka oblast,UA-21,41,25,11,2,21,31,34,28,7,0,90,3,3,1,3,80,19,1,0,0,93,1,3,3,0,94,0,1,5,0,93,3,0,3,1,86,4,1,0,9,13,0,87,0,0,100,0
