,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,the2,Одеса,Дніпро,Донецьк,Запоріжжя,the3,Львів,Кривий Ріг,Миколаїв,Севастополь,the4,Маріуполь,Луганськ,Вінниця,Макіївка,the5,Сімферополь,Чернігів,Херсон,Полтава,the6,Хмельницький,Черкаси,Чернівці,Житомир,the7,Суми,Рівне,Горлівка,Івано-Франківськ,the8,Тернопіль,Ужгород,Кропивницький,луцьк,the9,Біла Церква
0,Cherkas'ka oblast,UA-71,14,36,15,3,32,28,28,21,18,5,73,12,10,1,4,74,16,3,6,1,77,14,1,8,0,67,0,12,12,9,14,2,84,0,0,91,3,6,0,0,90,5,1,4,0,98,2
1,Chernihivs'ka oblast,UA-74,23,26,23,2,26,32,16,34,18,0,93,0,7,0,0,93,0,0,7,0,86,7,0,7,0,39,0,58,3,0,67,0,22,11,0,100,0,0,0,0,86,0,7,7,0,100,0
2,Chernivets'ka oblast,UA-77,24,28,16,3,29,34,30,27,8,1,93,0,3,2,2,79,15,4,2,0,83,6,2,9,0,79,0,0,15,6,9,0,0,91,0,89,7,2,0,2,85,7,6,0,2,100,0
3,Crimea,UA-43,17,33,14,2,34,36,34,29,1,0,100,0,0,0,0,44,0,0,0,56,100,0,0,0,0,85,0,0,15,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,18,38,14,4,26,36,28,31,3,2,56,1,41,0,2,61,14,24,1,0,91,3,1,5,0,58,0,1,30,11,91,1,0,3,5,92,3,3,0,2,81,2,14,0,3,100,0
5,Donetsk Oblast,UA-14,18,39,15,0,28,44,31,25,0,0,93,1,3,0,3,96,3,0,0,1,97,0,0,3,0,66,0,0,5,29,97,0,0,2,1,100,0,0,0,0,85,1,11,2,1,100,0
6,Ivano-Frankivs'ka oblast,UA-26,23,35,16,3,23,30,28,30,10,2,77,6,10,3,4,61,37,0,1,1,82,11,2,5,0,77,0,8,7,8,75,5,1,12,7,14,0,1,0,85,82,9,5,1,3,99,1
7,Kharkiv Oblast,UA-63,19,34,12,2,33,29,21,23,3,24,98,0,2,0,0,86,9,0,0,5,96,0,0,4,0,40,0,0,13,47,91,4,2,0,3,91,6,0,0,3,75,6,19,0,0,100,0
8,Khersons'ka oblast,UA-65,24,31,14,5,26,38,25,35,2,0,86,9,0,0,5,79,8,4,9,0,100,0,0,0,0,4,0,0,96,0,100,0,0,0,0,90,0,0,0,10,79,0,21,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,16,34,22,3,25,27,28,27,15,3,82,3,10,1,4,73,24,1,1,1,70,14,1,15,0,79,0,5,10,6,10,88,0,1,1,91,5,3,0,1,77,16,2,1,4,99,1
10,Kirovohrads'ka oblast,UA-35,16,38,21,3,22,40,19,32,7,2,80,6,14,0,0,82,9,2,7,0,88,7,0,5,0,80,0,2,7,11,80,0,4,2,14,93,0,5,0,2,27,1,3,66,3,100,0
11,Kyiv city,UA-30,17,33,16,4,30,17,16,20,47,0,87,9,4,0,0,74,22,1,3,0,85,4,0,11,0,73,0,3,19,5,73,6,8,2,11,86,3,8,0,3,77,5,11,3,4,98,2
12,Kyivs'ka oblast,UA-32,16,37,15,3,29,23,17,20,40,0,90,2,7,0,1,86,12,2,0,0,88,7,0,4,1,66,0,7,17,10,80,6,3,1,10,94,3,1,0,2,91,5,3,0,1,36,64
13,Luhans'ka oblast,UA-09,28,32,19,2,19,36,39,24,1,0,100,0,0,0,0,97,0,0,0,3,97,3,0,0,0,88,0,0,6,6,100,0,0,0,0,100,0,0,0,0,97,0,3,0,0,100,0
14,Lviv Oblast,UA-46,20,35,15,4,26,25,25,32,15,3,78,6,11,1,4,8,91,0,1,0,68,11,1,20,0,63,0,2,21,14,50,15,6,14,15,55,4,29,0,12,46,19,16,1,18,92,8
15,Mykolaivs'ka oblast,UA-48,15,36,17,1,31,35,30,32,3,0,74,19,7,0,0,44,2,6,46,2,100,0,0,0,0,51,0,2,42,5,87,9,0,4,0,95,0,5,0,0,76,8,8,4,4,100,0
16,Odessa Oblast,UA-51,19,38,16,2,25,36,31,30,3,0,68,32,0,0,0,86,5,1,3,5,94,2,0,4,0,76,0,0,20,4,98,1,0,1,0,96,2,2,0,0,96,0,3,1,0,100,0
17,Poltavs'ka oblast,UA-53,22,39,22,0,17,27,27,25,9,12,75,5,17,0,3,65,26,3,4,2,85,6,0,9,0,6,0,0,1,93,85,5,5,4,1,65,22,8,0,5,73,5,13,2,7,97,3
18,Rivnens'ka oblast,UA-56,20,33,17,2,28,28,27,27,14,4,80,10,8,0,2,64,29,1,5,1,79,15,2,2,2,72,0,0,23,5,80,10,0,2,8,6,0,94,0,0,58,8,2,0,32,98,2
19,Sevastopol' city,UA-40,12,41,25,2,20,40,30,30,0,0,100,0,0,0,0,4,0,0,0,96,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,16,33,21,4,26,36,30,22,9,3,100,0,0,0,0,80,17,3,0,0,86,7,0,7,0,68,0,2,9,21,75,9,13,3,0,19,81,0,0,0,92,4,4,0,0,100,0
21,Ternopil's'ka oblast,UA-61,19,31,17,3,30,29,28,26,15,2,80,6,12,2,0,54,40,2,4,0,80,18,0,2,0,76,0,0,13,11,77,5,2,8,8,74,7,14,0,5,6,94,0,0,0,98,2
22,Vinnyts'ka oblast,UA-05,20,39,12,2,27,27,22,33,16,2,82,6,12,0,0,74,22,0,3,1,10,1,0,89,0,66,0,9,15,10,72,8,1,8,11,93,3,3,0,1,89,3,6,2,0,99,1
