,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,25,31,14,6,24,25,23,30,18,4,84,4,8,0,4,81,17,0,2,0,90,2,0,6,2,81,0,3,14,2,13,0,86,0,1,94,6,0,0,0,90,2,0,2,6,96,4
1,Chernihivs'ka oblast,UA-74,18,32,16,8,26,19,22,23,33,3,84,5,11,0,0,89,5,6,0,0,94,0,0,6,0,17,0,77,2,4,84,0,5,6,5,84,11,5,0,0,79,0,16,0,5,94,6
2,Chernivets'ka oblast,UA-77,26,25,18,1,30,22,33,38,6,1,79,9,0,0,12,84,16,0,0,0,93,4,0,3,0,81,0,0,13,6,7,0,0,93,0,90,3,4,0,3,87,3,7,0,3,100,0
3,Crimea,UA-43,22,35,12,2,29,35,36,29,0,0,100,0,0,0,0,32,0,0,0,68,100,0,0,0,0,82,0,0,14,4,98,0,0,0,2,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,35,13,5,27,31,35,30,4,0,60,1,36,0,3,59,7,34,0,0,97,1,0,2,0,80,0,1,7,12,77,6,0,10,7,91,1,2,0,6,80,3,5,4,8,100,0
5,Donetsk Oblast,UA-14,23,32,14,1,30,29,38,33,0,0,96,0,0,4,0,82,4,2,0,12,100,0,0,0,0,88,0,0,4,8,94,2,0,2,2,100,0,0,0,0,94,2,4,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,21,32,18,5,24,22,31,34,13,0,83,6,6,1,4,65,34,0,1,0,97,1,0,2,0,91,0,1,5,3,86,3,0,9,2,15,0,0,0,85,83,4,9,1,3,100,0
7,Kharkiv Oblast,UA-63,19,30,17,4,30,19,22,29,4,26,95,2,2,1,0,91,6,0,0,3,99,0,1,0,0,63,0,0,4,33,99,0,0,1,0,97,0,0,0,3,86,1,13,0,0,100,0
8,Khersons'ka oblast,UA-65,33,42,8,0,17,33,27,27,13,0,80,0,0,0,20,58,0,0,14,28,100,0,0,0,0,3,0,0,97,0,100,0,0,0,0,100,0,0,0,0,80,0,20,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,24,33,17,2,24,26,22,34,17,1,71,6,13,2,8,71,23,4,0,2,82,2,0,16,0,84,0,2,4,10,8,90,0,1,1,82,4,14,0,0,77,15,2,4,2,98,2
10,Kirovohrads'ka oblast,UA-35,22,39,13,2,24,27,34,29,9,1,74,3,15,0,8,76,12,4,8,0,91,0,0,9,0,66,0,6,14,14,76,16,4,0,4,80,4,16,0,0,15,0,0,85,0,100,0
11,Kyiv city,UA-30,18,34,16,2,30,14,15,21,50,0,84,3,9,1,3,58,39,1,1,1,81,1,0,18,0,76,0,2,9,13,66,10,5,5,14,71,3,21,0,5,68,13,8,2,9,96,4
12,Kyivs'ka oblast,UA-32,24,32,19,0,25,15,18,19,48,0,86,5,6,0,3,83,16,0,1,0,92,0,1,6,1,81,0,3,10,6,81,8,3,1,7,87,6,5,0,2,87,6,5,0,2,35,65
13,Luhans'ka oblast,UA-09,26,40,14,0,20,35,37,27,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,79,0,0,17,4,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,21,35,16,2,26,26,27,36,8,3,85,4,8,1,2,9,91,0,0,0,90,2,0,8,0,81,0,2,9,8,77,4,4,7,8,82,1,11,0,6,67,8,16,0,9,99,1
15,Mykolaivs'ka oblast,UA-48,21,27,20,1,31,26,39,29,6,0,85,10,5,0,0,44,10,0,46,0,90,0,0,10,0,68,0,0,28,4,100,0,0,0,0,95,5,0,0,0,81,5,0,4,10,100,0
16,Odessa Oblast,UA-51,18,33,20,6,23,33,31,34,2,0,53,46,0,0,1,97,2,0,1,0,95,0,0,5,0,74,0,3,19,4,89,2,0,1,8,98,0,2,0,0,89,1,6,2,2,100,0
17,Poltavs'ka oblast,UA-53,21,37,20,1,21,26,36,25,12,1,85,3,9,0,3,82,10,0,8,0,91,1,0,8,0,6,0,0,1,93,77,8,5,6,4,68,16,7,0,9,76,1,12,3,8,99,1
18,Rivnens'ka oblast,UA-56,22,35,16,2,25,26,37,25,10,2,70,9,21,0,0,64,36,0,0,0,83,0,3,14,0,92,0,0,4,4,66,14,6,0,14,3,0,97,0,0,52,6,0,4,38,96,4
19,Sevastopol' city,UA-40,29,20,22,4,25,27,33,40,0,0,100,0,0,0,0,3,0,0,0,97,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,24,18,20,4,34,13,39,28,19,1,85,5,10,0,0,81,9,10,0,0,85,5,0,10,0,61,0,3,14,22,85,5,0,10,0,11,89,0,0,0,78,4,14,0,4,100,0
21,Ternopil's'ka oblast,UA-61,28,29,16,0,27,27,27,31,11,4,79,3,15,0,3,54,44,0,2,0,79,3,0,18,0,82,0,0,9,9,60,20,2,16,2,75,0,8,0,17,4,96,0,0,0,97,3
22,Vinnyts'ka oblast,UA-05,18,26,23,5,28,24,21,35,17,3,80,5,7,3,5,76,15,3,6,0,7,0,0,93,0,75,0,3,14,8,80,9,1,3,7,88,3,8,0,1,88,5,1,2,4,100,0
23,Volyns'ka oblast,UA-07,13,36,16,2,33,34,35,20,11,0,58,4,27,4,7,43,55,2,0,0,84,0,0,11,5,84,0,0,11,5,84,11,0,5,0,72,0,24,0,4,2,0,0,0,98,94,6
24,Zakarpats'ka oblast,UA-21,37,33,8,5,17,35,25,32,8,0,83,3,10,2,2,55,44,0,1,0,92,3,2,3,0,83,0,5,7,5,85,8,2,0,5,88,0,5,0,7,9,0,91,0,0,100,0
25,Zaporiz'ka oblast,UA-23,14,38,17,4,27,35,34,30,1,0,27,0,1,0,72,94,6,0,0,0,97,0,0,3,0,88,0,0,12,0,91,3,3,0,3,97,3,0,0,0,97,0,3,0,0,100,0
26,Zhytomyrs'ka oblast,UA-18,24,32,15,4,25,25,22,27,25,1,77,0,13,3,7,86,14,0,0,0,72,3,3,22,0,92,0,0,4,4,4,0,0,0,96,86,0,7,0,7,89,0,0,0,11,100,0
