,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,the2,Одеса,Дніпро,Донецьк,Запоріжжя,the3,Львів,Кривий Ріг,Миколаїв,Севастополь,the4,Маріуполь,Луганськ,Вінниця,Макіївка,the5,Сімферополь,Чернігів,Херсон,Полтава,the6,Хмельницький,Черкаси,Чернівці,Житомир,the7,Суми,Рівне,Горлівка,Івано-Франківськ,the8,Тернопіль,Ужгород,Кропивницький,луцьк,the9,Біла Церква
0,Cherkas'ka oblast,UA-71,20,36,12,4,28,33,22,33,9,3,76,7,12,0,5,70,24,1,4,1,95,1,0,2,2,94,0,0,5,1,14,0,86,0,0,92,2,1,1,4,89,1,3,3,4,95,5
1,Chernihivs'ka oblast,UA-74,10,39,17,3,31,31,27,20,22,0,100,0,0,0,0,84,12,0,4,0,96,4,0,0,0,35,0,64,1,0,84,0,4,4,8,88,8,0,0,4,91,0,4,0,5,100,0
2,Chernivets'ka oblast,UA-77,27,26,13,4,30,22,28,30,17,3,79,15,0,3,3,79,21,0,0,0,85,7,0,8,0,74,0,0,20,6,5,0,0,95,0,72,6,9,3,10,74,3,17,6,0,96,4
3,Crimea,UA-43,24,29,16,4,27,29,38,33,0,0,100,0,0,0,0,36,0,0,0,64,100,0,0,0,0,89,0,2,9,0,98,0,0,2,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,19,36,16,3,26,34,36,28,1,1,61,1,35,0,3,66,10,23,1,0,95,2,0,3,0,76,0,2,13,9,91,1,1,3,4,95,3,2,0,0,84,2,8,4,2,99,1
5,Donetsk Oblast,UA-14,18,37,14,2,29,39,30,31,0,0,100,0,0,0,0,87,5,0,0,8,100,0,0,0,0,92,0,2,1,5,100,0,0,0,0,97,0,0,3,0,95,0,4,1,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,18,33,16,1,32,28,29,34,9,0,75,5,15,1,4,51,47,1,1,0,87,8,1,4,0,90,0,1,6,3,72,6,3,18,1,14,0,0,0,86,78,6,1,11,4,99,1
7,Kharkiv Oblast,UA-63,23,29,19,3,26,27,22,27,1,23,98,2,0,0,0,79,19,0,0,2,100,0,0,0,0,58,0,0,6,36,83,4,4,7,2,87,4,7,0,2,93,2,5,0,0,100,0
8,Khersons'ka oblast,UA-65,15,39,11,3,32,42,29,29,0,0,100,0,0,0,0,82,6,0,0,12,100,0,0,0,0,6,0,0,94,0,100,0,0,0,0,100,0,0,0,0,93,0,0,0,7,100,0
9,Khmel'nyts'ka oblast,UA-68,23,32,17,3,25,28,26,29,15,2,84,7,8,0,1,66,32,2,0,0,79,11,0,7,3,85,0,1,9,5,11,87,0,1,1,85,5,7,0,3,66,19,4,6,5,100,0
10,Kirovohrads'ka oblast,UA-35,20,41,16,1,22,27,34,26,11,2,66,8,22,2,2,70,16,2,10,2,97,0,0,3,0,74,0,0,10,16,97,0,0,3,0,91,3,3,0,3,16,0,3,81,0,97,3
11,Kyiv city,UA-30,16,34,19,2,29,15,14,17,54,0,84,5,8,0,3,70,26,0,3,1,83,4,0,13,0,73,0,5,13,9,78,5,5,2,10,86,5,7,0,2,86,1,5,2,6,98,2
12,Kyivs'ka oblast,UA-32,19,31,16,5,29,17,19,24,40,0,78,1,16,0,5,70,24,3,1,2,89,5,1,4,1,82,0,4,6,8,82,5,4,4,5,89,3,8,0,0,82,6,7,4,1,35,65
13,Luhans'ka oblast,UA-09,27,29,19,2,23,31,37,32,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,93,0,0,7,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,18,33,18,4,27,25,27,30,16,2,73,8,13,0,6,8,92,0,0,0,69,5,0,26,0,67,0,4,12,17,53,11,4,16,16,60,4,26,0,10,46,19,14,4,17,98,2
15,Mykolaivs'ka oblast,UA-48,22,28,19,1,30,29,28,39,4,0,82,14,0,4,0,42,6,2,48,2,95,0,0,5,0,65,0,0,35,0,95,0,5,0,0,95,0,5,0,0,72,8,12,4,4,100,0
16,Odessa Oblast,UA-51,25,32,13,4,26,27,35,37,1,0,53,47,0,0,0,84,7,0,6,3,99,0,0,1,0,76,0,0,20,4,96,0,0,1,3,96,1,0,0,3,84,1,15,0,0,100,0
17,Poltavs'ka oblast,UA-53,20,34,16,2,28,28,26,30,9,7,77,6,16,0,1,77,19,0,3,1,85,7,0,8,0,5,0,0,0,95,84,3,9,1,3,76,16,7,0,1,71,1,10,11,7,98,2
18,Rivnens'ka oblast,UA-56,24,34,19,2,21,23,32,28,17,0,82,7,9,2,0,49,48,2,1,0,80,9,2,7,2,98,0,0,2,0,77,4,4,4,11,5,0,95,0,0,63,3,0,3,31,98,2
19,Sevastopol' city,UA-40,21,26,24,5,24,33,40,27,0,0,100,0,0,0,0,2,0,0,0,98,100,0,0,0,0,84,0,0,16,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,16,43,15,3,23,26,30,33,11,0,88,9,0,0,3,94,6,0,0,0,94,0,3,3,0,94,0,3,0,3,91,0,3,3,3,20,80,0,0,0,88,3,3,3,3,100,0
21,Ternopil's'ka oblast,UA-61,18,34,19,0,29,27,30,26,15,2,75,7,11,0,7,54,43,1,2,0,86,12,0,2,0,92,0,2,4,2,79,10,2,8,1,84,2,6,0,8,6,93,0,1,0,100,0
22,Vinnyts'ka oblast,UA-05,23,33,18,3,23,30,26,30,14,0,82,9,7,0,2,80,16,2,0,2,10,0,0,90,0,82,0,2,9,7,74,7,5,10,4,98,1,1,0,0,83,5,1,7,4,96,4
23,Volyns'ka oblast,UA-07,25,30,14,3,28,27,22,32,19,0,68,12,13,0,7,50,48,0,1,1,74,14,5,5,2,91,0,6,0,3,94,3,0,0,3,78,2,20,0,0,5,0,0,1,94,100,0
24,Zakarpats'ka oblast,UA-21,39,27,9,5,20,30,25,29,14,2,77,7,11,0,5,54,45,1,0,0,88,4,0,8,0,83,2,2,7,6,80,9,0,5,6,88,4,4,0,4,9,0,90,1,0,94,6
25,Zaporiz'ka oblast,UA-23,14,28,20,4,34,31,29,37,3,0,35,0,2,0,63,88,0,5,0,7,92,5,0,3,0,92,0,0,2,6,92,3,2,0,3,98,0,0,0,2,98,2,0,0,0,100,0
26,Zhytomyrs'ka oblast,UA-18,18,33,16,3,30,29,18,25,27,1,77,11,10,0,2,61,37,0,2,0,88,3,0,9,0,94,0,0,3,3,6,1,0,0,93,75,0,25,0,0,86,3,3,5,3,94,6
