,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,in2,Одеса,Дніпро,Донецьк,Запоріжжя,in3,Львів,Кривий Ріг,Миколаїв,Севастополь,in4,Маріуполь,Луганськ,Вінниця,Макіївка,in5,Сімферополь,Чернігів,Херсон,Полтава,in6,Хмельницький,Черкаси,Чернівці,Житомир,in7,Суми,Рівне,Горлівка,Івано-Франківськ,in8,Тернопіль,Ужгород,Кропивницький,луцьк,in9,Біла Церква
0,Cherkas'ka oblast,UA-71,19,39,20,0,22,31,30,26,13,0,71,13,14,1,1,90,4,4,0,2,94,2,2,0,2,94,0,2,0,4,15,0,85,0,0,96,2,0,0,2,90,6,4,0,0,100,0
1,Chernihivs'ka oblast,UA-74,20,33,24,6,17,32,25,29,14,0,89,3,4,4,0,92,4,0,0,4,100,0,0,0,0,31,0,66,1,2,96,0,4,0,0,100,0,0,0,0,80,0,17,0,3,100,0
2,Chernivets'ka oblast,UA-77,24,30,15,4,27,23,36,34,7,0,86,4,4,6,0,90,10,0,0,0,94,0,0,6,0,96,0,0,2,2,8,0,0,92,0,96,0,2,0,2,96,4,0,0,0,100,0
3,Crimea,UA-43,18,36,21,0,25,33,34,33,0,0,100,0,0,0,0,53,0,0,0,47,99,0,0,1,0,95,0,0,3,2,100,0,0,0,0,98,0,2,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,21,32,17,3,27,33,34,31,2,0,77,0,21,0,2,76,5,18,0,1,98,0,0,2,0,95,0,0,2,3,94,2,0,1,3,98,0,2,0,0,93,1,5,1,0,100,0
5,Donetsk Oblast,UA-14,22,30,18,4,26,31,37,31,1,0,95,1,2,1,1,96,2,0,0,2,93,7,0,0,0,94,0,0,0,6,98,0,0,0,2,100,0,0,0,0,98,1,1,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,18,26,25,5,26,22,23,43,10,2,76,3,13,5,3,52,46,0,1,1,80,13,4,3,0,98,0,2,0,0,67,7,1,19,6,12,0,0,0,88,83,8,9,0,0,96,4
7,Kharkiv Oblast,UA-63,20,29,20,5,26,23,28,36,0,13,96,2,2,0,0,94,6,0,0,0,100,0,0,0,0,87,0,0,3,10,97,2,0,0,1,97,1,0,0,2,94,0,5,1,0,100,0
8,Khersons'ka oblast,UA-65,20,35,12,3,30,34,36,28,2,0,91,2,5,0,2,89,5,2,2,2,98,2,0,0,0,5,0,0,95,0,93,0,2,0,5,95,0,5,0,0,96,2,2,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,21,37,17,0,25,28,26,27,17,2,86,2,2,8,2,68,32,0,0,0,71,10,2,17,0,93,0,0,7,0,7,92,0,0,1,72,0,26,0,2,82,11,0,0,7,98,2
10,Kirovohrads'ka oblast,UA-35,22,34,14,0,30,33,30,32,5,0,85,0,11,0,4,88,8,4,0,0,85,4,0,11,0,88,0,0,4,8,85,0,0,8,7,100,0,0,0,0,21,0,0,79,0,100,0
11,Kyiv city,UA-30,19,33,16,4,28,19,21,28,32,0,87,7,3,1,2,61,38,0,1,0,87,2,0,11,0,75,0,1,12,12,67,7,3,10,13,74,2,17,0,7,70,9,8,2,11,97,3
12,Kyivs'ka oblast,UA-32,20,36,17,2,25,23,21,23,32,1,87,5,7,1,0,89,9,1,0,1,97,2,1,0,0,87,0,3,6,4,84,3,1,1,11,90,4,4,0,2,88,4,7,0,1,44,56
13,Luhans'ka oblast,UA-09,20,28,23,2,27,26,38,35,1,0,98,0,2,0,0,94,0,0,0,6,98,0,2,0,0,92,0,0,2,6,92,2,2,2,2,92,6,2,0,0,94,0,6,0,0,100,0
14,Lviv Oblast,UA-46,18,30,19,4,29,27,25,40,7,1,76,6,9,9,0,6,94,0,0,0,90,5,3,2,0,94,0,0,3,3,86,6,2,4,2,88,1,5,0,6,77,8,4,0,11,100,0
15,Mykolaivs'ka oblast,UA-48,29,30,15,2,24,27,35,35,3,0,86,10,2,0,2,54,0,0,44,2,100,0,0,0,0,82,0,0,18,0,96,0,2,0,2,96,4,0,0,0,96,0,4,0,0,100,0
16,Odessa Oblast,UA-51,23,31,16,4,26,30,35,34,1,0,63,35,1,0,1,92,4,0,2,2,97,0,0,3,0,92,0,0,6,2,97,2,1,0,0,100,0,0,0,0,99,0,1,0,0,100,0
17,Poltavs'ka oblast,UA-53,17,35,18,2,28,33,31,28,6,2,88,4,5,1,2,88,9,0,2,1,88,9,2,1,0,6,0,0,0,94,85,7,6,1,1,82,5,13,0,0,90,0,4,1,5,100,0
18,Rivnens'ka oblast,UA-56,22,33,18,5,22,33,27,27,11,2,70,13,8,9,0,66,34,0,0,0,81,5,7,7,0,87,0,2,6,5,89,0,2,6,3,4,0,96,0,0,51,3,1,0,45,95,5
19,Sevastopol' city,UA-40,19,38,16,4,23,36,32,32,0,0,100,0,0,0,0,4,0,0,0,96,100,0,0,0,0,95,0,0,5,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,13,30,15,3,39,29,34,29,5,3,98,0,2,0,0,86,8,2,2,2,98,0,0,2,0,83,0,4,3,10,94,2,0,4,0,24,76,0,0,0,96,0,4,0,0,100,0
21,Ternopil's'ka oblast,UA-61,15,29,17,6,33,25,29,37,9,0,77,7,6,8,2,62,38,0,0,0,80,12,4,4,0,96,2,0,0,2,89,2,0,9,0,85,2,0,0,13,7,93,0,0,0,98,2
22,Vinnyts'ka oblast,UA-05,22,26,18,3,31,23,35,32,10,0,84,9,3,3,1,92,7,0,1,0,12,0,0,88,0,91,0,0,4,5,85,8,0,2,5,93,5,2,0,0,88,6,3,0,3,99,1
23,Volyns'ka oblast,UA-07,22,36,14,3,25,37,18,30,10,5,54,13,23,10,0,33,61,4,0,2,64,20,4,8,4,95,0,0,0,5,85,0,5,10,0,57,0,43,0,0,3,0,0,0,97,100,0
24,Zakarpats'ka oblast,UA-21,37,21,15,3,24,27,32,31,8,2,84,2,9,3,2,75,23,1,1,0,92,4,2,2,0,94,0,0,2,4,100,0,0,0,0,94,0,4,0,2,13,0,87,0,0,100,0
25,Zaporiz'ka oblast,UA-23,20,28,20,5,27,28,27,42,3,0,54,0,1,0,45,97,3,0,0,0,99,1,0,0,0,92,0,0,7,1,96,1,0,2,1,99,0,0,0,1,94,2,3,1,0,100,0
26,Zhytomyrs'ka oblast,UA-18,16,40,19,1,24,30,28,21,21,0,89,3,5,3,0,91,6,0,3,0,72,9,0,19,0,94,0,0,0,6,5,0,0,0,95,84,0,16,0,0,97,3,0,0,0,97,3
