,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,the2,Одеса,Дніпро,Донецьк,Запоріжжя,the3,Львів,Кривий Ріг,Миколаїв,Севастополь,the4,Маріуполь,Луганськ,Вінниця,Макіївка,the5,Сімферополь,Чернігів,Херсон,Полтава,the6,Хмельницький,Черкаси,Чернівці,Житомир,the7,Суми,Рівне,Горлівка,Івано-Франківськ,the8,Тернопіль,Ужгород,Кропивницький,луцьк,the9,Біла Церква
0,Cherkas'ka oblast,UA-71,18,36,14,3,29,29,24,27,17,3,77,9,10,1,3,78,15,2,4,1,82,12,1,5,0,72,0,10,10,8,14,1,85,0,0,94,2,4,0,0,91,5,2,2,0,99,1
1,Chernihivs'ka oblast,UA-74,26,26,19,1,28,26,15,34,25,0,89,0,11,0,0,89,6,0,5,0,89,6,0,5,0,35,0,63,2,0,70,0,17,9,4,95,5,0,0,0,89,0,5,6,0,100,0
2,Chernivets'ka oblast,UA-77,21,26,15,4,34,30,31,27,11,1,92,0,5,2,1,77,16,3,4,0,84,5,1,10,0,73,0,1,16,10,8,0,0,92,0,88,9,2,0,1,83,8,6,0,3,99,1
3,Crimea,UA-43,19,33,17,2,29,35,34,30,1,0,100,0,0,0,0,44,0,0,0,56,100,0,0,0,0,84,0,0,16,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,19,38,13,3,27,37,27,31,3,2,57,0,40,1,2,60,12,26,2,0,91,3,0,6,0,56,0,0,30,14,91,2,0,1,6,92,3,2,0,3,79,2,17,0,2,100,0
5,Donetsk Oblast,UA-14,20,38,17,1,24,44,29,27,0,0,94,1,2,0,3,97,3,0,0,0,99,0,0,1,0,71,0,0,4,25,95,0,0,1,4,100,0,0,0,0,88,0,10,1,1,100,0
6,Ivano-Frankivs'ka oblast,UA-26,23,33,17,3,24,28,28,31,11,2,79,6,8,2,5,60,36,2,2,0,79,14,1,6,0,79,0,7,7,7,77,5,0,12,6,14,1,0,0,85,81,8,8,0,3,98,2
7,Kharkiv Oblast,UA-63,18,33,16,1,32,28,23,22,2,25,97,0,3,0,0,86,8,0,0,6,97,0,0,3,0,36,0,0,11,53,89,4,4,0,3,92,6,0,0,2,76,4,18,1,1,100,0
8,Khersons'ka oblast,UA-65,22,33,14,3,28,40,23,36,1,0,85,9,0,0,6,80,9,3,5,3,100,0,0,0,0,4,0,0,96,0,100,0,0,0,0,94,0,0,0,6,80,0,15,5,0,100,0
9,Khmel'nyts'ka oblast,UA-68,17,33,22,2,26,25,27,29,17,2,78,5,10,2,5,71,26,2,0,1,69,15,0,16,0,78,0,5,10,7,10,88,0,1,1,83,3,12,0,2,78,15,3,1,3,99,1
10,Kirovohrads'ka oblast,UA-35,18,37,20,3,22,37,20,31,10,2,79,5,16,0,0,76,12,4,8,0,89,6,0,5,0,81,0,1,5,13,77,6,5,3,9,89,4,5,0,2,25,1,2,69,3,100,0
11,Kyiv city,UA-30,16,35,15,4,30,17,17,19,47,0,87,8,4,0,1,76,20,0,4,0,85,3,0,12,0,73,0,3,17,7,74,5,8,2,11,88,3,6,0,3,79,4,11,2,4,98,2
