,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,in2,Одеса,Дніпро,Донецьк,Запоріжжя,in3,Львів,Кривий Ріг,Миколаїв,Севастополь,in4,Маріуполь,Луганськ,Вінниця,Макіївка,in5,Сімферополь,Чернігів,Херсон,Полтава,in6,Хмельницький,Черкаси,Чернівці,Житомир,in7,Суми,Рівне,Горлівка,Івано-Франківськ,in8,Тернопіль,Ужгород,Кропивницький,луцьк,in9,Біла Церква
0,Cherkas'ka oblast,UA-71,23,35,17,3,22,29,31,26,14,0,78,12,9,0,1,88,12,0,0,0,98,0,0,2,0,100,0,0,0,0,14,0,86,0,0,92,4,4,0,0,94,0,2,0,4,94,6
1,Chernihivs'ka oblast,UA-74,16,38,16,3,27,36,27,17,18,2,90,5,0,5,0,90,10,0,0,0,86,0,0,14,0,25,0,73,0,2,86,9,0,0,5,82,4,14,0,0,95,5,0,0,0,100,0
2,Chernivets'ka oblast,UA-77,14,26,20,1,39,24,44,30,2,0,88,2,8,0,2,88,10,2,0,0,98,0,0,2,0,100,0,0,0,0,10,0,0,90,0,96,0,0,0,4,88,10,2,0,0,100,0
3,Crimea,UA-43,19,34,18,4,25,30,38,32,0,0,100,0,0,0,0,57,0,0,0,43,99,0,0,1,0,97,0,0,3,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,18,35,15,3,29,31,36,32,1,0,80,0,20,0,0,81,4,15,0,0,100,0,0,0,0,94,0,0,3,3,96,2,0,0,2,97,2,1,0,0,96,2,1,0,1,100,0
5,Donetsk Oblast,UA-14,24,34,15,2,25,37,33,30,0,0,93,3,1,2,1,96,0,0,0,4,97,3,0,0,0,97,0,0,0,3,99,0,0,0,1,99,0,1,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,21,29,18,4,28,27,25,36,10,2,80,9,9,0,2,57,42,0,1,0,95,0,0,5,0,98,0,0,2,0,72,6,0,22,0,9,0,0,0,91,78,16,2,2,2,95,5
7,Kharkiv Oblast,UA-63,20,33,13,3,31,27,29,32,1,11,98,0,2,0,0,97,3,0,0,0,100,0,0,0,0,88,0,0,3,9,98,0,0,0,2,98,0,1,0,1,99,0,1,0,0,100,0
8,Khersons'ka oblast,UA-65,20,33,14,4,29,38,29,27,4,2,86,3,6,0,5,82,8,0,5,5,97,0,0,3,0,5,0,0,95,0,89,0,3,5,3,97,0,3,0,0,89,3,6,0,2,100,0
9,Khmel'nyts'ka oblast,UA-68,21,36,10,4,29,32,27,27,13,1,80,9,9,0,2,72,28,0,0,0,84,0,0,16,0,98,0,0,0,2,9,90,0,1,0,84,0,16,0,0,75,17,0,2,6,100,0
10,Kirovohrads'ka oblast,UA-35,17,30,18,4,31,29,38,27,6,0,90,0,10,0,0,76,12,9,3,0,93,0,0,7,0,93,0,0,0,7,93,0,3,0,4,97,0,3,0,0,24,1,1,73,1,100,0
11,Kyiv city,UA-30,18,32,17,3,30,20,22,25,33,0,91,5,3,0,1,59,40,0,1,0,88,0,0,12,0,72,0,2,13,13,69,8,4,9,10,73,3,17,0,7,69,9,8,1,13,96,4
12,Kyivs'ka oblast,UA-32,18,33,18,5,26,21,22,21,36,0,89,7,4,0,0,86,13,0,1,0,92,0,0,8,0,92,0,3,2,3,81,5,4,1,9,93,3,3,0,1,95,2,1,0,2,44,56
13,Luhans'ka oblast,UA-09,27,25,24,1,23,33,36,29,2,0,98,2,0,0,0,94,4,0,0,2,96,2,2,0,0,98,0,0,0,2,96,0,0,2,2,100,0,0,0,0,96,2,2,0,0,100,0
14,Lviv Oblast,UA-46,18,36,18,4,24,31,28,31,9,1,81,3,13,1,2,6,94,0,0,0,95,0,0,5,0,94,0,1,3,2,92,4,0,2,2,86,0,5,0,9,81,10,5,0,4,100,0
15,Mykolaivs'ka oblast,UA-48,16,29,25,2,28,31,39,26,4,0,93,5,2,0,0,62,3,0,35,0,100,0,0,0,0,75,0,0,25,0,91,2,0,2,5,100,0,0,0,0,93,0,2,2,3,100,0
16,Odessa Oblast,UA-51,19,28,17,4,32,28,37,34,1,0,60,38,1,1,0,96,1,0,1,2,98,0,0,2,0,94,0,0,5,1,93,3,0,0,4,100,0,0,0,0,97,0,2,0,1,100,0
17,Poltavs'ka oblast,UA-53,23,28,15,6,28,26,31,33,8,2,90,1,7,2,0,92,8,0,0,0,94,0,0,6,0,6,0,0,0,94,81,7,1,3,8,79,1,20,0,0,97,0,0,1,2,100,0
18,Rivnens'ka oblast,UA-56,19,37,22,1,21,37,17,26,17,3,80,8,12,0,0,47,53,0,0,0,91,0,0,9,0,91,0,0,5,4,83,4,0,4,9,3,0,97,0,0,46,2,4,2,46,100,0
19,Sevastopol' city,UA-40,12,51,15,1,21,52,23,25,0,0,100,0,0,0,0,3,0,0,0,97,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,23,28,13,5,31,26,34,36,2,2,100,0,0,0,0,98,2,0,0,0,100,0,0,0,0,85,0,0,0,15,96,2,2,0,0,26,74,0,0,0,91,5,2,0,2,100,0
21,Ternopil's'ka oblast,UA-61,20,32,18,4,26,24,32,38,6,0,83,4,13,0,0,59,40,0,1,0,98,0,0,2,0,100,0,0,0,0,78,2,0,20,0,71,0,13,0,16,6,94,0,0,0,100,0
22,Vinnyts'ka oblast,UA-05,19,35,14,3,29,32,29,23,15,1,77,11,10,1,1,81,16,3,0,0,8,0,0,92,0,91,0,0,8,1,65,14,2,3,16,95,1,4,0,0,90,5,0,0,5,99,1
23,Volyns'ka oblast,UA-07,19,39,18,3,21,36,31,20,13,0,80,6,11,0,3,51,49,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,68,2,30,0,0,5,0,0,0,95,100,0
24,Zakarpats'ka oblast,UA-21,38,28,15,3,16,27,34,32,5,2,95,0,5,0,0,76,24,0,0,0,100,0,0,0,0,97,0,1,0,2,95,1,0,2,2,93,2,4,0,1,16,0,84,0,0,100,0
25,Zaporiz'ka oblast,UA-23,22,34,12,5,27,37,29,33,1,0,60,1,5,1,33,94,1,0,1,4,100,0,0,0,0,91,0,0,1,8,96,0,0,0,4,99,1,0,0,0,97,1,0,0,2,100,0
26,Zhytomyrs'ka oblast,UA-18,25,28,20,1,26,28,19,26,27,0,80,5,10,0,5,73,27,0,0,0,89,0,0,11,0,89,0,6,0,5,3,0,0,0,97,67,12,17,0,4,77,9,9,0,5,95,5
