,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,22,34,17,1,26,28,21,31,17,3,90,5,5,0,0,63,29,2,4,2,63,0,0,37,0,81,0,3,4,12,17,3,77,1,2,85,8,6,0,1,74,7,18,1,0,92,8
1,Chernihivs'ka oblast,UA-74,13,40,13,0,34,30,15,25,28,2,91,9,0,0,0,63,37,0,0,0,72,0,0,28,0,15,0,75,6,4,44,13,13,13,17,77,8,0,0,15,50,15,25,0,10,100,0
2,Chernivets'ka oblast,UA-77,19,36,16,6,23,21,27,36,14,2,84,11,5,0,0,77,22,0,1,0,68,1,0,31,0,83,0,5,5,7,9,1,0,90,0,81,7,5,0,7,65,10,19,1,5,98,2
3,Crimea,UA-43,29,31,18,1,21,30,38,32,0,0,99,1,0,0,0,44,1,0,0,55,100,0,0,0,0,89,0,0,8,3,97,2,0,0,1,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,17,34,16,3,30,31,31,32,4,2,67,0,27,0,6,54,29,13,3,1,84,2,0,14,0,52,0,3,18,27,64,6,2,14,14,80,7,5,0,8,46,6,36,2,10,98,2
5,Donetsk Oblast,UA-14,19,35,12,1,33,36,35,28,1,0,94,0,0,6,0,83,8,0,1,8,97,0,0,3,0,73,0,0,15,12,92,1,0,0,7,97,2,1,0,0,72,1,27,0,0,99,1
6,Ivano-Frankivs'ka oblast,UA-26,13,41,16,5,25,24,26,25,20,5,81,5,3,5,6,50,47,2,1,0,50,8,0,42,0,76,0,6,6,12,56,15,2,9,18,14,0,1,0,85,54,17,25,0,4,97,3
7,Kharkiv Oblast,UA-63,16,33,14,0,37,22,24,30,1,23,97,3,0,0,0,87,10,0,0,3,88,3,0,9,0,48,0,1,4,47,80,4,1,4,11,92,2,5,0,1,68,2,27,3,0,100,0
8,Khersons'ka oblast,UA-65,18,34,18,1,29,36,28,36,0,0,95,0,0,0,5,87,0,9,4,0,87,4,0,9,0,3,0,0,97,0,91,0,0,4,5,100,0,0,0,0,91,5,0,0,4,100,0
9,Khmel'nyts'ka oblast,UA-68,18,40,13,0,29,32,21,28,16,3,75,10,10,0,5,58,36,1,4,1,50,4,1,45,0,79,0,3,5,13,9,86,0,1,4,82,5,9,0,4,50,26,21,0,3,87,13
10,Kirovohrads'ka oblast,UA-35,24,28,13,1,34,26,29,30,6,9,80,4,4,0,12,52,19,10,19,0,73,0,0,27,0,66,0,0,10,24,58,21,6,3,12,80,12,8,0,0,15,3,8,74,0,95,5
11,Kyiv city,UA-30,20,36,16,1,27,18,17,19,44,2,83,8,4,0,5,36,59,1,3,1,61,4,0,35,0,62,0,5,12,21,42,16,6,10,26,57,5,27,0,11,39,18,32,2,9,95,5
12,Kyivs'ka oblast,UA-32,20,24,20,2,34,15,18,20,44,3,95,0,4,1,0,61,32,0,6,1,76,1,0,23,0,75,0,6,8,11,49,16,5,15,15,75,4,11,1,9,59,11,25,2,3,38,62
