,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,23,34,15,2,26,19,22,17,35,7,71,8,17,3,1,64,26,1,9,0,76,3,2,18,1,60,0,7,29,4,8,0,90,0,2,54,40,4,1,1,79,5,11,1,4,98,2
1,Chernihivs'ka oblast,UA-74,24,30,13,4,29,17,24,20,34,5,79,14,0,7,0,92,4,0,4,0,88,4,4,4,0,12,0,81,5,2,82,3,12,0,3,58,34,8,0,0,72,6,16,3,3,92,8
2,Chernivets'ka oblast,UA-77,20,28,20,4,28,18,31,22,24,5,75,6,11,7,1,65,22,4,8,1,75,5,1,19,0,67,0,4,24,5,6,1,0,93,0,64,23,4,0,9,74,20,3,0,3,94,6
3,Crimea,UA-43,19,33,20,2,26,26,39,35,0,0,100,0,0,0,0,51,0,0,0,49,100,0,0,0,0,73,0,0,26,1,98,0,0,0,2,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,21,34,16,2,27,31,32,32,4,1,61,0,34,0,5,67,8,24,0,1,97,1,0,2,0,52,0,0,45,3,84,5,1,0,10,84,12,1,0,3,86,1,8,3,2,100,0
5,Donetsk Oblast,UA-14,22,32,18,3,25,30,35,32,2,1,94,0,3,2,1,95,3,0,0,2,92,8,0,0,0,66,0,0,30,4,93,0,0,0,7,95,5,0,0,0,92,2,6,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,16,27,18,6,33,14,18,28,30,10,79,6,9,2,4,49,45,3,3,0,80,5,2,13,0,68,0,5,22,5,67,7,1,11,14,13,4,1,0,82,71,11,14,0,4,98,2
7,Kharkiv Oblast,UA-63,19,33,17,4,27,19,24,27,2,28,94,2,3,1,0,94,6,0,0,0,100,0,0,0,0,69,0,0,16,15,95,1,1,0,3,97,3,0,0,0,89,0,10,1,0,100,0
8,Khersons'ka oblast,UA-65,20,34,16,3,27,26,33,34,7,0,93,5,0,0,2,74,12,4,8,2,98,2,0,0,0,2,0,0,98,0,86,5,2,2,5,95,2,3,0,0,84,2,2,2,10,100,0
9,Khmel'nyts'ka oblast,UA-68,20,33,15,2,30,18,14,22,41,5,79,11,5,2,3,56,39,1,4,0,69,10,0,21,0,70,0,6,22,2,8,89,0,1,2,60,14,23,0,3,62,16,11,2,9,96,4
10,Kirovohrads'ka oblast,UA-35,17,39,10,2,32,25,31,21,16,7,62,15,23,0,0,55,18,16,11,0,69,2,0,29,0,33,0,1,55,11,59,12,10,2,17,71,24,5,0,0,13,0,2,85,0,100,0
11,Kyiv city,UA-30,21,32,15,2,30,12,15,19,51,3,83,10,3,0,4,49,49,1,1,0,75,3,0,22,0,49,0,3,35,13,50,9,5,10,26,57,14,22,0,7,54,13,16,2,15,95,5
12,Kyivs'ka oblast,UA-32,23,37,15,3,22,15,12,17,53,3,84,10,4,0,2,79,18,2,0,1,83,5,0,12,0,62,0,4,28,6,64,6,6,2,22,71,20,6,0,3,79,5,11,2,3,42,58
13,Luhans'ka oblast,UA-09,24,27,23,1,25,23,40,33,3,1,99,0,1,0,0,97,0,0,0,3,96,0,3,1,0,76,0,0,16,8,99,1,0,0,0,94,5,1,0,0,90,0,9,1,0,100,0
14,Lviv Oblast,UA-46,16,31,17,4,32,16,21,34,23,6,83,7,3,4,3,6,94,0,0,0,84,5,2,9,0,73,0,5,20,2,76,8,3,5,8,63,19,13,0,5,70,11,4,1,14,100,0
15,Mykolaivs'ka oblast,UA-48,23,28,13,3,33,22,33,37,7,1,85,11,2,0,2,37,1,1,59,2,96,2,0,2,0,15,0,0,85,0,86,4,0,0,10,83,11,6,0,0,83,0,15,0,2,100,0
16,Odessa Oblast,UA-51,20,31,16,3,30,25,39,34,2,0,51,48,1,0,0,88,7,0,4,1,93,2,0,5,0,45,0,0,55,0,88,3,0,1,8,89,10,1,0,0,92,2,5,0,1,100,0
17,Poltavs'ka oblast,UA-53,15,41,15,1,28,26,24,21,17,12,87,6,5,1,1,72,18,2,5,3,79,7,1,13,0,5,0,0,2,93,63,3,19,1,14,51,33,16,0,0,72,2,13,10,3,97,3
18,Rivnens'ka oblast,UA-56,25,28,16,3,28,12,16,19,42,11,71,11,10,3,5,46,52,0,2,0,74,13,1,12,0,57,0,5,33,5,59,5,5,1,30,3,2,95,0,0,33,11,5,2,49,86,14
19,Sevastopol' city,UA-40,23,32,17,2,26,37,29,34,0,0,96,4,0,0,0,4,0,0,0,96,100,0,0,0,0,57,0,0,43,0,92,0,0,0,8,100,0,0,0,0,96,0,4,0,0,100,0
20,Sums'ka oblast,UA-59,8,33,16,1,42,26,27,30,12,5,91,2,5,2,0,82,10,0,4,4,91,0,2,7,0,71,0,1,12,16,76,0,8,5,11,11,89,0,0,0,79,2,14,1,4,98,2
21,Ternopil's'ka oblast,UA-61,16,29,19,6,30,19,23,24,25,9,80,13,2,1,4,42,55,3,0,0,84,8,0,8,0,77,1,4,18,0,65,16,3,13,3,50,23,13,0,14,6,94,0,0,0,99,1
22,Vinnyts'ka oblast,UA-05,21,27,21,2,29,15,22,26,31,6,74,15,7,0,4,81,15,0,4,0,8,0,0,92,0,63,0,6,27,4,61,10,2,8,19,69,23,7,0,1,74,8,9,2,7,96,4
