,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,23,28,24,1,24,21,27,35,13,4,87,7,4,2,0,68,25,2,3,2,78,4,0,16,2,83,0,4,7,6,17,1,79,2,1,83,6,11,0,0,76,2,20,2,0,95,5
1,Chernihivs'ka oblast,UA-74,10,35,15,0,40,26,19,30,22,3,100,0,0,0,0,89,11,0,0,0,89,11,0,0,0,17,0,79,2,2,73,9,9,9,0,80,10,0,0,10,67,8,17,0,8,89,11
2,Chernivets'ka oblast,UA-77,26,33,14,5,22,20,28,30,18,4,88,6,3,0,3,77,23,0,0,0,73,17,0,10,0,73,0,5,15,7,8,0,0,91,1,83,12,3,2,0,66,14,14,2,4,97,3
3,Crimea,UA-43,24,29,20,1,26,27,40,33,0,0,100,0,0,0,0,46,2,0,0,52,100,0,0,0,0,85,0,0,11,4,97,0,0,0,3,100,0,0,0,0,99,1,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,14,32,19,2,33,31,29,36,4,0,68,0,29,0,3,56,19,22,1,2,88,4,0,8,0,58,0,0,23,19,72,1,0,12,15,85,4,4,0,7,51,8,34,1,6,99,1
5,Donetsk Oblast,UA-14,22,34,12,2,30,35,30,32,2,1,98,0,0,2,0,85,7,0,0,8,98,2,0,0,0,81,0,0,10,9,95,0,2,0,3,98,2,0,0,0,78,0,19,3,0,98,2
6,Ivano-Frankivs'ka oblast,UA-26,15,38,13,10,24,25,32,23,13,7,87,8,2,0,3,45,51,2,1,1,65,25,0,10,0,80,0,0,10,10,55,7,5,14,19,13,1,0,0,86,56,10,31,0,3,97,3
7,Kharkiv Oblast,UA-63,21,36,15,1,27,24,24,31,2,19,100,0,0,0,0,90,8,0,0,2,98,0,0,2,0,56,0,1,6,37,88,0,2,4,6,98,0,2,0,0,71,1,20,3,5,100,0
8,Khersons'ka oblast,UA-65,17,46,5,0,32,41,31,26,2,0,84,8,0,0,8,72,7,7,7,7,77,8,0,15,0,2,0,0,98,0,84,0,0,8,8,91,0,9,0,0,84,8,0,0,8,100,0
9,Khmel'nyts'ka oblast,UA-68,19,38,17,0,26,28,27,28,15,2,87,8,2,0,3,66,30,0,2,2,66,15,2,17,0,78,0,5,5,12,9,84,0,1,6,71,2,23,0,4,60,20,14,3,3,86,14
10,Kirovohrads'ka oblast,UA-35,19,36,19,2,24,31,34,29,4,2,74,16,5,0,5,56,24,12,8,0,88,12,0,0,0,64,0,9,9,18,64,14,0,4,18,88,12,0,0,0,13,2,8,77,0,100,0
11,Kyiv city,UA-30,18,33,18,2,29,16,16,20,46,2,85,8,5,0,2,45,50,1,3,1,70,7,0,23,0,70,0,2,9,19,49,13,5,9,24,66,4,21,0,9,48,15,26,3,8,95,5
12,Kyivs'ka oblast,UA-32,22,24,20,2,32,14,22,21,42,1,89,2,9,0,0,61,29,0,9,1,84,8,0,8,0,76,2,3,7,12,54,15,4,5,22,84,4,4,0,8,69,11,19,0,1,35,65
13,Luhans'ka oblast,UA-09,27,22,19,2,30,28,31,40,1,0,100,0,0,0,0,94,6,0,0,0,100,0,0,0,0,91,0,0,3,6,100,0,0,0,0,100,0,0,0,0,94,3,3,0,0,100,0
