,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,in2,Одеса,Дніпро,Донецьк,Запоріжжя,in3,Львів,Кривий Ріг,Миколаїв,Севастополь,in4,Маріуполь,Луганськ,Вінниця,Макіївка,in5,Сімферополь,Чернігів,Херсон,Полтава,in6,Хмельницький,Черкаси,Чернівці,Житомир,in7,Суми,Рівне,Горлівка,Івано-Франківськ,in8,Тернопіль,Ужгород,Кропивницький,луцьк,in9,Біла Церква
0,Cherkas'ka oblast,UA-71,19,35,21,2,23,23,25,21,24,7,74,11,13,1,1,77,15,4,3,1,86,4,3,6,1,75,0,6,14,5,12,0,87,0,1,68,28,2,0,2,88,4,8,0,0,99,1
1,Chernihivs'ka oblast,UA-74,21,31,21,5,22,28,25,25,21,1,82,11,2,5,0,91,6,0,0,3,94,3,3,0,0,20,0,74,4,2,89,3,6,0,2,73,27,0,0,0,74,5,17,2,2,100,0
2,Chernivets'ka oblast,UA-77,21,29,20,5,25,18,33,30,15,4,81,5,7,6,1,79,16,2,2,1,89,3,1,7,0,85,0,2,9,4,9,1,0,90,0,74,16,2,0,8,83,15,0,0,2,96,4
3,Crimea,UA-43,18,34,19,1,28,28,35,37,0,0,100,0,0,0,0,53,0,0,0,47,100,0,0,0,0,83,0,0,16,1,100,0,0,0,0,99,0,1,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,21,34,16,2,27,32,33,32,2,1,70,0,28,0,2,71,4,24,0,1,97,0,0,3,0,68,0,0,29,3,88,3,1,1,7,88,9,1,0,2,90,1,6,2,1,100,0
5,Donetsk Oblast,UA-14,23,31,19,3,24,30,39,30,1,0,96,1,3,0,0,96,2,0,0,2,94,6,0,0,0,80,0,0,15,5,96,0,0,0,4,98,2,0,0,0,96,0,3,0,1,100,0
6,Ivano-Frankivs'ka oblast,UA-26,16,28,22,5,29,17,21,36,18,8,74,6,13,5,2,47,47,4,2,0,74,11,5,10,0,75,0,2,18,5,61,7,2,14,16,11,3,0,0,86,71,14,9,0,6,97,3
7,Kharkiv Oblast,UA-63,20,29,19,5,27,21,26,31,1,21,95,2,3,0,0,93,7,0,0,0,100,0,0,0,0,74,0,0,11,15,96,2,0,0,2,97,2,0,0,1,93,0,6,1,0,100,0
8,Khersons'ka oblast,UA-65,21,35,13,3,28,31,33,30,4,2,91,2,4,0,3,79,12,3,3,3,98,2,0,0,0,3,0,0,97,0,95,0,1,0,4,97,1,2,0,0,93,2,2,0,3,100,0
9,Khmel'nyts'ka oblast,UA-68,19,36,16,2,27,22,21,23,29,5,78,13,4,4,1,60,36,1,3,0,66,11,1,22,0,78,0,1,18,3,7,90,0,0,3,63,15,19,0,3,66,18,6,0,10,95,5
10,Kirovohrads'ka oblast,UA-35,21,35,13,1,30,26,31,29,9,5,71,9,18,0,2,75,8,11,6,0,79,4,0,17,0,63,0,0,29,8,74,4,4,6,12,80,18,2,0,0,21,0,1,78,0,100,0
11,Kyiv city,UA-30,19,32,17,4,28,15,18,23,42,2,84,9,4,1,2,54,44,1,1,0,80,3,0,17,0,56,0,2,28,14,57,8,4,10,21,64,10,19,0,7,59,13,12,2,14,96,4
12,Kyivs'ka oblast,UA-32,20,36,16,2,26,19,17,21,41,2,86,8,5,1,0,80,16,2,0,2,89,4,0,7,0,67,0,5,24,4,70,3,4,2,21,74,19,5,0,2,83,4,9,1,3,41,59
13,Luhans'ka oblast,UA-09,20,26,24,3,27,23,38,36,3,0,99,0,1,0,0,96,0,0,0,4,96,0,3,1,0,83,0,0,10,7,95,1,2,1,1,95,4,1,0,0,95,0,4,1,0,100,0
14,Lviv Oblast,UA-46,19,29,18,4,30,20,23,38,14,5,74,9,7,8,2,5,95,0,0,0,82,7,3,8,0,77,0,4,16,3,77,5,3,5,10,68,20,6,0,6,65,12,4,0,19,99,1
15,Mykolaivs'ka oblast,UA-48,25,30,14,3,28,25,36,35,3,1,82,12,3,0,3,50,1,0,48,1,97,1,0,2,0,26,0,0,74,0,91,1,1,0,7,94,5,1,0,0,95,0,5,0,0,100,0
16,Odessa Oblast,UA-51,21,33,16,3,27,28,36,34,2,0,56,44,0,0,0,91,5,0,1,3,95,0,0,5,0,63,0,0,36,1,93,3,1,0,3,95,5,0,0,0,95,1,3,0,1,100,0
17,Poltavs'ka oblast,UA-53,16,36,17,1,30,29,26,27,10,8,86,4,6,2,2,81,13,2,2,2,83,7,1,9,0,6,0,0,1,93,79,6,7,1,7,60,24,16,0,0,86,0,7,2,5,97,3
18,Rivnens'ka oblast,UA-56,22,29,20,3,26,22,21,23,25,9,65,14,12,8,1,53,47,0,0,0,77,11,5,7,0,62,0,7,24,7,69,1,3,5,22,4,1,95,0,0,35,10,2,0,53,92,8
19,Sevastopol' city,UA-40,20,36,14,2,28,38,33,29,0,0,96,4,0,0,0,4,0,0,0,96,100,0,0,0,0,70,0,0,30,0,96,0,0,0,4,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,12,31,15,3,39,28,33,29,6,4,96,1,2,1,0,84,9,1,3,3,99,0,0,1,0,80,0,2,8,10,86,1,1,3,9,17,83,0,0,0,90,0,6,1,3,99,1
21,Ternopil's'ka oblast,UA-61,15,28,16,6,35,20,27,30,17,6,78,10,4,5,3,52,47,1,0,0,83,11,2,4,0,86,0,3,10,1,77,6,4,10,3,63,21,2,0,14,6,94,0,0,0,99,1
22,Vinnyts'ka oblast,UA-05,22,28,17,3,30,20,29,30,18,3,78,14,4,2,2,87,12,0,1,0,10,0,0,90,0,76,0,2,17,5,71,9,0,4,16,78,19,3,0,0,82,7,4,0,7,96,4
23,Volyns'ka oblast,UA-07,21,35,14,3,27,26,13,22,23,16,49,14,25,7,5,30,62,6,1,1,63,25,3,6,3,69,0,3,25,3,72,7,7,7,7,37,31,32,0,0,2,1,0,0,97,96,4
24,Zakarpats'ka oblast,UA-21,37,21,14,3,25,22,28,33,14,3,85,2,10,2,1,67,27,2,3,1,91,7,1,1,0,82,0,1,14,3,91,1,3,0,5,80,12,2,0,6,13,0,87,0,0,100,0
25,Zaporiz'ka oblast,UA-23,19,30,21,4,26,28,29,40,2,1,46,1,1,0,52,92,5,0,3,0,96,3,0,1,0,56,0,0,42,2,92,1,0,1,6,92,7,0,0,1,92,1,5,2,0,100,0
