,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,in2,Одеса,Дніпро,Донецьк,Запоріжжя,in3,Львів,Кривий Ріг,Миколаїв,Севастополь,in4,Маріуполь,Луганськ,Вінниця,Макіївка,in5,Сімферополь,Чернігів,Херсон,Полтава,in6,Хмельницький,Черкаси,Чернівці,Житомир,in7,Суми,Рівне,Горлівка,Івано-Франківськ,in8,Тернопіль,Ужгород,Кропивницький,луцьк,in9,Біла Церква
0,Cherkas'ka oblast,UA-71,17,25,17,3,38,14,26,25,28,7,79,9,4,2,6,64,35,1,0,0,89,2,2,7,0,70,0,6,19,5,10,0,88,0,2,91,5,4,0,0,78,2,6,10,4,88,12
1,Chernihivs'ka oblast,UA-74,26,29,16,3,26,21,28,21,21,9,100,0,0,0,0,80,20,0,0,0,100,0,0,0,0,11,0,85,3,1,86,0,7,0,7,71,18,11,0,0,81,0,13,6,0,100,0
2,Chernivets'ka oblast,UA-77,21,35,14,1,29,18,28,37,10,7,88,2,2,0,8,67,19,4,5,5,88,0,0,12,0,70,0,7,19,4,7,0,0,92,1,82,7,0,2,9,76,12,8,2,2,86,14
3,Crimea,UA-43,23,32,15,3,27,30,36,34,0,0,100,0,0,0,0,57,1,0,0,42,100,0,0,0,0,80,0,0,18,2,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,33,17,3,27,28,33,35,2,2,62,2,30,0,6,64,7,28,1,0,98,0,0,2,0,60,0,1,31,8,84,1,2,2,11,92,5,1,0,2,75,1,21,2,1,100,0
5,Donetsk Oblast,UA-14,22,31,15,4,28,29,37,32,1,1,100,0,0,0,0,92,0,0,0,8,98,1,0,1,0,76,0,0,15,9,88,1,2,0,9,99,0,0,0,1,90,0,10,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,20,32,11,1,36,16,14,29,26,15,71,13,6,4,6,40,49,4,6,1,81,7,5,7,0,51,0,14,28,7,45,6,9,19,21,11,4,0,0,85,61,15,16,5,3,81,19
7,Kharkiv Oblast,UA-63,21,33,15,2,29,23,23,25,1,28,99,0,1,0,0,87,6,0,2,5,98,1,0,1,0,68,0,0,13,19,85,3,2,1,9,97,1,2,0,0,80,1,17,1,1,97,3
8,Khersons'ka oblast,UA-65,24,37,11,4,24,30,32,33,3,2,93,4,0,0,3,83,0,7,3,7,100,0,0,0,0,3,0,0,97,0,89,3,0,4,4,96,0,0,0,4,86,0,14,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,25,36,15,4,20,20,20,21,30,9,72,16,6,0,6,65,21,0,13,1,72,12,0,16,0,61,0,14,24,1,8,86,0,1,5,72,10,12,0,6,64,15,17,1,3,78,22
10,Kirovohrads'ka oblast,UA-35,18,33,10,1,38,25,32,25,11,7,64,15,17,0,4,74,14,7,5,0,89,0,0,11,0,54,0,1,38,7,69,4,7,4,16,82,5,11,0,2,19,0,2,79,0,97,3
