,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,21,28,24,4,23,24,23,30,21,2,79,11,7,0,3,70,23,2,4,1,85,6,0,9,0,77,0,7,9,7,13,0,85,1,1,85,1,13,0,1,83,3,7,4,3,97,3
1,Chernihivs'ka oblast,UA-74,10,37,21,0,32,28,12,16,40,4,100,0,0,0,0,44,45,0,11,0,80,20,0,0,0,13,0,69,6,12,67,17,16,0,0,57,29,0,0,14,58,28,14,0,0,100,0
2,Chernivets'ka oblast,UA-77,19,35,15,3,28,31,21,30,16,2,87,4,3,0,6,76,13,3,5,3,78,10,0,12,0,75,0,10,12,3,7,1,0,91,1,80,9,10,0,1,73,8,10,3,6,98,2
3,Crimea,UA-43,25,31,18,2,24,29,40,31,0,0,100,0,0,0,0,45,0,0,0,55,100,0,0,0,0,89,0,0,11,0,100,0,0,0,0,100,0,0,0,0,97,0,1,1,1,100,0
4,Dnipropetrovsk Oblast,UA-12,19,32,19,3,27,29,29,34,7,1,65,4,27,0,4,61,18,16,2,3,90,1,0,9,0,55,0,2,21,22,71,5,0,13,11,79,5,8,0,8,65,3,20,3,9,99,1
5,Donetsk Oblast,UA-14,23,33,16,2,26,33,35,32,0,0,98,1,1,0,0,88,3,2,0,7,99,1,0,0,0,80,0,0,11,9,95,0,1,2,2,99,1,0,0,0,88,0,11,1,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,23,37,11,1,28,30,26,30,12,2,81,8,6,1,4,58,35,4,3,0,80,18,0,2,0,86,0,7,4,3,66,8,3,16,7,15,1,3,0,81,78,7,11,1,3,99,1
7,Kharkiv Oblast,UA-63,18,31,16,2,33,27,26,30,1,16,93,0,6,1,0,87,11,1,0,1,97,3,0,0,0,64,0,0,8,28,91,3,0,1,5,97,1,2,0,0,81,0,18,1,0,100,0
8,Khersons'ka oblast,UA-65,24,32,8,0,36,31,36,33,0,0,85,10,0,0,5,68,8,8,12,4,85,10,0,5,0,3,0,0,97,0,100,0,0,0,0,90,5,5,0,0,95,0,5,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,16,34,17,1,32,28,25,25,20,2,76,6,11,3,4,60,33,2,3,2,70,18,0,12,0,79,0,8,9,4,9,88,0,1,2,67,5,24,0,4,67,16,15,2,0,97,3
10,Kirovohrads'ka oblast,UA-35,19,30,22,5,24,25,25,40,6,4,93,0,7,0,0,79,8,4,8,1,93,4,0,3,0,85,0,3,3,9,93,0,4,0,3,95,3,2,0,0,26,0,1,73,0,100,0
11,Kyiv city,UA-30,15,34,17,1,33,17,17,21,45,0,92,3,4,0,1,79,19,0,1,1,87,4,0,9,0,83,0,3,7,7,75,7,5,2,11,91,2,3,0,4,84,4,8,0,4,97,3
12,Kyivs'ka oblast,UA-32,20,35,11,3,31,19,22,16,43,0,86,4,3,0,7,69,23,7,1,0,82,13,0,5,0,80,0,6,7,7,62,8,8,6,16,86,5,8,0,1,83,1,16,0,0,27,73
13,Luhans'ka oblast,UA-09,26,33,15,4,22,32,36,32,0,0,98,0,2,0,0,98,2,0,0,0,100,0,0,0,0,91,0,0,6,3,88,1,2,0,9,96,0,4,0,0,93,0,7,0,0,100,0
14,Lviv Oblast,UA-46,17,36,18,2,27,23,26,30,18,3,76,10,9,0,5,10,90,0,0,0,67,9,0,24,0,58,0,5,16,21,50,12,6,13,19,49,6,34,0,11,48,17,20,3,12,95,5
15,Mykolaivs'ka oblast,UA-48,13,34,20,4,29,33,32,33,2,0,87,13,0,0,0,40,3,0,53,4,97,3,0,0,0,73,0,2,20,5,84,3,0,0,13,87,0,10,0,3,77,6,9,6,2,100,0
16,Odessa Oblast,UA-51,22,26,17,4,31,28,36,34,2,0,59,40,0,0,1,94,2,0,2,2,93,3,0,4,0,81,0,1,17,1,88,3,1,1,7,92,4,4,0,0,88,0,12,0,0,99,1
17,Poltavs'ka oblast,UA-53,21,34,18,3,24,30,27,28,10,5,84,6,5,0,5,82,9,5,2,2,84,13,0,3,0,7,0,0,0,93,82,4,1,2,11,72,12,13,0,3,79,0,10,3,8,100,0
18,Rivnens'ka oblast,UA-56,20,33,16,6,25,31,23,24,21,1,81,10,9,0,0,55,40,2,3,0,66,24,2,8,0,83,0,7,10,0,66,12,4,2,16,4,0,96,0,0,54,13,10,0,23,95,5
19,Sevastopol' city,UA-40,31,32,17,0,20,36,30,34,0,0,96,4,0,0,0,3,0,0,0,97,100,0,0,0,0,87,0,0,13,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,14,30,22,1,33,35,29,29,3,4,95,5,0,0,0,83,13,4,0,0,95,5,0,0,0,71,0,0,0,29,71,15,3,7,4,15,85,0,0,0,87,0,5,4,4,95,5
21,Ternopil's'ka oblast,UA-61,22,33,15,4,26,29,24,27,17,3,81,8,3,1,7,59,39,1,1,0,85,12,0,3,0,81,0,9,5,5,67,11,1,15,6,53,6,34,0,7,7,92,0,0,1,97,3
22,Vinnyts'ka oblast,UA-05,24,30,15,2,29,26,25,31,17,1,86,9,2,1,2,78,13,1,5,3,10,1,0,89,0,85,0,4,6,5,63,16,2,7,12,78,6,13,0,3,82,4,6,2,6,93,7
23,Volyns'ka oblast,UA-07,21,28,16,2,33,26,21,30,22,1,72,9,11,3,5,59,37,0,1,3,75,23,1,1,0,84,0,8,4,4,75,1,12,5,7,45,5,50,0,0,7,0,0,0,93,100,0
24,Zakarpats'ka oblast,UA-21,37,30,15,2,16,28,31,31,10,0,93,2,3,0,2,64,33,3,0,0,84,8,0,8,0,88,0,6,2,4,80,8,1,4,7,81,3,10,0,6,10,0,89,1,0,95,5
25,Zaporiz'ka oblast,UA-23,26,34,15,2,23,33,31,35,0,1,41,0,0,0,59,88,8,0,0,4,96,4,0,0,0,83,0,1,12,4,94,0,2,0,4,98,0,2,0,0,92,0,4,2,2,100,0
26,Zhytomyrs'ka oblast,UA-18,14,44,10,3,29,28,23,24,25,0,93,0,0,4,3,66,21,5,8,0,84,0,0,16,0,76,0,15,6,3,5,0,0,0,95,81,10,6,0,3,97,0,3,0,0,84,16
