,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,17,40,13,0,30,30,20,32,18,0,80,5,11,0,4,79,19,1,1,0,89,3,0,8,0,87,0,1,5,7,13,0,87,0,0,92,7,0,0,1,89,3,1,1,6,96,4
1,Chernihivs'ka oblast,UA-74,21,35,18,1,25,26,18,30,25,1,80,0,20,0,0,90,10,0,0,0,98,2,0,0,0,24,0,75,0,1,81,4,4,0,11,98,2,0,0,0,88,10,2,0,0,98,2
2,Chernivets'ka oblast,UA-77,17,34,21,6,22,25,35,30,6,4,89,2,7,0,2,83,13,0,2,2,87,0,0,13,0,80,0,2,14,4,6,0,0,94,0,89,2,4,0,5,70,15,9,1,5,100,0
3,Crimea,UA-43,19,35,18,5,23,30,34,36,0,0,100,0,0,0,0,40,0,0,0,60,99,0,0,1,0,80,0,0,18,2,100,0,0,0,0,100,0,0,0,0,98,1,1,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,18,34,20,3,25,31,29,36,3,1,58,1,36,0,5,62,6,29,0,3,95,1,0,4,0,79,0,0,13,8,87,1,2,7,3,96,2,2,0,0,82,2,8,4,4,100,0
5,Donetsk Oblast,UA-14,20,36,16,4,24,36,31,32,1,0,98,1,1,0,0,89,2,2,0,7,100,0,0,0,0,94,0,0,2,4,100,0,0,0,0,99,1,0,0,0,96,0,1,3,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,18,34,20,2,26,24,31,33,10,2,85,3,9,1,2,57,40,2,1,0,92,4,0,4,0,88,2,2,6,2,77,2,1,19,1,12,0,1,0,87,77,10,10,0,3,100,0
7,Kharkiv Oblast,UA-63,21,34,18,3,24,25,20,24,1,30,96,3,1,0,0,92,6,1,0,1,99,0,0,1,0,60,0,0,2,38,91,1,4,0,4,99,1,0,0,0,85,3,10,1,1,99,1
8,Khersons'ka oblast,UA-65,21,26,16,2,35,30,30,37,3,0,100,0,0,0,0,71,12,0,0,17,100,0,0,0,0,5,0,0,95,0,100,0,0,0,0,100,0,0,0,0,93,0,7,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,20,35,19,1,25,31,24,27,12,6,69,17,13,0,1,66,31,1,2,0,73,4,0,23,0,79,0,1,7,13,6,92,0,1,1,74,1,22,0,3,63,27,1,0,9,98,2
10,Kirovohrads'ka oblast,UA-35,15,30,21,5,29,27,26,37,8,2,65,6,26,0,3,78,9,8,5,0,84,4,0,12,0,86,0,2,2,10,81,0,10,6,3,88,4,6,0,2,19,2,1,78,0,98,2
11,Kyiv city,UA-30,18,34,17,3,28,16,15,18,50,1,83,8,7,0,2,57,41,1,1,0,80,0,0,20,0,78,0,3,7,12,61,11,7,5,16,74,2,18,0,6,66,16,9,1,8,95,5
12,Kyivs'ka oblast,UA-32,19,35,19,3,24,17,15,18,50,0,86,3,10,1,0,88,10,2,0,0,92,1,1,6,0,76,0,4,15,5,78,8,2,4,8,96,1,2,0,1,85,4,7,0,4,34,66
13,Luhans'ka oblast,UA-09,21,36,15,3,25,34,34,32,0,0,97,0,0,0,3,84,8,0,0,8,92,0,8,0,0,89,0,0,8,3,97,0,0,0,3,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,18,37,15,3,27,26,28,35,10,1,83,5,9,0,3,7,92,0,1,0,90,4,0,6,0,86,0,2,4,8,74,3,4,14,5,74,3,15,0,8,59,13,12,1,15,99,1
