,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,18,35,24,0,23,32,25,27,16,0,79,6,11,2,2,82,11,0,7,0,86,5,0,7,2,86,0,0,9,5,12,0,88,0,0,98,0,2,0,0,91,0,2,0,7,86,14
1,Chernihivs'ka oblast,UA-74,21,39,15,7,18,28,22,30,19,1,100,0,0,0,0,83,17,0,0,0,96,4,0,0,0,30,0,69,0,1,89,0,0,8,3,96,4,0,0,0,96,0,4,0,0,100,0
2,Chernivets'ka oblast,UA-77,17,27,22,5,29,26,35,34,5,0,95,2,3,0,0,82,18,0,0,0,95,0,0,5,0,98,0,2,0,0,9,0,0,91,0,95,3,2,0,0,88,7,0,0,5,100,0
3,Crimea,UA-43,21,28,18,2,31,26,37,37,0,0,100,0,0,0,0,41,0,0,0,59,100,0,0,0,0,97,0,0,3,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,23,31,18,4,24,32,33,33,2,0,70,1,28,0,1,76,5,18,0,1,99,0,0,1,0,87,0,0,9,4,94,3,0,0,3,96,2,2,0,0,93,2,3,0,2,99,1
5,Donetsk Oblast,UA-14,19,31,18,3,29,33,34,33,0,0,99,0,1,0,0,95,0,0,0,5,94,4,0,2,0,98,0,0,2,0,100,0,0,0,0,96,2,1,0,1,99,0,0,0,1,100,0
6,Ivano-Frankivs'ka oblast,UA-26,21,34,19,3,23,28,28,34,8,2,84,4,11,1,0,52,45,1,2,0,98,0,0,2,0,96,0,2,2,0,74,6,0,16,4,12,0,0,0,88,79,10,8,0,3,100,0
7,Kharkiv Oblast,UA-63,18,35,16,5,26,26,30,33,0,11,100,0,0,0,0,98,1,0,0,1,100,0,0,0,0,93,0,0,2,5,95,2,0,0,3,98,2,0,0,0,99,0,1,0,0,100,0
8,Khersons'ka oblast,UA-65,30,28,15,3,24,31,29,36,4,0,86,8,6,0,0,91,3,3,0,3,100,0,0,0,0,4,0,0,96,0,94,3,0,0,3,100,0,0,0,0,97,0,3,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,17,41,20,0,22,39,27,23,11,0,83,5,10,0,2,66,31,0,1,2,80,2,0,18,0,98,0,0,2,0,7,91,0,0,2,63,7,25,0,5,78,13,2,0,7,100,0
10,Kirovohrads'ka oblast,UA-35,13,45,12,8,22,40,27,29,4,0,83,7,10,0,0,78,9,10,3,0,89,0,0,11,0,89,0,0,3,8,96,0,4,0,0,89,0,4,0,7,19,0,0,81,0,100,0
11,Kyiv city,UA-30,19,33,18,3,27,21,22,24,32,1,90,6,4,0,0,63,36,0,1,0,89,0,0,11,0,76,0,1,11,12,73,7,4,8,8,78,2,15,0,5,73,8,7,1,11,98,2
12,Kyivs'ka oblast,UA-32,16,39,18,4,23,24,17,20,39,0,83,9,6,0,2,86,13,0,0,1,98,0,0,2,0,87,0,3,5,5,77,7,8,0,8,93,4,2,0,1,96,1,2,1,0,40,60
13,Luhans'ka oblast,UA-09,23,33,13,1,30,33,32,34,0,1,98,0,0,0,2,98,0,0,0,2,98,0,0,2,0,98,0,0,2,0,100,0,0,0,0,98,0,2,0,0,96,0,2,0,2,98,2
14,Lviv Oblast,UA-46,17,33,21,3,26,28,30,33,8,1,85,3,9,0,3,7,93,0,0,0,98,0,0,2,0,96,0,0,2,2,88,5,0,3,4,89,1,4,0,6,78,8,5,0,9,100,0
15,Mykolaivs'ka oblast,UA-48,12,38,18,4,28,35,27,33,5,0,79,21,0,0,0,52,2,1,45,0,100,0,0,0,0,72,0,0,27,1,89,7,0,0,4,98,0,2,0,0,98,2,0,0,0,100,0
16,Odessa Oblast,UA-51,22,28,19,1,30,26,36,37,1,0,69,31,0,0,0,95,4,0,1,0,100,0,0,0,0,90,0,0,8,2,97,0,0,1,2,99,0,1,0,0,99,0,1,0,0,100,0
17,Poltavs'ka oblast,UA-53,18,33,14,7,28,34,29,30,5,2,86,5,6,0,3,86,13,0,1,0,96,2,0,2,0,6,0,0,0,94,83,9,5,0,3,85,5,10,0,0,86,3,2,0,9,100,0
18,Rivnens'ka oblast,UA-56,20,27,16,3,34,24,28,34,14,0,71,6,16,0,7,70,29,0,0,1,95,0,0,5,0,95,0,3,0,2,88,2,0,0,10,5,0,95,0,0,49,5,0,1,45,95,5
19,Sevastopol' city,UA-40,29,33,12,4,22,34,28,38,0,0,100,0,0,0,0,5,0,0,0,95,100,0,0,0,0,95,0,0,5,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,21,28,20,5,26,31,30,28,9,2,97,0,3,0,0,85,12,3,0,0,100,0,0,0,0,72,0,2,8,18,97,3,0,0,0,24,75,1,0,0,94,3,0,0,3,100,0
21,Ternopil's'ka oblast,UA-61,18,35,15,2,30,35,29,26,9,1,86,5,7,2,0,66,34,0,0,0,100,0,0,0,0,100,0,0,0,0,71,12,0,15,2,72,4,14,0,10,5,95,0,0,0,98,2
22,Vinnyts'ka oblast,UA-05,17,30,20,4,29,29,29,31,11,0,86,8,5,0,1,85,14,0,1,0,8,0,0,92,0,89,0,3,5,3,78,3,2,1,16,92,1,6,0,1,88,7,3,1,1,95,5
23,Volyns'ka oblast,UA-07,31,25,18,4,22,24,26,28,17,5,61,20,17,2,0,51,49,0,0,0,96,0,0,4,0,84,0,0,4,12,84,12,4,0,0,64,6,30,0,0,4,0,0,0,96,100,0
24,Zakarpats'ka oblast,UA-21,42,23,13,1,21,30,28,33,7,2,94,6,0,0,0,71,29,0,0,0,98,0,0,2,0,94,0,0,4,2,92,0,2,6,0,96,2,0,0,2,13,0,87,0,0,100,0
25,Zaporiz'ka oblast,UA-23,16,32,20,2,30,31,39,30,0,0,59,2,1,0,38,94,2,0,1,3,99,0,0,1,0,94,0,0,4,2,95,4,1,0,0,98,1,1,0,0,100,0,0,0,0,100,0
26,Zhytomyrs'ka oblast,UA-18,23,40,13,1,23,32,18,31,18,1,94,3,0,3,0,85,15,0,0,0,88,0,0,12,0,97,0,0,3,0,4,0,0,0,96,91,3,3,0,3,94,0,0,0,6,100,0
