,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,21,39,15,2,23,30,22,28,18,2,87,1,8,0,4,56,33,3,5,3,57,0,1,42,0,74,0,5,10,11,14,3,79,2,2,81,11,5,0,3,67,12,18,3,0,89,11
1,Chernihivs'ka oblast,UA-74,12,40,15,3,30,39,14,18,26,3,86,14,0,0,0,41,47,6,6,0,55,0,0,45,0,9,0,81,5,5,36,12,17,12,23,76,0,12,0,12,43,14,29,7,7,86,14
2,Chernivets'ka oblast,UA-77,14,35,17,4,30,22,21,41,14,2,82,10,7,0,1,76,23,0,1,0,67,1,0,32,0,89,0,4,6,1,10,0,0,89,1,88,2,3,0,7,74,6,14,1,5,96,4
3,Crimea,UA-43,25,34,20,1,20,32,37,31,0,0,99,1,0,0,0,46,0,0,0,54,100,0,0,0,0,86,0,0,12,2,96,2,0,0,2,100,0,0,0,0,98,0,2,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,17,35,18,2,28,31,33,28,5,3,63,1,28,0,8,53,27,16,4,0,82,2,0,16,0,46,0,5,22,27,60,9,2,14,15,76,10,5,0,9,45,5,37,3,10,95,5
5,Donetsk Oblast,UA-14,17,34,15,2,32,34,36,30,0,0,93,2,0,5,0,88,5,0,1,6,98,0,0,2,0,75,0,0,18,7,93,1,0,0,6,96,2,1,0,1,68,1,31,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,20,39,12,4,25,23,22,28,21,6,78,4,6,4,8,53,43,0,4,0,54,6,0,40,0,74,0,7,13,6,62,12,2,8,16,16,0,2,0,82,62,15,17,2,4,94,6
7,Kharkiv Oblast,UA-63,12,33,14,0,41,24,23,26,1,26,90,4,6,0,0,79,16,0,0,5,84,5,0,11,0,38,0,1,3,58,75,6,0,5,14,88,2,6,0,4,57,2,39,2,0,100,0
8,Khersons'ka oblast,UA-65,20,27,19,3,31,29,27,44,0,0,96,4,0,0,0,92,0,4,4,0,96,0,0,4,0,4,0,0,96,0,92,0,0,4,4,96,4,0,0,0,92,4,4,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,16,42,14,2,26,32,22,24,18,4,69,11,11,0,9,49,47,1,3,0,47,5,2,46,0,67,0,7,14,12,8,87,0,2,3,83,7,6,0,4,45,31,20,2,2,84,16
10,Kirovohrads'ka oblast,UA-35,26,29,10,4,31,24,27,35,6,8,66,9,12,0,13,53,15,7,25,0,64,6,0,30,0,66,0,0,12,22,66,16,6,9,3,78,12,7,0,3,18,2,7,73,0,96,4
11,Kyiv city,UA-30,20,35,17,2,26,17,17,20,44,2,83,6,4,0,7,38,57,1,3,1,63,4,0,33,0,61,0,5,15,19,44,15,6,9,26,60,6,24,0,10,39,17,32,2,10,93,7
12,Kyivs'ka oblast,UA-32,17,28,17,2,36,16,17,20,45,2,94,2,2,1,1,57,38,0,4,1,68,3,0,29,0,71,0,7,14,8,53,11,5,17,14,77,1,13,1,8,56,11,29,2,2,38,62
13,Luhans'ka oblast,UA-09,18,30,20,4,28,29,31,40,0,0,98,2,0,0,0,94,2,0,0,4,98,2,0,0,0,84,0,1,13,2,94,2,0,0,4,96,0,4,0,0,88,4,6,0,2,100,0
14,Lviv Oblast,UA-46,18,34,19,2,27,20,22,35,18,5,80,9,8,0,3,10,88,0,2,0,62,2,0,36,0,64,0,4,21,11,57,7,4,10,22,71,8,16,0,5,51,10,29,1,9,93,7
15,Mykolaivs'ka oblast,UA-48,12,31,18,1,38,32,36,29,3,0,60,37,0,0,3,32,16,1,51,0,72,0,0,28,0,46,0,0,52,2,65,14,0,7,14,90,0,10,0,0,65,0,32,3,0,100,0
16,Odessa Oblast,UA-51,22,32,17,1,28,31,32,35,2,0,58,42,0,0,0,89,8,0,1,2,94,1,0,5,0,81,0,0,16,3,91,1,2,1,5,98,1,1,0,0,66,2,31,1,0,100,0
17,Poltavs'ka oblast,UA-53,20,37,17,1,25,31,23,30,8,8,86,7,1,1,5,76,20,0,4,0,68,3,1,28,0,7,0,0,1,92,66,7,4,11,12,81,11,6,1,1,66,5,21,5,3,97,3
18,Rivnens'ka oblast,UA-56,20,35,14,2,29,26,21,27,20,6,73,17,2,2,6,62,31,2,3,2,58,7,1,34,0,73,0,10,11,6,61,13,1,5,20,6,0,94,0,0,55,11,10,1,23,90,10
19,Sevastopol' city,UA-40,24,30,20,5,21,29,33,38,0,0,100,0,0,0,0,4,0,0,0,96,96,0,0,4,0,96,0,0,4,0,92,0,0,0,8,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,13,43,17,7,20,32,30,37,0,1,97,0,3,0,0,100,0,0,0,0,85,3,0,12,0,70,0,2,5,23,97,0,0,0,3,16,84,0,0,0,85,9,6,0,0,100,0
21,Ternopil's'ka oblast,UA-61,21,34,15,3,27,23,23,31,16,7,74,7,5,7,7,49,46,1,4,0,65,7,3,25,0,78,0,0,13,9,61,16,1,9,13,86,2,6,0,6,7,91,2,0,0,90,10
22,Vinnyts'ka oblast,UA-05,17,34,16,5,28,22,27,26,20,5,77,12,7,0,4,46,34,2,17,1,7,1,0,92,0,55,0,7,22,16,43,23,3,15,16,77,3,16,0,4,47,15,31,4,3,91,9
23,Volyns'ka oblast,UA-07,21,37,11,1,30,22,20,33,21,4,83,5,10,0,2,50,40,1,9,0,52,9,0,38,1,90,0,2,2,6,74,13,0,0,13,66,2,30,0,2,8,1,2,0,89,92,8
24,Zakarpats'ka oblast,UA-21,33,33,12,2,20,24,22,38,13,3,91,1,8,0,0,66,33,0,0,1,70,3,1,26,0,87,0,0,11,2,72,7,1,6,14,92,1,6,0,1,13,1,86,0,0,97,3
25,Zaporiz'ka oblast,UA-23,16,37,17,3,27,36,29,32,1,2,43,0,1,0,56,81,13,0,0,6,87,9,0,4,0,78,0,0,18,4,81,2,0,4,13,98,2,0,0,0,81,0,17,2,0,98,2
