,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,16,41,10,3,30,33,25,22,18,2,61,9,26,0,4,69,29,2,0,0,78,3,0,17,2,69,0,2,22,7,8,0,92,0,0,85,9,3,0,3,78,0,8,5,9,85,15
1,Chernihivs'ka oblast,UA-74,23,33,11,0,33,20,23,23,32,2,89,6,5,0,0,95,5,0,0,0,100,0,0,0,0,17,0,80,2,1,89,0,6,0,5,85,5,10,0,0,89,0,11,0,0,100,0
2,Chernivets'ka oblast,UA-77,29,41,11,4,15,28,33,34,3,2,94,0,3,3,0,74,22,0,0,4,91,0,3,6,0,82,0,0,13,5,7,1,0,92,0,89,6,2,0,3,89,2,6,0,3,97,3
3,Crimea,UA-43,19,35,16,2,28,35,29,36,0,0,100,0,0,0,0,37,0,0,0,63,100,0,0,0,0,79,1,0,17,3,99,0,0,0,1,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,14,40,16,3,27,32,32,32,4,0,55,1,40,0,4,59,8,31,1,1,98,0,1,1,0,75,0,0,12,13,89,1,1,5,4,92,3,3,0,2,85,1,4,6,4,100,0
5,Donetsk Oblast,UA-14,20,29,23,5,23,31,36,32,0,1,97,0,0,0,3,89,0,0,0,11,100,0,0,0,0,84,0,0,16,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,19,38,15,2,26,26,27,36,11,0,77,0,16,1,6,60,37,0,3,0,97,3,0,0,0,83,0,0,17,0,70,7,0,18,5,13,0,0,0,87,82,10,3,1,4,100,0
7,Kharkiv Oblast,UA-63,16,37,16,2,29,23,17,25,0,35,99,1,0,0,0,89,10,1,0,0,95,0,0,5,0,55,0,1,6,38,89,1,7,0,3,97,2,0,0,1,88,1,10,0,1,99,1
8,Khersons'ka oblast,UA-65,27,27,13,3,30,25,38,34,0,3,74,20,0,0,6,74,6,7,0,13,100,0,0,0,0,5,0,0,95,0,92,8,0,0,0,100,0,0,0,0,92,8,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,26,26,20,4,24,21,32,35,9,3,90,0,8,0,2,64,22,7,7,0,84,2,0,14,0,75,0,0,21,4,7,91,0,1,1,58,1,35,0,6,77,17,0,0,6,100,0
10,Kirovohrads'ka oblast,UA-35,27,29,13,0,31,30,36,29,4,1,70,7,23,0,0,82,9,9,0,0,82,0,0,18,0,60,0,0,27,13,82,9,5,4,0,86,5,9,0,0,12,0,0,87,1,95,5
11,Kyiv city,UA-30,19,33,20,3,25,15,15,20,50,0,85,7,6,0,2,59,36,3,2,0,78,0,0,22,0,71,0,2,14,13,61,10,8,7,14,72,3,19,0,6,69,15,7,1,8,96,4
12,Kyivs'ka oblast,UA-32,14,36,18,2,30,19,13,17,51,0,89,2,7,0,2,90,6,2,2,0,95,0,0,5,0,85,0,2,11,2,79,5,4,3,9,97,0,3,0,0,83,2,5,3,7,32,68
13,Luhans'ka oblast,UA-09,29,30,17,3,21,24,40,36,0,0,100,0,0,0,0,96,0,0,0,4,96,0,4,0,0,85,0,0,15,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,16,36,17,4,27,26,29,32,11,2,86,6,7,0,1,8,92,0,0,0,90,0,0,10,0,81,1,2,10,6,70,4,3,16,7,75,3,13,0,9,60,9,14,2,15,99,1
15,Mykolaivs'ka oblast,UA-48,14,37,16,3,30,33,41,21,5,0,77,19,4,0,0,39,7,0,54,0,95,0,0,5,0,62,0,0,35,3,85,10,0,5,0,100,0,0,0,0,85,0,10,5,0,100,0
16,Odessa Oblast,UA-51,15,34,21,4,26,32,28,37,2,1,52,47,1,0,0,95,3,0,1,1,97,0,0,3,0,83,0,0,15,2,93,3,2,0,2,99,0,1,0,0,92,2,2,4,0,99,1
17,Poltavs'ka oblast,UA-53,23,32,14,3,28,30,25,33,9,3,82,4,10,0,4,84,15,1,0,0,88,0,0,12,0,5,0,0,1,94,90,0,3,3,4,77,15,2,0,6,69,1,12,1,17,100,0
18,Rivnens'ka oblast,UA-56,17,34,14,7,28,26,31,31,9,3,80,5,11,2,2,58,39,3,0,0,89,3,0,8,0,78,0,2,18,2,78,7,0,2,13,5,0,95,0,0,64,8,2,0,26,100,0
19,Sevastopol' city,UA-40,19,38,8,0,35,51,21,28,0,0,100,0,0,0,0,1,0,0,0,99,100,0,0,0,0,80,0,0,20,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,21,34,17,6,22,25,31,26,17,1,79,13,8,0,0,82,14,4,0,0,90,0,0,10,0,65,0,0,14,21,100,0,0,0,0,10,90,0,0,0,95,0,5,0,0,100,0
21,Ternopil's'ka oblast,UA-61,14,38,20,3,25,29,28,30,9,4,85,2,7,2,4,58,41,0,1,0,98,2,0,0,0,81,2,0,15,2,66,16,0,18,0,79,0,13,0,8,6,93,0,0,1,100,0
22,Vinnyts'ka oblast,UA-05,16,31,18,4,31,27,21,34,18,0,79,5,13,0,3,83,14,0,3,0,7,0,0,93,0,79,0,0,10,11,66,12,4,8,10,91,2,3,0,4,86,3,2,0,9,98,2
23,Volyns'ka oblast,UA-07,26,28,19,1,26,22,24,38,14,2,75,8,15,0,2,54,43,1,2,0,97,3,0,0,0,88,0,0,12,0,83,0,3,5,9,91,3,6,0,0,5,0,0,0,95,100,0
24,Zakarpats'ka oblast,UA-21,30,27,17,5,21,25,34,34,7,0,80,8,8,2,2,61,36,0,3,0,93,7,0,0,0,81,0,2,13,4,91,2,0,7,0,89,2,7,0,2,9,0,91,0,0,100,0
25,Zaporiz'ka oblast,UA-23,15,34,16,1,34,31,35,29,5,0,27,0,1,0,72,91,3,0,0,6,97,3,0,0,0,84,0,0,16,0,89,0,0,8,3,97,0,0,0,3,94,0,6,0,0,100,0
26,Zhytomyrs'ka oblast,UA-18,12,45,14,5,24,29,23,27,21,0,83,3,11,0,3,69,29,2,0,0,73,0,0,27,0,76,0,0,12,12,4,0,0,0,96,81,6,13,0,0,86,0,7,0,7,100,0
