,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,in2,Одеса,Дніпро,Донецьк,Запоріжжя,in3,Львів,Кривий Ріг,Миколаїв,Севастополь,in4,Маріуполь,Луганськ,Вінниця,Макіївка,in5,Сімферополь,Чернігів,Херсон,Полтава,in6,Хмельницький,Черкаси,Чернівці,Житомир,in7,Суми,Рівне,Горлівка,Івано-Франківськ,in8,Тернопіль,Ужгород,Кропивницький,луцьк,in9,Біла Церква
0,Cherkas'ka oblast,UA-71,27,26,17,3,27,13,18,17,45,7,75,7,15,3,0,57,30,1,12,0,68,3,1,26,2,56,0,9,30,5,8,0,90,0,2,52,41,3,1,3,76,3,15,3,3,90,10
1,Chernihivs'ka oblast,UA-74,23,32,11,0,34,14,20,18,42,6,81,15,0,4,0,84,8,0,4,4,81,3,4,8,4,10,0,83,5,2,73,7,10,3,7,54,39,7,0,0,73,7,17,3,0,92,8
2,Chernivets'ka oblast,UA-77,18,31,22,5,24,18,25,23,28,6,81,5,9,4,1,62,25,4,8,1,73,5,1,21,0,66,0,4,25,5,6,1,0,92,1,61,25,6,0,8,71,21,4,1,3,94,6
3,Crimea,UA-43,23,31,16,2,28,24,38,38,0,0,100,0,0,0,0,56,0,0,0,44,100,0,0,0,0,69,0,0,29,2,96,0,0,0,4,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,19,37,13,3,28,30,31,31,6,2,57,1,37,0,5,63,8,28,1,0,95,2,0,3,0,43,0,0,52,5,81,6,1,0,12,82,14,1,0,3,81,1,13,4,1,100,0
5,Donetsk Oblast,UA-14,21,33,20,2,24,31,39,28,2,0,96,0,0,3,1,96,3,0,0,1,95,5,0,0,0,66,0,0,30,4,95,0,0,0,5,94,6,0,0,0,90,0,8,2,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,11,38,13,3,35,13,12,22,40,13,66,12,11,4,7,23,65,4,8,0,56,8,3,33,0,36,0,12,42,10,47,11,1,16,25,6,5,2,0,87,40,24,27,1,8,94,6
7,Kharkiv Oblast,UA-63,18,36,13,3,30,17,19,23,2,39,94,1,4,1,0,91,9,0,0,0,99,0,0,1,0,51,0,0,27,22,91,0,1,1,7,96,4,0,0,0,84,0,15,1,0,99,1
8,Khersons'ka oblast,UA-65,26,30,20,3,21,24,30,35,10,1,87,10,0,0,3,63,15,2,15,5,97,3,0,0,0,1,0,0,99,0,84,7,3,3,3,97,3,0,0,0,84,0,0,3,13,100,0
9,Khmel'nyts'ka oblast,UA-68,20,32,14,4,30,14,14,16,50,6,66,19,10,0,5,39,51,2,7,1,57,12,0,31,0,51,0,12,33,4,5,90,0,1,4,48,21,29,0,2,47,26,17,2,8,93,7
10,Kirovohrads'ka oblast,UA-35,19,37,16,5,23,19,36,20,17,8,72,11,16,0,1,59,15,10,16,0,79,1,0,20,0,40,0,2,48,10,68,10,7,3,12,75,19,5,0,1,20,0,1,79,0,100,0
11,Kyiv city,UA-30,20,34,15,2,29,10,12,15,60,3,74,14,5,1,6,32,64,1,3,0,62,3,1,34,0,31,0,5,47,17,35,13,7,12,33,43,21,27,0,9,38,19,24,2,17,91,9
