,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,the2,Одеса,Дніпро,Донецьк,Запоріжжя,the3,Львів,Кривий Ріг,Миколаїв,Севастополь,the4,Маріуполь,Луганськ,Вінниця,Макіївка,the5,Сімферополь,Чернігів,Херсон,Полтава,the6,Хмельницький,Черкаси,Чернівці,Житомир,the7,Суми,Рівне,Горлівка,Івано-Франківськ,the8,Тернопіль,Ужгород,Кропивницький,луцьк,the9,Біла Церква
0,Cherkas'ka oblast,UA-71,20,34,16,3,27,31,23,29,16,1,70,14,11,0,5,77,19,2,2,0,82,7,2,9,0,80,0,1,17,2,15,0,84,1,0,88,9,1,1,1,81,7,5,2,5,93,7
1,Chernihivs'ka oblast,UA-74,13,45,15,1,26,31,21,18,30,0,94,6,0,0,0,90,10,0,0,0,94,0,0,6,0,29,0,70,1,0,94,0,3,3,0,88,9,0,0,3,91,0,3,0,6,100,0
2,Chernivets'ka oblast,UA-77,25,29,11,5,30,30,25,30,14,1,84,10,2,2,2,75,23,0,0,2,93,2,0,5,0,75,0,0,21,4,6,0,0,94,0,80,4,2,0,14,84,5,9,0,2,100,0
3,Crimea,UA-43,23,29,20,1,27,28,41,31,0,0,99,1,0,0,0,36,0,0,0,64,100,0,0,0,0,84,0,0,14,2,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,21,35,16,3,25,35,32,29,3,1,64,1,33,0,2,65,10,24,0,1,97,1,0,2,0,77,0,2,13,8,88,2,1,3,6,93,6,0,0,1,84,2,9,2,3,100,0
5,Donetsk Oblast,UA-14,19,36,16,2,27,38,34,28,0,0,99,0,1,0,0,90,4,0,0,6,98,1,0,1,0,92,0,0,5,3,100,0,0,0,0,98,1,1,0,0,97,1,1,1,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,18,34,16,4,28,25,30,34,9,2,75,5,9,2,9,50,45,2,3,0,86,8,2,4,0,88,0,0,9,3,70,7,1,18,4,12,0,0,0,88,74,17,5,1,3,99,1
7,Kharkiv Oblast,UA-63,21,28,18,3,30,26,27,26,0,21,97,1,0,0,2,87,12,0,1,0,99,0,0,1,0,57,0,2,3,38,89,1,3,4,3,97,2,1,0,0,93,5,2,0,0,100,0
8,Khersons'ka oblast,UA-65,28,29,14,0,29,34,33,33,0,0,100,0,0,0,0,67,0,0,0,33,100,0,0,0,0,2,0,0,98,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,22,32,15,2,29,30,26,30,13,1,82,7,9,1,1,71,26,1,2,0,83,6,0,11,0,81,0,1,11,7,10,87,0,2,1,79,6,14,0,1,73,17,3,1,6,99,1
10,Kirovohrads'ka oblast,UA-35,19,36,15,7,23,29,37,21,13,0,70,11,19,0,0,63,20,11,4,2,89,2,0,9,0,67,0,0,17,16,92,0,2,6,0,97,0,3,0,0,16,0,3,81,0,97,3
11,Kyiv city,UA-30,18,35,17,3,27,16,15,18,51,0,86,6,6,0,2,75,21,3,1,0,83,5,0,12,0,73,0,5,14,8,78,5,5,2,10,89,2,6,0,3,83,5,7,2,3,96,4
12,Kyivs'ka oblast,UA-32,21,31,20,2,26,16,20,17,47,0,83,6,9,0,2,71,20,5,0,4,93,3,0,4,0,81,0,6,9,4,86,4,3,2,5,92,3,5,0,0,84,3,8,3,2,36,64
13,Luhans'ka oblast,UA-09,24,34,15,4,23,34,43,23,0,0,100,0,0,0,0,100,0,0,0,0,98,0,2,0,0,98,0,0,2,0,96,2,0,2,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,16,34,19,4,27,25,25,30,18,2,76,10,10,0,4,7,93,0,0,0,70,5,1,24,0,65,0,3,11,21,49,12,4,16,19,60,4,25,0,11,45,16,20,2,17,96,4
15,Mykolaivs'ka oblast,UA-48,28,33,15,0,24,31,37,30,2,0,78,16,3,3,0,39,8,3,49,1,93,0,0,7,0,75,0,0,25,0,93,0,0,7,0,80,10,10,0,0,86,0,11,3,0,100,0
16,Odessa Oblast,UA-51,23,35,15,2,25,31,33,36,0,0,61,38,0,0,1,89,3,0,3,5,98,1,0,1,0,74,0,0,23,3,99,0,0,0,1,96,2,0,0,2,87,1,11,0,1,100,0
17,Poltavs'ka oblast,UA-53,19,34,14,4,29,26,30,29,10,5,78,3,14,0,5,75,23,0,2,0,91,4,0,5,0,6,0,0,0,94,82,3,4,5,6,74,13,9,0,4,67,3,15,5,10,100,0
18,Rivnens'ka oblast,UA-56,19,35,16,1,29,29,23,25,21,2,78,10,12,0,0,56,40,1,2,1,83,10,1,6,0,89,0,0,10,1,79,4,3,3,11,6,0,94,0,0,58,2,2,2,36,100,0
