,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,in2,Одеса,Дніпро,Донецьк,Запоріжжя,in3,Львів,Кривий Ріг,Миколаїв,Севастополь,in4,Маріуполь,Луганськ,Вінниця,Макіївка,in5,Сімферополь,Чернігів,Херсон,Полтава,in6,Хмельницький,Черкаси,Чернівці,Житомир,in7,Суми,Рівне,Горлівка,Івано-Франківськ,in8,Тернопіль,Ужгород,Кропивницький,луцьк,in9,Біла Церква
0,Cherkas'ka oblast,UA-71,21,25,21,4,29,25,28,28,18,1,72,9,15,0,4,72,20,4,2,2,87,0,0,11,2,83,0,2,10,5,13,0,86,0,1,98,0,0,0,2,95,0,2,3,0,100,0
1,Chernihivs'ka oblast,UA-74,27,35,16,7,15,22,24,22,32,0,91,0,9,0,0,78,15,7,0,0,78,7,0,15,0,19,0,78,1,2,91,9,0,0,0,91,9,0,0,0,84,8,8,0,0,100,0
2,Chernivets'ka oblast,UA-77,15,42,14,1,28,24,36,30,10,0,91,2,7,0,0,71,28,1,0,0,88,7,0,5,0,88,0,2,5,5,8,0,0,92,0,93,2,3,0,2,91,7,2,0,0,100,0
3,Crimea,UA-43,24,32,14,2,28,31,36,33,0,0,100,0,0,0,0,36,0,0,0,64,100,0,0,0,0,85,0,0,10,5,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,19,31,17,4,29,32,31,35,2,0,66,1,32,0,1,65,5,29,0,1,97,2,0,1,0,71,0,0,17,12,85,3,4,1,7,92,4,0,0,4,82,4,10,3,1,99,1
5,Donetsk Oblast,UA-14,20,33,21,1,25,35,41,24,0,0,97,0,1,2,0,92,7,0,1,0,100,0,0,0,0,94,0,0,6,0,99,0,1,0,0,95,0,4,0,1,95,1,2,2,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,18,32,21,3,26,27,32,29,11,1,86,4,9,0,1,61,37,1,1,0,91,6,0,3,0,90,0,0,7,3,83,4,1,11,1,17,0,0,0,83,85,7,6,1,1,100,0
7,Kharkiv Oblast,UA-63,19,22,20,2,37,18,31,32,0,19,92,2,2,0,4,98,2,0,0,0,96,2,0,2,0,67,0,1,3,29,94,0,4,0,2,96,4,0,0,0,90,0,8,0,2,98,2
8,Khersons'ka oblast,UA-65,19,27,13,8,33,33,47,20,0,0,94,0,0,0,6,67,19,0,4,10,94,6,0,0,0,4,0,0,96,0,94,0,0,6,0,100,0,0,0,0,88,0,12,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,27,29,14,2,28,24,31,27,17,1,83,4,9,0,4,65,31,1,3,0,87,2,0,11,0,81,0,6,11,2,10,89,0,1,0,72,6,13,2,7,76,10,2,6,6,95,5
10,Kirovohrads'ka oblast,UA-35,24,35,17,1,23,27,35,32,6,0,81,0,11,0,8,94,3,0,3,0,97,0,0,3,0,86,0,0,8,6,94,3,0,3,0,97,0,3,0,0,27,0,1,72,0,97,3
11,Kyiv city,UA-30,22,31,14,3,30,17,17,17,49,0,86,6,5,1,2,80,16,0,3,1,84,2,0,14,0,74,0,4,14,8,71,4,10,4,11,91,3,4,0,2,80,3,11,1,5,95,5
12,Kyivs'ka oblast,UA-32,10,40,20,2,28,19,18,15,48,0,80,5,11,0,4,79,18,0,1,2,90,9,0,1,0,91,0,0,9,0,79,11,1,1,8,97,1,2,0,0,96,0,4,0,0,42,58
13,Luhans'ka oblast,UA-09,21,37,17,0,25,34,42,24,0,0,100,0,0,0,0,100,0,0,0,0,98,0,2,0,0,90,0,0,2,8,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,18,31,19,4,28,23,23,33,19,2,69,7,16,1,7,8,91,0,1,0,68,6,0,26,0,62,0,2,18,18,42,17,6,15,20,50,3,30,0,17,41,20,20,2,17,92,8
15,Mykolaivs'ka oblast,UA-48,23,25,18,2,32,24,44,28,4,0,72,28,0,0,0,43,8,2,47,0,96,0,0,4,0,78,0,0,15,7,96,0,0,0,4,100,0,0,0,0,91,0,4,5,0,100,0
16,Odessa Oblast,UA-51,25,36,10,2,27,40,34,24,2,0,53,47,0,0,0,90,2,1,5,2,87,2,0,11,0,79,0,0,15,6,94,1,1,0,4,99,0,0,0,1,84,1,12,2,1,100,0
17,Poltavs'ka oblast,UA-53,20,31,17,2,30,27,29,31,7,6,85,7,6,1,1,77,16,3,3,1,90,5,0,5,0,7,0,0,1,92,79,6,4,3,8,81,10,9,0,0,77,4,7,1,11,99,1
18,Rivnens'ka oblast,UA-56,18,32,16,1,33,28,26,24,19,3,82,9,6,0,3,63,35,0,2,0,73,22,0,5,0,93,0,0,7,0,85,9,0,3,3,5,0,95,0,0,55,2,2,0,41,100,0
19,Sevastopol' city,UA-40,31,27,8,5,29,32,29,36,3,0,100,0,0,0,0,2,0,0,0,98,100,0,0,0,0,82,0,0,9,9,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,18,36,23,4,19,25,44,23,8,0,100,0,0,0,0,91,6,3,0,0,94,3,0,3,0,75,0,0,5,20,97,0,0,3,0,31,69,0,0,0,94,0,6,0,0,100,0
21,Ternopil's'ka oblast,UA-61,23,31,17,3,26,27,31,30,10,2,88,3,6,0,3,54,44,1,1,0,81,11,0,8,0,75,0,7,13,5,73,2,5,18,2,71,7,5,5,12,6,94,0,0,0,100,0
22,Vinnyts'ka oblast,UA-05,19,30,17,3,31,24,29,36,10,1,83,11,5,0,1,73,20,1,5,1,9,0,0,91,0,67,0,5,16,12,73,8,1,8,10,89,2,8,0,1,86,3,6,2,3,100,0
23,Volyns'ka oblast,UA-07,22,38,13,3,24,28,21,27,22,2,64,8,12,4,12,49,48,0,3,0,77,19,4,0,0,73,0,19,4,4,77,19,0,0,4,62,7,31,0,0,4,0,0,0,96,100,0
24,Zakarpats'ka oblast,UA-21,39,25,6,6,24,28,26,27,16,3,75,6,13,2,4,62,38,0,0,0,80,4,0,16,0,82,0,2,4,12,77,11,2,2,8,88,2,2,0,8,8,0,92,0,0,98,2
25,Zaporiz'ka oblast,UA-23,22,30,16,3,29,32,40,24,4,0,40,0,2,0,58,95,0,0,0,5,100,0,0,0,0,85,0,0,13,2,98,2,0,0,0,100,0,0,0,0,93,0,5,2,0,98,2
26,Zhytomyrs'ka oblast,UA-18,21,32,19,4,24,23,21,32,24,0,81,4,3,4,8,84,8,4,0,4,75,7,0,18,0,88,0,0,8,4,6,0,0,0,94,75,3,19,0,3,88,4,4,0,4,100,0
