,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,16,37,14,3,30,30,23,29,17,1,71,5,19,0,5,77,21,1,1,0,84,3,0,12,1,77,0,2,17,4,10,0,90,0,0,91,3,3,0,3,84,0,7,3,6,91,9
1,Chernihivs'ka oblast,UA-74,23,34,13,1,29,19,28,23,29,1,93,3,4,0,0,83,14,0,0,3,96,0,0,4,0,16,0,80,4,0,89,0,8,0,3,89,4,7,0,0,86,0,8,3,3,100,0
2,Chernivets'ka oblast,UA-77,32,37,17,3,11,27,32,36,4,1,94,2,2,2,0,69,28,0,0,3,92,0,2,6,0,85,0,0,11,4,7,0,0,93,0,85,8,4,0,3,83,6,6,0,5,98,2
3,Crimea,UA-43,21,35,16,2,26,36,28,36,0,0,100,0,0,0,0,37,0,0,0,63,100,0,0,0,0,79,1,0,16,4,99,0,0,0,1,99,1,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,14,39,14,3,30,33,30,33,4,0,57,1,38,0,4,60,8,32,0,0,97,0,0,3,0,76,0,0,13,11,90,2,1,4,3,94,1,3,0,2,85,1,4,6,4,100,0
5,Donetsk Oblast,UA-14,20,31,21,4,24,32,37,30,1,0,98,0,0,0,2,87,1,0,0,12,100,0,0,0,0,82,0,0,17,1,100,0,0,0,0,100,0,0,0,0,98,0,0,0,2,100,0
6,Ivano-Frankivs'ka oblast,UA-26,18,36,19,2,25,24,29,34,12,1,78,1,15,2,4,57,40,0,3,0,95,3,0,2,0,82,0,1,15,2,70,5,1,20,4,12,0,0,0,88,83,10,3,2,2,100,0
7,Kharkiv Oblast,UA-63,17,36,15,3,29,24,20,24,1,31,95,3,2,0,0,87,10,1,1,1,97,0,0,3,0,54,0,0,7,39,90,2,6,0,2,96,1,1,0,2,89,1,8,0,2,99,1
8,Khersons'ka oblast,UA-65,27,30,17,2,24,30,32,34,2,2,78,17,0,0,5,67,4,5,0,24,100,0,0,0,0,4,0,0,96,0,94,6,0,0,0,100,0,0,0,0,94,6,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,22,29,22,4,23,25,29,31,12,3,87,3,9,0,1,65,25,5,5,0,78,3,1,18,0,71,0,0,25,4,7,92,0,1,0,65,1,29,0,5,70,18,2,3,7,100,0
10,Kirovohrads'ka oblast,UA-35,22,29,17,1,31,29,32,30,8,1,72,5,20,0,3,72,17,11,0,0,79,3,0,18,0,59,0,0,23,18,84,7,3,3,3,81,6,13,0,0,11,0,0,89,0,93,7
11,Kyiv city,UA-30,19,33,18,3,27,16,16,19,49,0,86,6,6,0,2,58,37,2,3,0,77,1,0,22,0,72,0,2,13,13,60,12,8,6,14,71,3,20,0,6,67,16,8,1,8,94,6
12,Kyivs'ka oblast,UA-32,15,35,20,2,28,18,15,17,50,0,90,2,7,0,1,91,6,1,2,0,94,0,0,6,0,81,0,2,12,5,83,3,2,3,9,95,0,3,0,2,88,1,3,2,6,35,65
13,Luhans'ka oblast,UA-09,26,31,14,3,26,27,39,34,0,0,97,0,0,3,0,92,0,0,0,8,97,0,3,0,0,83,0,0,17,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,17,37,16,4,26,28,28,31,11,2,84,6,7,0,3,6,94,0,0,0,85,2,0,13,0,80,0,2,10,8,67,4,3,17,9,72,3,14,0,11,57,10,15,1,17,98,2
15,Mykolaivs'ka oblast,UA-48,16,39,17,2,26,34,37,24,5,0,74,24,2,0,0,43,4,0,53,0,94,0,0,6,0,66,0,0,30,4,91,6,0,3,0,97,0,0,0,3,83,2,6,6,3,100,0
16,Odessa Oblast,UA-51,15,36,18,4,27,35,30,33,2,0,49,50,1,0,0,94,3,0,1,2,96,0,0,4,0,79,0,0,19,2,91,3,1,1,4,99,1,0,0,0,91,1,3,5,0,100,0
17,Poltavs'ka oblast,UA-53,21,33,18,3,25,31,27,30,9,3,81,5,8,1,5,81,18,1,0,0,92,0,0,8,0,5,0,0,1,94,84,2,4,4,6,73,17,3,0,7,70,0,13,0,17,100,0
18,Rivnens'ka oblast,UA-56,16,37,13,6,28,28,29,26,14,3,77,4,16,2,1,56,42,2,0,0,92,2,0,6,0,76,0,1,20,3,77,9,0,1,13,4,0,96,0,0,60,7,1,0,32,100,0
19,Sevastopol' city,UA-40,18,42,12,0,28,43,25,32,0,0,100,0,0,0,0,2,0,0,0,98,100,0,0,0,0,89,0,0,11,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,23,30,15,5,27,22,30,28,18,2,85,9,6,0,0,83,14,3,0,0,91,0,0,9,0,67,0,0,14,19,94,0,0,3,3,11,89,0,0,0,94,0,6,0,0,100,0
21,Ternopil's'ka oblast,UA-61,16,39,17,2,26,29,29,31,8,3,84,1,7,1,7,57,42,0,1,0,97,2,0,1,0,83,1,0,15,1,69,15,0,16,0,81,0,12,0,7,6,94,0,0,0,99,1
22,Vinnyts'ka oblast,UA-05,17,31,16,5,31,26,26,31,17,0,73,11,13,0,3,82,14,1,3,0,6,0,0,94,0,72,0,2,11,15,70,12,4,7,7,89,4,5,0,2,83,3,3,0,11,99,1
23,Volyns'ka oblast,UA-07,21,32,19,1,27,25,23,37,13,2,70,11,18,0,1,53,44,1,2,0,96,2,0,2,0,83,0,0,17,0,85,2,2,4,7,77,4,19,0,0,5,0,0,0,95,100,0
24,Zakarpats'ka oblast,UA-21,35,25,13,3,24,26,34,33,6,1,84,6,8,1,1,60,38,0,2,0,92,6,1,1,0,81,0,1,12,6,91,1,1,7,0,89,1,9,0,1,9,0,91,0,0,99,1
25,Zaporiz'ka oblast,UA-23,17,35,15,1,32,35,32,28,5,0,27,0,1,0,72,88,4,0,0,8,98,2,0,0,0,75,0,0,19,6,90,0,0,6,4,96,0,0,0,4,94,2,4,0,0,100,0
26,Zhytomyrs'ka oblast,UA-18,15,42,13,4,26,28,21,26,25,0,83,2,13,0,2,70,26,2,0,2,77,0,0,23,0,79,0,0,12,9,3,0,0,0,97,87,2,11,0,0,79,2,7,0,12,100,0
